,0
"Brown, Jeff ",8430
" Pamintuan, Macky (ILT)",8430
"Gutman, Dan ",6746
" Paillot, Jim (ILT)",5822
"Sage, Angie ",3893
" Pickering, Jimmy (ILT)",3893
"Myers, Walter Dean ",2348
"Cleary, Beverly ",1584
"Jance, Judith A. ",1292
"Grant, Michael ",1019
"Paterson, Katherine ",983
"Scottoline, Lisa ",960
" Diamond, Donna (ILT)",917
"Williams, Suzanne ",913
" Sansom, Fiona (ILT)",913
" Rogers, Jacqueline (ILT)",777
"Kleypas, Lisa ",686
"Levitt, Steven D. ",680
" Dubner, Stephen J. ",680
"Cabot, Meg ",610
"Laurens, Stephanie ",600
"Creech, Sharon ",577
"Phillips, Susan Elizabeth ",564
"Picoult, Jodi ",528
"Smith, Betty ",517
"Kellerman, Faye ",505
"Todd, Charles ",487
"Flinn, Alex ",485
"Grippando, James ",452
"Rollins, James ",445
"Robinson, Peter ",443
"Pratchett, Terry ",381
"Lowell, Elizabeth ",374
"Patchett, Ann ",371
"Kent, Rose ",344
"Gaiman, Neil ",336
" Zelinsky, Paul O. (ILT)",333
"Heath, Lorraine ",314
"Quinn, Julia ",312
"Lippman, Laura ",298
"Grogan, John ",297
"Johnson, Maureen ",297
"Sands, Lynsay ",285
"Moore, Christopher ",280
"Zinn, Howard ",269
"Slaughter, Karin ",265
" Dockray, Tracy (ILT)",244
"Kingsolver, Barbara ",229
" Fox, Cathryn ",209
" Jackson, Myla ",209
" Anna, Vivi ",209
" Devlin, Delilah ",209
"Csikszentmihalyi, Mihaly ",198
"Harvey, Steve ",189
"Lamb, Wally ",185
"Day, Sylvia ",183
"Ross, Ann B. ",183
"Chase, Loretta Lynda ",176
"Murphy, Shirley Rousseau ",174
"Burke, Alafair ",171
"George, Anne ",165
"Enoch, Suzanne ",163
" Bandsuch, Matthew (ILT)",160
"Andrews, Mary Kay ",145
"Maxwell, Cathy ",142
"Cornwell, Bernard ",142
"Mercer, Sienna ",141
"James, Eloisa ",135
" Kingsolver, Camille ",131
"Daheim, Mary ",131
"Maynard, Joyce ",124
"Harrison, Kim ",124
"Kline, Christina Baker ",122
"Frost, Jeaniene ",120
"Barr, Nevada ",117
"George, Elizabeth ",117
"Hillerman, Tony ",115
"Hill, Joe ",114
"Macomber, Debbie ",110
"Delinsky, Barbara ",109
"Wright, Richard ",106
"Bass, Jefferson ",97
"Woods, Stuart ",95
"Alexander, Tasha ",94
"Bailey, Rebecca Anne ",92
"Brown, Dale ",90
"Frank, Dorothea Benton ",89
"Niven, David ",89
"Nix, Garth ",87
"Peters, Elizabeth ",86
"Crutcher, Chris ",86
"Brown, Tim ",85
"Evanovich, Janet ",84
" Mayall, Beth ",83
" Howard, Megan ",83
"Farrell, Juliana ",83
" Hern, Candice ",78
" D'Alessandro, Jacquie ",78
" Balogh, Mary ",78
"Roby, Kimberla Lawson ",76
"Green, Tim ",76
"Jeffries, Sabrina ",74
" Gollancz, Victor ",73
"Dorsey, Tim ",71
"Woodiwiss, Kathleen E. ",71
"Stephenson, Neal ",70
"Oates, Joyce Carol ",70
"Siddons, Anne Rivers ",69
"Shire, Poppy ",67
" Berg, Ron (ILT)",67
"Connelly, Michael ",67
"Hartinger, Brent ",66
" Reaves, Michael ",64
"McMahon, Jennifer ",63
"Sheehan, Jacqueline ",62
"Williamson, Marianne ",61
" Jurskis, Amy ",60
"Roberts, Cokie ",60
"Lewis, C. S. ",59
"Prose, Francine ",57
"Whelan, Gloria ",56
"De Los Santos, Marisa ",56
"Hawkins, Karen ",53
"Marr, Melissa ",49
"Jenkins, Beverly ",49
"Gray, John ",48
"Billingham, Mark ",48
" Kristiansen, Teddy (ILT)",47
"Oppel, Kenneth ",45
"Rennison, Louise ",44
"Dodd, Christina ",44
" Halperin, Mark ",44
"Heilemann, John ",44
"Long, Julie Anne ",42
"White, Neil ",42
" Rush, Jaime ",41
" Palmer, Pamela ",41
"Foster, Richard J. ",41
"McDermid, Val ",40
"Sparks, Kerrelyn ",40
"Bennett, Sara ",40
"Leonard, Elmore ",39
"Maguire, Gregory ",38
"Upson, Nicola ",38
"Swann, Leda ",38
"Bukowski, Charles ",36
"Hobbs, Will ",35
" Helyar, John ",34
"Cole, Henry ",34
" Baxter, Mia (ILT)",34
"Hager, Jenna Bush ",34
" Cole, Henry (ILT)",34
" Myracle, Lauren ",34
"Lockhart, E. ",34
"Burrough, Bryan ",34
" Mlynowski, Sarah ",34
"Bayless, Rick ",34
"Westerfeld, Scott ",33
" Marr, Melissa ",33
" Zevin, Gabrielle ",33
" Stolarz, Laurie Faria ",33
" Larbalestier, Justine ",33
"Elliott, L. M. ",32
"Stokesbury, James L. ",32
" Greenberg, Martin Harry ",31
"Cloud, Henry ",30
"Dyer, Wayne W. ",29
"Lichtman, Wendy ",27
"Chopra, Deepak ",27
"McCaffrey, Anne ",26
"White, Sasha ",26
" Dozois, Gardner R. ",26
"Hawthorne, Rachel ",26
"Martin, George R. R. ",26
"Dailey, Janet ",26
" Abraham, Daniel ",26
"Griffith, Nicola ",25
"Robinson, Patrick ",25
"Gulley, Philip ",25
"Sontag, Rachel ",25
"Boyle, Elizabeth ",24
" Glantz, Stephen ",24
"Naslund, Sena Jeter ",24
"Kramer, Clara ",24
"Simmons, Dan ",24
"Maupin, Armistead ",23
"Abbott, Hailey ",23
"Giddings, Paula J. ",22
"Vail, Rachel ",22
"Michaels, Barbara ",22
" Lanier, Virginia ",21
