,0
" Fabbri, Daniele (ILT)",3173
"Heos, Bridget ",3171
"Dickens, Charles ",3082
"Rossetti, Christina Georgina ",2726
"Poe, Edgar Allan ",2048
"Lear, Edward ",1655
"Gilbert, Elizabeth ",1331
"Drake, Joseph Rodman ",1144
"Macomber, Debbie ",1126
"Cass, Kiera ",1107
"Cruz, Melissa De La ",1080
"Kubica, Mary ",1045
"Martin, George R. R. ",935
" Gianni, Gary (ILT)",935
"Baldacci, David ",790
"Bierce, Ambrose ",737
"Shakespeare, William ",729
"Carr, Robyn ",686
"Moore, Clement Clarke ",673
"Christopher, Matt ",604
"Graham, Heather ",567
"Dickinson, Emily ",551
"Hawthorne, Nathaniel ",507
"Oakes, Cory Putman ",504
" Rice, Patricia ",436
"Putney, Mary Jo ",436
" Beverley, Jo ",436
" Cornick, Nicola ",436
" Bourne, Joanna ",436
"Mitchell, David ",430
"Novak, Brenda ",413
"Jefferson, Thomas ",402
"Stone, Tamara Ireland ",359
"Kauffman, Donna ",351
"Thayer, Ernest Lawrence ",344
"Dev, Sonali ",329
"Lewis, Sinclair ",323
"Frost, Robert ",311
"Leon, Donna ",310
"Oliver, Jenny ",288
" Neufeld, Juliana (ILT)",281
"Longfellow, Henry Wadsworth ",281
" Grabenstein, Chris ",281
"Patterson, James ",281
"Beatty, Robert ",275
"Chekhov, Anton Pavlovich ",272
"Ewing, Amy ",263
"Eskens, Allen ",257
"Jackson, Joshilyn ",254
"Alsaid, Adi ",249
" Conners, Daryle ",247
"Allen, Elise ",247
"Mayle, Peter ",246
"Smith, Patti ",245
"Cooke, Edmund Vance ",243
"Green, Tim ",239
"Carroll, Lewis ",236
"Whitman, Walt ",235
"Smith, Jennifer E. ",226
"Abdul-Jabbar, Kareem ",223
" Waterhouse, Anna ",223
"Sands, Lynsay ",217
"Rodkey, Geoff ",216
"Long, Julie Anne ",215
"Taylor, Jane ",214
"Quinn, Paula ",214
"Stockton, Frank Richard ",213
"Wilson, James ",210
"Kennedy, Stacey ",209
"Wells, H. G. ",199
"Ryder, Dawn ",192
"Higginson, Ella ",185
"Glines, Abbi ",179
"Burrowes, Grace ",166
"Hemans, Felicia Dorothea ",166
"Holland, Cecelia ",161
"Armentrout, Jennifer L. ",160
"Kloepfer, John ",150
" Degrand, David (ILT)",150
"Lincoln, Abraham ",149
Not Available (NA),147
"Henry, O. ",147
"Tennyson, Alfred Tennyson, Baron ",143
"Haydu, Corey Ann ",140
"Stiles, T. J. ",138
"Marx, Karl ",136
"Meyer, Joyce ",136
" Engels, Friedrich ",136
"Haigh, Jennifer ",134
"Kneen, Krissy ",133
"Child, Lydia Maria Francis ",133
"Laskas, Jeanne Marie ",129
"Jaher, David ",128
"Roth, Veronica ",126
"Browning, Elizabeth Barrett ",125
" Parsons, Garry (ILT)",124
"Lacey, Josh ",124
" Mello, Deborah Fletcher ",123
"Litwin, Mike ",123
" Hart, Regina ",123
"Norfleet, Celeste O. ",123
"Grant, Andrew ",120
"Jenoff, Pam ",113
"Gulley, Philip ",110
"Wordsworth, William ",107
"Mill, John Stuart ",107
"Dorling Kindersley, Inc. (COR)",106
"Kenner, J. ",105
"Koval, Ramona ",104
"Casanova, Mary ",103
"Gregory, Danny ",101
"Harrison, Guy P. ",98
"Cisneros, Sandra ",98
Rough Guides (COR),97
" Taylor, Imogen (TRN)",93
"Arango, Sascha ",93
"Modiano, Patrick ",91
" Cameron, Euan (TRN)",91
"Jacobsen, Annie ",90
"Blackburne, Livia ",90
"Nichols, Lisa ",89
" Switzer, Janet ",89
"Gannon, Nicholas ",88
"Hickam, Homer H. ",88
"D'Agostino, Ryan ",87
"Lemmon, Jessica ",86
"Dailey, Janet ",83
" Campbell, T. Colin (FRW)",81
" Lacombe, Benjamin (ILT)",81
"Campbell, Kim ",81
"Oliver, Lauren ",81
" Chester, H. C. ",81
"Stross, Charles ",79
"Hughes, Devon ",79
" Richardson, Owen (ILT)",79
"Kurtagich, Dawn ",78
"Garbarino, James ",76
" King, Stephen (INT)",70
"Sloane, William ",70
"Huxley, Aldous ",69
"Winterson, Jeanette ",68
" Smith, Mike ",66
" Lillard, Amy ",66
"Long, Kelly ",66
" Jebber, Molly ",66
"Hennessey, Jonathan ",66
" Mcconnell, Aaron (ILT)",66
"Green, Sara ",64
"London, Colette ",63
"Snow, Tiffany ",62
" Love, Elizabeth (CON)",62
"Love, Susan M. ",62
"Roberts, Sheila ",62
" Lindsey, Karen (CON)",62
"McGinnis, Mindy ",59
" Smith, William ",59
"Moriarty, Liane ",59
" Ladewski, Julia (FRW)",59
"Kirschen, David ",59
"Ives, Susanna ",58
"Lester, Meera ",58
"Staub, Wendy Corsi ",57
"Andrew, Sally ",57
"Shalvis, Jill ",57
"Henry-Jones, Eliza ",56
"McKay, Hilary ",56
" Lamont, Priscilla (ILT)",56
"Sampson, Scott D. ",56
" Meissner, Susan ",55
"Strauss, Erica ",55
"Turgenev, Ivan Sergeevich ",55
" Burggraaf, Charity (PHT)",55
"Clark, Mindy Starns ",55
"Papademetriou, Lisa ",55
"King, A. S. ",54
"Lane, Katie ",54
" Van Leeuwen, Peter ",53
" Van Leeuwen, Benjamin ",53
"Cogan, Kirstyn ",53
"O'Neill, Laura ",53
"Johnson, Maureen ",52
" Kennedy, Elle ",51
"Denson, Bryan ",51
"Hesse, Hermann ",51
Plato ,51
"Max, Tucker ",50
"Lewis, Susan ",50
" Miller, Geoffrey ",50
" Frazee, Marla (ILT)",49
"Pennypacker, Sara ",49
"Wendig, Chuck ",48
"Woods, Sherryl ",47
"Sacks, Jonathan ",47
"Ashenden, Jackie ",47
"Edge, Christopher ",47
"Streicher, Lauren ",46
"Baker, Chandler ",46
 Ageless Reads (COR),46
"Savage, Tom ",44
"Austen, Jane ",44
" Tonelli, Francesco (PHT)",44
" Robitschek, Leo ",44
" Guidara, Will ",44
"Humm, Daniel ",44
"Bond, Cynthia ",43
Cook's Country (COR),43
"Barnes, Julian ",42
"Chutkan, Robynne ",41
"Keats, John ",41
" Friis, Agnete ",40
"Svrluga, Barry ",40
"Kaaberbol, Lene ",40
"Mason, Debbie ",40
" Dyssegaard, Elisabeth (TRN)",40
"Kulper, Kendall ",39
"Rainey, Anne ",38
"Canavan, Trudi ",38
"Wheatley, Phillis ",38
"Kade, Stacey ",37
"Bown, Stephen R. ",37
"Choo, Yangsze ",36
Speedy Publishing (COR),36
"Brett, Peter V. ",36
"Christie, Agatha ",35
"Fox, Susan ",35
"Rosen, Fred ",35
"Bross, Lee ",35
"Larsen, Jen ",34
"Dimon, HelenKay ",34
"MacKeen, Dawn Anahid ",33
"Woods, Tess ",33
Disney Book Group (COR),32
"Daisley, Stephen ",31
"Palmer, Andrew ",31
"Hannigan, Kate ",30
"McCarthy, Cori ",30
"Perloff, Carey ",30
" Hughes, Brooke Boynton (ILT)",30
" Kivirist, Lisa ",29
"Ginsburg, Kenneth R. ",29
"Ivanko, John D. ",29
"Gangi, Theo Black ",29
"Deschene, Lori ",29
"Sullivan, Derek E. ",29
"Harms, Roger, M.d. ",29
" Wick, Myra, M.d., Ph.d. ",29
"Mccune, D. J. ",28
"Martini, Steve ",28
"Defrise, Kate ",28
"Myles, Eileen ",28
"McMaster, Bec ",28
"Dickinson, Peter ",28
"Gilbert, Kelly Loy ",27
"Alers, Rochelle ",27
"Hubbard, Kirsten ",26
" Johnson-Shelton, Nils ",26
"Draper, Norman ",26
"Frey, James ",26
"Richards, Emilie ",25
"Henry, Sophia ",25
"Hyman, Trina Schart (RTL)",25
 Residents of Beaver Brook (CON),24
"Hawken, Eleanor ",24
"Paton Walsh, Jill ",24
"Scott-Moncrieff, Christina ",24
" Kalina, Noah (PHT)",24
"Klein, Zachery ",24
"Adler, David A. ",24
"Higson, Charlie ",24
"Myers, Ann ",23
"Eicher, Jerry S. ",23
"Sitomer, Alan Lawrence ",23
 Disney Digital Books (ILT),22
"Lettrick, Robert ",22
"Bryan, Rebecca ",22
"Beard, James ",22
"Webb, Karen ",22
"Aryan, Stephen ",22
"Fussell, Betty ",21
"Armstrong, Jesse ",21
"Kaminsky, Leah ",21
"Brilliant, Larry ",21
"dePaola, Tomie ",20
" Axelsen, Stephen (ILT)",20
"Ransom, Jeanie Franz ",20
"Belle, Kimberly ",20
"O'Rourke, P. J. ",19
"Cook, Samantha ",19
"Roll, Rich ",19
"Ellis, Mary ",19
"McKay, Ami ",19
"Benartzi, Shlomo ",19
"Jones, Susie ",19
"Farago, Lucy ",19
" Humphreys, Rob ",19
" Piatt, Julie ",19
"Clines, Peter ",19
"Hagar, Erin ",18
"Stakelbeck, Erick ",18
"Colfer, Eoin ",18
"Weiss, Brian L. ",18
" Gorham, Joanna (CON)",18
"Hall, Katharine ",18
"Dodson, Zachary Thomas ",18
"Demetrios, Heather ",18
"Marcus, Wendy S. ",18
"Verdick, Elizabeth ",17
"Kienzle, Rich ",17
" Reeve, Elizabeth ",17
"Abbott, Patricia ",17
"Hajaj, Claire ",17
"Margo, Jill ",16
"Vaughn, J. D. ",16
National Wildlife Federation (COR),16
"Rose, Jalen ",16
"Limon, Martin ",16
"Keown, Daniel ",16
"Lewis, Ted ",16
" Galvin, Michael ",15
"Kent, Claire ",15
"Marcus Aurelius, Emperor of Rome ",15
"Gibbons, Gail ",15
"Speakman, Peter ",15
"Thomas, Gavin ",15
" Linsenmann, Ciree ",15
"Hurley, Kameron ",15
Entrepreneur Media (COR),15
" Ebbeler, Jeffrey (ILT)",14
" Chapman, Hannah ",14
"Kincaid, Kimberly ",14
"Unger, Harlow Giles ",14
"Cox, Judy ",14
"Webb, Holly ",14
" Tanabe, Kelly ",13
" Byrd, Samuel (ILT)",13
"Tanabe, Gen ",13
"Warner, Gertrude Chandler ",13
"Holyoke, Polly ",13
"Bell, Matt ",13
"Thomas, Heather ",13
"Singleton, Linda Joy ",13
"Brunton, Paul ",13
"Benavent, Elísabet ",13
"Stevenson, Robert Louis ",13
" Child, Julia (INT)",12
"Hughes, Christine ",12
" Erickson, Meredith ",12
"Koestenbaum, Wayne ",12
"Cairo, Elias ",12
"Thomson, Rupert ",12
" Ono, Yoko (CON)",11
" Page, Ellen (CON)",11
" Christopher, Thomas ",11
"Houston, Brian ",11
"Clausen, Ruth Rogers ",11
" Detrick, Alan L. (PHT)",11
" Stipe, Michael (CON)",11
" Talinski, Holger (PHT)",11
"Thayne, RaeAnne ",11
"Maggi, Nicole ",11
"Raum, Elizabeth ",11
Peaches ,11
"Hedlund, Jody ",11
"Walters, Peter ",10
" Tobin, Nancy (ILT)",10
"Stolarz, Laurie Faria ",10
"Green, Aliza ",10
"Gilbert, Martin ",9
"Keane, Jessie ",9
" Wagner, Melissa ",9
"Hensrud, Donald, M.D. ",9
"Blake, Dale ",9
"Peck, Penny ",9
"Cooley, M. P. ",9
"Rossi, Imogen ",9
"Spaulding, Tommy ",9
" Glock-cooper, Allison ",9
"Cooper, T. ",9
"Blakemore, Megan Frazer ",9
"Montgomery, L. M. ",9
" Keeling, Stephen ",8
"Lombardo, Constance ",8
"Edwards, Cassie ",8
"Wilde, Lisa ",8
"Ross, Christina ",8
" Eckhardt, Kaycee ",8
"Grimm, Jacob ",8
" Degarmo, John ",8
"Sun, Amanda ",8
"Perdue, Mary (FRW)",8
" Rackham, Arthur (ILT)",8
"Hesse, Monica ",8
" Lombardo, Constance (ILT)",8
"Meghji, Shafik ",8
Speedy Pubishing (COR),8
"Baker, Diana ",8
"Eliot, George ",8
" Grimm, Wilhelm ",8
"Bond, Michael ",7
" Sved, Miriam ",7
" Armstrong, Nancy ",7
" Sandberg, Sheryl (FRW)",7
"Tse, Edward ",7
"Dunwoody, Ann ",7
 Noguer Editorial (TRN),7
