,0
"Deutsch, Stacia (ADP)",13106
" Mather, Daniel ",11340
"Lewman, David ",11340
" Suarez, Ernesto A. (TRN)",3195
" Russell, Rachel Renee (ILT)",3072
"Russell, Rachel Renee ",3072
"Kirby, Stan ",3060
" O'Connor, George (ILT)",3060
"West, Tracey ",2817
" Cornell, Kevin (ILT)",2428
"Cronin, Doreen ",2428
"Katschke, Judy ",2335
"Barkley, Callie ",1873
" Riti, Marsha (ILT)",1873
"Gibbs, Stuart ",1445
"Coven, Wanda ",977
" Burris, Priscilla (ILT)",977
"Ocean, Davy ",804
" Blecha, Aaron (ILT)",804
" Cohon, Rhody ",716
"Deutsch, Stacia ",716
" Francis, Guy (ILT)",716
" Lowery, Mike (ILT)",659
"Jennings, Ken ",659
" King, Wesley ",578
" Kelly, Mark ",578
" Jennings, Ken ",578
" Alexander, William ",578
"Carter, David A. ",558
" Carter, David A. (ILT)",558
" Waters, Erica-Jane (ILT)",546
"Perelman, Helen ",546
"Schutten, Jan Paul ",465
"Santopolo, Jill ",462
"Dee, Barbara ",443
"Seidler, Tor ",305
" Agee, Jon (ILT)",305
"Dowell, Frances O'Roark ",276
"Macy, Sue ",262
"Payton, Belle ",259
" Mantell, Paul ",250
"Jeter, Derek ",250
"Starkey, Scott ",228
"Paris, Harper ",163
" Calo, Marcos (ILT)",163
" Chambers, Whittaker (TRN)",161
"Salten, Felix ",161
"Dixon, Franklin W. ",141
"Little, Mary E. ",127
"Keene, Carolyn ",118
"Campbell, Isaiah ",116
"Kadohata, Cynthia ",84
"Alexander, William ",78
"Wooster, Patricia ",68
"Branford, Anna ",66
" Allen, Elanna (ILT)",66
"Montgomery, L. M. ",58
"Mobley, Jeannie ",46
"Evans, Richard Paul ",32
" Colón, Raúl (ILT)",12
"Colón, Raúl ",12
" Johnson, Shane L. (ILT)",10
"Evans, Cordelia (ADP)",10
"Shusterman, Neal ",7
"Scieszka, Jon ",7
" Shannon, David (ILT)",7
" Long, Loren (ILT)",7
" Gordon, David (ILT)",7
"Andrews, Arin ",6
" Oswald, Pete (ILT)",3
" Spurgeon, Aaron (ILT)",3
" Eliot, Hannah ",3
"DiSiena, Laura Lyn ",3
"Ebrahim, Zak ",3
" Clark, Beth ",2
"Robertson, Sadie ",2
"Gwynne, S. C. ",2
"Holzer, Harold ",1
"McGhee, Alison ",1
" Reynolds, Peter H. (ILT)",1
"Westerfeld, Scott ",1
"Hobbs, Jeff ",1
