"Sequeira, Aarti ",45
" Drummond, Ree (FRW)",45
"Beattie, Melody ",44
"Temple, Merle ",43
"Carson-Dellosa Publishing Company, Inc. (COR)",43
"Laporte, Danielle ",42
"Briggs, Patricia ",42
 Bannister (ILT),42
"Maxwell, Cathy ",42
"Nelson, Thomas ",42
"Grimaldi, Flora ",42
"Borgert-Spaniol, Megan ",41
"Mayes, Frances ",41
"Lessem, Don ",40
"Saunders, Kay ",40
"Chorao, Kay ",40
" Chorao, Kay (ILT)",40
" Bindon, John (ILT)",40
" Williams, True (ILT)",40
"Twain, Mark ",40
"Glines, Abbi ",40
"Smith, Shawn T. ",39
"Cleary, Brian P. ",38
"Tatulli, Mark ",37
"Andregg, Michael M. ",37
"Gaudin, Thierry ",37
" Conger, Holli (ILT)",37
"Odier, Daniel ",37
"Dubos, Delphine ",37
"Scottoline, Lisa (EDT)",36
" Penzler, Otto (EDT)",36
" Rowland, Andy (ILT)",36
"Stine, R. L. ",35
"Kulper, Kendall ",35
"Costi, Vincent ",35
"Wolfer, Alexis ",35
"Latchana Kenney, Karen ",34
" McKee, David (ILT)",34
"O'Neill, Joseph ",34
"McKee, David ",34
"Stein, Johanna ",34
Hal Leonard Publishing Corporation (COR),33
"Rhodes, Dusty ",32
" Hamilton, Tim (ILT)",32
" Cowan, Tom (CON)",32
"Hegamin, Tonya Cherie ",32
"Robinson, Peter ",32
"Moriarty, Jaclyn ",32
"Hamilton, Tim ",32
"Ottaway, Susan ",31
"Broocks, Rice ",31
"Walsh, Peter ",31
"Allen, Jennie ",30
"Alcott, Louisa May ",30
" Merrill, Frank (ILT)",30
"McClintock, Norah ",30
"Mayle, Peter ",30
" Shorey, Ann ",30
"Thompson, Ted ",30
"Lusted, Marcia Amidon ",30
" Cabot, Amanda ",30
"Johnson, W. J. ",30
" Eakes, Laurie Alice ",30
"Machale, D. J. ",30
"Athans, Sandra K. ",30
"Kirkpatrick, Jane ",30
"Corrigan, Maureen ",29
" Smith, Charles R., Jr. (ILT)",29
" Hatcher, Robin Lee ",29
" Clopton, Debra ",29
" Connealy, Mary ",29
"Moir, Drummond ",29
" Smith, Charles R., Jr. (EDT)",29
"Shipstead, Maggie ",29
"Brownley, Margaret ",29
"Aronson, Marc (EDT)",29
"Carlson, Amanda ",28
"Miles, Olivia ",28
"Williams, Wendy ",28
"Mass, Wendy ",28
"Brockman, John ",28
"Mooney, Carla ",28
"St. John, Amanda ",28
"Jackson, Paul ",28
" Brawer, Michael ",28
"Schenker, Jesse ",27
"Lee, Christina ",27
"Leigh, Geena ",27
"Douglas, Penelope ",27
"Hay, Louise L. ",27
" Kessler, David ",27
" Dion, Steven ",26
" Perry, Mcintosh ",26
" Mills, Jean (CON)",26
" Smath, Jerry (ILT)",26
"McFarland, Dennis ",26
"Crabe, Genevieve ",26
" Heller, Joel ",26
"Jenkins, Beverly ",26
"Dion, Brandi ",26
"Barrer, Steve ",25
"Heos, Bridget ",25
" Longhi, Katya (ILT)",24
" Seeber, Barbara H. ",24
"Lacey, Catherine ",24
" Bowser, Ken (ILT)",24
" Grogan, Barbara Brownell ",24
"Bowser, Ken ",24
"Willis, Jeanne ",24
None,24
"White, Linda B. ",24
"Thorpe, Rufi ",23
"Harris, Shane ",23
"Connelly, Cara ",23
"Nevill, Adam ",23
"Scheff, Matt ",22
"Goldsmith, Connie ",22
"Lobrano, Alexander ",22
"Oxenreider, Tsh ",22
"Andrews, Andy ",21
"Carroll, Lewis ",21
"Walsh, Helen ",21
"McCafferty, Megan ",21
"King, Shelly ",21
"Walker, Nan ",21
"Bell, Ted ",21
" Tenniel, John (ILT)",21
"Nader, Ralph ",20
"Adrian, Lara ",20
"Bezmozgis, David ",20
"Doak, Carol ",20
"Wallack, Roy M. ",20
"Brashares, Ann ",20
"Novak, Chase ",19
Princeton Review (COR),19
"Fox, Candice ",19
" Craig, Sharyn ",19
" Reynolds, Adrian (ILT)",19
"Hargrave, Harriet ",19
" Aneloski, Liz ",19
" Anderson, Alex ",19
"Carr, Jan ",18
"Partridge, Howard ",18
"Wood, Fiona ",18
"Brouwer, Sigmund ",18
" Paillot, Jim (ILT)",18
"Hospital, Janette Turner ",18
"Whitehouse, Lucie ",18
"Watson, Angus ",18
" Bell, Jennifer A. (ILT)",18
"Mason, Debbie ",17
" Fetterolf, Monty ",17
"Riddle, Peter H. ",17
" Townsend, F. H. (ILT)",17
"Kallen, Stuart A. ",17
" Goldwhite, Harold ",17
" Katt, Ben ",17
"Kowalski, Kathiann M. ",17
"Schrocke, Kathrin ",17
"Haas, Wolf ",17
"Cobb, Cathy ",17
"Feehan, Christine ",17
" Janusch, Annie (TRN)",17
"Hopkins, Tom ",17
"Spurrier, Jo ",17
"Bronte, Charlotte ",17
"Fox, Alan C. ",16
" Ho, Jannie (ILT)",16
"Scott, Robert ",16
Classic Toy Trains Magazine (COR),16
"Bryan, Dale-Marie ",16
"Marciniak, Kristin ",16
"Orenduff, J. Michael ",16
"Chen, Wei Dong ",15
"Soll, Jacob ",15
"Gargenta, Marko ",15
"Weiner, Robert G. ",15
"Dekker, Ted ",15
"Ventura, Marne ",15
" Close, Glenn (FRW)",15
" Doederlein, Allen (AFT)",15
"Bernard, Jennifer ",15
" Liang, Xiao Long (ILT)",15
" Berry, Bob (ILT)",15
"Cowan, Graeme ",15
" Nakamura, Masumi ",15
"Powell, Marie ",15
"Bryan, Mollie Cox ",15
"Yu, Ovidia ",15
"Onda, Nueva ",14
"Ransom, Candice F. ",14
"Schuetz, Kari ",14
" Stevanovic, Ivica (ILT)",14
"McMeekin, Sean ",14
"Gibbons, Gail ",14
"English, Christy ",14
"Shaffer, Andrew ",14
"Hood, Ann ",14
" Gibbons, Gail (ILT)",14
"Brocket, Jane ",14
"Von Finn, Denny ",14
" Brocket, Jane (PHT)",14
" Hemingway, Edward (ILT)",13
" Gachagua, Samuel Ikua ",13
"Aronson, Deborah ",13
"Foster, John ",13
"Bailey, Mark ",13
" Foote, Mary (ILT)",13
"Gresser, Ruth ",13
"Diaz-Ortiz, Claire ",13
" Beccia, Carlyn (ILT)",13
"Hawthorne, Nathaniel ",13
"Wooster, Patricia ",13
" Kalis, Jennifer (ILT)",13
"Flitcroft, Jean ",13
"Smith, Cynthia Leitich ",13
"Lachenmeyer, Nathaniel ",13
"Goldwag, Arthur ",13
" Vizzini, Ned ",12
" Kulling, Monica ",12
"Sweazey, Davy ",12
"Gordon, Sherri Mabry ",12
"Columbus, Chris ",12
"Baxter, Charles ",12
"Grams, John ",12
"Baskin, Janie ",12
"Glancy, Robert ",12
"Smith, Douglas A. ",12
"Journell, Wayne ",12
"Morgan, Elisa ",12
"Cottam, Daniel ",12
"Foster, Kim ",12
"Long, Ilana ",12
"Wiseman, Beth ",12
"Adams, Scott ",12
"Nelson, Robin ",12
" Joni, Rasa (ILT)",12
" Christianson, Dick ",12
" Williamson, Ada Clendenin (ILT)",11
" Gerstein, Mordicai (ILT)",11
"Newton, Michael ",11
"Gerstein, Mordicai ",11
"Blanco, Richard ",11
" Ugliano, Natascia (ILT)",11
"Sandro, Angie ",11
"Garrett, A. D. ",11
"Christie, Agatha ",11
"Stark, Tom ",11
"Gellman, Ellie B. ",11
"Adler, Karen ",11
"Taylor, Anne ",11
"Hodder, Mark ",11
"Eames, Jim ",11
" Lubach, Peter (ILT)",11
"Mariconda, Barbara ",11
"Sterling, Kristin ",11
" Fertig, Judith ",11
"Fisher, Dorothy Canfield ",11
" Jenkins, Jerry B. ",10
"LaHaye, Tim F. ",10
"West, Darrell M. ",10
"Montgomery, Lewis B. ",10
"Burnett, Frances Hodgson ",10
"Suen, Anastasia ",10
"Schone, Robin ",10
"Brennan, Dennis ",10
" Robinson, Charles (ILT)",10
"Delaney, Brigid ",10
"Doiron, Paul ",10
"Rando, Caterina ",10
"McCarthy, Gary ",10
"Plummer, Ray L. ",9
"Walsh, Sheila ",9
"Algood, Tammy ",9
"Gordon, Stephen G. ",9
"Luzzi, Joseph ",9
" Joven, John (ILT)",9
"Brestin, Steve ",9
" Palmisciano, Diane (ILT)",9
" Miller, Edward (ILT)",9
"Barton, Beverly ",9
"Delaney, Kaz ",9
" Jellett, Tom (ILT)",9
"Braxton, Toni ",9
" Crawley, Annie (PHT)",9
"Ivy, Alexandra ",9
Zondervan Publishing House (COR),9
"Foster, Melissa ",9
"Pence, Gregory E. ",9
"Stone, Biz ",9
"Bedford, David ",9
"Mcmillen, R. J. ",9
"Seiffert, Rachel ",8
"McCormack, Mike ",8
" Zook, Jill ",8
"Leon, Donna ",8
" Warner, Marina (INT)",8
"Lampedusa, Giuseppe Tomasi Di ",8
"Butler, R. E. ",8
"Demas, Corinne ",8
"Cruise, Jorge ",8
"Mccarry, Sarah ",8
" Yi, J. ",8
"Ehman, Karen ",8
"Graham, Amy ",8
"Teal, R. D. ",8
" Whitwer, Glynnis ",8
"Valentine, Marquita ",8
"Harvey, Jacqueline ",8
"Morrow, James ",8
"Jones, Timothy ",8
" Twilley, Stephen (TRN)",8
"Healey, Justin (EDT)",8
"Donovan, Sandy ",8
" Das, Sri Krishna (FRW)",7
"Davenport, Jade ",7
" Carbaugh, Samuel ",7
"Bently, Peter ",7
"Stills, Caroline ",7
"Hersey, Baird ",7
"Dollar, Creflo ",7
"Besougloff, Neil (EDT)",7
" Sneed, Brad (ILT)",7
" Santomauro, Fabio (ILT)",7
"Bilal, Parker ",7
" Matsuoka, Mei (ILT)",7
"Shakespeare, William ",7
"Bunting, Eve ",7
"Sandusky, Gerry ",7
"Hirt, Douglas ",7
"Lane, Katie ",7
"Prince, Jennifer R. ",7
"Melby, June ",7
"Fine, Chelsea ",7
" Melmon, Deborah (ILT)",7
"Adams, Allie K. ",7
"Mandela, Nelson ",7
" Rossell, Judith (ILT)",7
"Elvgren, Jennifer ",7
" Meisel, Paul (ILT)",6
"Colucci, A. J. ",6
" Vidal, Daniel (CON)",6
" Hao, Yu (CON)",6
"Egerton, Douglas R. ",6
" Grover, Chris ",6
"Crosby, Jeff ",6
"Andrews, Donna ",6
"Gillespie, Bruce (EDT)",6
" Glenn, John ",6
" Penn, Allan ",6
"Reapsome, James ",6
"Lightman, Alan ",6
"Page, Sharon ",6
"Hackett, Mary Curran ",6
" Crosby, Jeff (ILT)",6
"Jacobs, John Hornor ",6
"Deutermann, Peter T. ",6
"Schaefer, Lola M. ",6
"Bramwell, Neil D. ",6
"Lawhead, Steve ",6
"Clark, Gregory ",6
"McFarland, David Sawyer ",6
"Schmidt, Holly ",6
" Cummins, Neil (CON)",6
"Barbree, Jay ",6
"Mccaffery, Ruth ",5
" Piper, John (CON)",5
"Garland, Michael ",5
" Carbaugh, Samuel (ILT)",5
"Torre, A. R. ",5
"Gardner, Jane P. ",5
"Gleisner, Jenna Lee ",5
"Loritts, Bryan (EDT)",5
" Chandler, Matt (CON)",5
Cool Springs Press (COR),5
"Calbom, Cherie ",5
" Ross, Tony (ILT)",5
"Sullivan, Randall ",5
"Harris, Carrie ",5
" Garland, Michael (ILT)",5
" Youngkin, Ellis Quinn ",5
" Perkins, John (CON)",5
"Mcclellan, Ray ",5
"Hill, Kashmir ",5
"Fleischman, Paul ",5
"Mottl, Pooja ",5
"Patrick, Denise Lewis ",5
" Loritts, Crawford W., Jr. (CON)",5
"Paul, Alan ",5
"Sandoz, Emily K. ",5
" Dufrene, Troy ",5
"MacMillan, Margaret ",5
"Wilkins, Gina ",5
"Graham, Billy ",5
"Tolton, Gordon E. ",5
" Doss, Brian D. ",4
"Riedel, Bruce ",4
" Pilz, M. H. (ILT)",4
"Allan, Jay ",4
" Jones, Noah Z. (ILT)",4
"Bowman, Chris ",4
"Hannah, Sophie ",4
"Walliser, Jessica ",4
"Skinner, Daphne ",4
" Dornan, Jim ",4
"Llanas, Sheila Griffin ",4
"George, Mike ",4
"Astle, David ",4
"Bell, Samantha ",4
Avi ,4
"Haskins, Lori ",4
"Carris, Joan ",4
"Munson, Derek ",4
"Bryant Simmons, D. ",4
"Shainberg, Catherine ",4
"Christensen, Andrew ",4
" Jacobson, Neil S. ",4
"Wishlade, Molly Ann ",4
"Marquis, Melanie ",4
" Kiernan , Caitlín R. ",3
"Griffin, Kara ",3
" Vitale, Vince ",3
"Hudson, Iris ",3
"Forster, Rebecca ",3
" Palmini, William G., Jr. ",3
"Niles, Abby ",3
"Kennington, Tammy ",3
"Hoag, James ",3
"Harvey, Pat ",3
"Peterman, Robyn ",3
"Reisz, Kristopher ",3
"Phillips, Dwayne ",3
"Phillips, Dee ",3
" Huck, Sarah ",3
"Latta, Sara L. ",3
"Simenon, Georges ",3
"Flynn, Avery ",3
"Chafer, Camilla ",3
" Coverdale, Linda (TRN)",3
"Ace, Cathy ",3
"Wood, Karen ",3
"Jaden, Denise ",3
"Marsden, Carolyn ",3
"Matzen, Robert ",3
"Nicholson, Brian ",3
" Bear, Elizabeth ",3
"Violet, Silvia ",3
" Rathbone, Britt H. ",3
"Ponte, June ",3
"Thomas, Elizabeth ",3
"Datlow, Ellen ",3
"Meekins, Jeannie ",3
"Samson, Lisa ",3
"Castellina, Luciana ",3
" Lansdale, Joe R. ",3
"Zacharias, Ravi K. ",3
"Gray, Susan Heinrichs ",3
"Courtenay, Christina ",3
"Ladd, Sarah E. ",3
" Gaiman, Neil ",3
"Lang, Heather ",3
"Chalupa, Tanya ",3
"Stephens, S.c. ",3
"Hickox, Rebecca ",2
"Lucado, Max ",2
"Cheshire, Scott ",2
"Kuper, Simon ",2
" Keay, Claire (ILT)",2
"Carruthers, John ",2
" Keller, Jennifer K. ",2
" Oriol, Elsa (ILT)",2
" Lowry, Amy (ILT)",2
" Goneau, Martin (ILT)",2
" Ebbeler, Jeffrey (ILT)",2
"Alexander, Caitlind L. ",2
"Spagnol, Estelle Billon ",2
"Yasuda, Anita ",2
" Hillenbrand, Will (ILT)",2
"Selden, George ",2
" Valenciana, Jesse ",2
"Disraeli, Benjamin, Earl of Beaconsfield ",2
"Suruma, Ezra Sabiti ",2
"Cooke, Julia ",2
"Andersen, Hans Christian ",2
" Palen, Debbie (ILT)",2
"Solheim, James ",2
"Ofanansky, Allison Maile ",2
"Neill, Chloe ",2
"Piper, Eva ",2
"Day, Green (CRT)",2
"Chase, Emma ",2
"Coll, Susan ",2
"Beukes, Lauren ",2
"Mull, Brandon ",2
"Smith, F. Lagard ",2
"Hawke, Rosanne ",2
"Kops, Deborah ",2
"Crisp, Gemma ",2
"Lanton, Sandy ",2
" Spagnol, Estelle Billon (ILT)",2
"Rachman, Tom ",2
"Lowry, Amy ",2
"Orr, Tamra B. ",2
"Gagne, Tammy ",2
"MacDonald, Matthew ",2
"Moses, Alexa ",2
"Flanagan, Richard ",2
"Price, Hugh B. ",2
"Gillespie, Bruce ",2
"Weis, Connie ",2
"Church, George M. ",1
" Moore, Michael F. (TRN)",1
" Gott, Barry (ILT)",1
"McKnight, Rhonda ",1
淳香诀 ,1
"Moravia, Alberto ",1
"Larsen, Kirsten ",1
" Finkelstein, Jeff (PHT)",1
"Burroway, Janet ",1
" Maione, Heather (ILT)",1
"Korngold, Jamie ",1
"Newton, Tony ",1
"Kendall, R. T. ",1
" Pierce, Nina Bunche ",1
" Pilone, Tracey ",1
Zondervan Publishing House ,1
"Spring, Melanie ",1
"Raffa, Jean ",1
Grimm Brothers ,1
"Driscoll, Laura ",1
"Hyatt, Michael ",1
"Johanson, Paula ",1
"Gitlin, Martin ",1
"Newman, Tracy ",1
"Stoeckel, Howard ",1
"Pilone, Dan ",1
"Page, S. L. ",1
"Hanna, H. Y. ",1
"Payne, Ruby K. ",1
" Regis, Ed ",1
"Silverwood, Roger ",1
" Bloomer, Richard J. ",1
"Genaro, Skye ",1
"Hest, Amy ",1
"Richardson, Kim ",1
" Goodstein, Madeline ",1
"Moore, Clement Clarke ",1
"Ravitch, Richard ",1
"Berneir-grand, Carmen T. ",1
"Hill, Napoleon ",1
" Thompson, Chad ",1
"Tyler, J. D. ",1
"Davis, Tracey ",1
"Simmons, Dan ",1
"Williamson, Beth ",1
" Prevost, Mikela (ILT)",1
"Alexander, Victoria ",1
"Ouellette, Pierre ",1
" Wilezol, David ",1
"Hyde, Heidi Smith ",1
"Wilson, D. W. ",1
"Herman, Gail ",1
"Bennett, William J. ",1
" Andelman, Bob (CON)",1
"Kobishop, Alicia ",1
"Dos Passos, John ",1
"Doan, Lisa ",1
"Munroe, Myles ",1
"Gardner, Robert ",1
" Fabbri, Daniele (ILT)",1
"Gregory, Josh ",1
"Ceceri, Kathy ",1
" Chua, Amy ",1
"Rubenfeld, Jed ",1
"Farmer, Philip Jose ",1
"Hayder, Mo ",1
" Garofoli, Viviana (ILT)",1
"Tausig, Ben ",1
"McCann, Michael J. ",1
"Rivera, Nicole L ",1
"Ferris, Monica ",1
"Friesen, Tina ",1
"Smith, Carla Susan ",1
" Delacre, Lulu (ILT)",1
"Frauenfelder, Mark ",1
"Simmons, Charles ",1
