,0
"Schmidt, Jason ",6134
"Knoll, Jessica ",2887
"Meyer, Marissa ",1626
"Morton, Kate ",1391
"McCullough, David ",1005
"Niven, Jennifer ",895
"Brugman, Alyssa ",800
"Colgan, Jenny ",757
"Sedgwick, Marcus ",738
"Gardner, Lisa ",715
"George, Elizabeth ",702
Topics Entertainment (COR),696
"Berry, Steve ",654
"Brown, Jennifer ",649
"Patterson, James ",647
" Ledwidge, Michael ",647
"Dunham, Lena ",606
"Carter, Ally ",558
"Gier, Kerstin ",490
" Bell, Anthea (TRN)",490
"O'Reilly, Bill ",487
" Bryson, Tina Payne ",457
"Siegel, Daniel J. ",457
"Colfer, Chris ",441
 Britannica Digital Learning (EDT),423
"Novak, B. J. ",408
"Osteen, Joel ",397
"Jance, Judith A. ",375
" Moeller, Philip ",340
"Kotlikoff, Laurence J. ",340
" Solman, Paul ",340
"Lescroart, John T. ",315
" Spencer, Trevor (ILT)",308
"Burnham, Molly B. ",308
"Browder, Bill ",294
"Paige, Danielle ",282
" Child, Lincoln ",270
"Preston, Douglas ",270
"Gemeinhart, Dan ",263
"Van Praag, Menna ",262
"Hoover, Colleen ",259
"Reichs, Kathy ",244
"Hiaasen, Carl ",241
"Hodgman, George ",240
"Matthews, Jason ",238
"Sutherland, Jeff ",232
"Berenson, Alex ",230
"Pataki, Allison ",226
"Ross, Ann B. ",225
" Armentrout, Patricia ",221
"Armentrout, David ",221
"Mitchell, Andie ",221
"Walters, Eric ",218
"Kerr, Philip ",214
"Coyle, Cleo ",212
"Day, Sylvia ",205
"Cusk, Rachel ",204
"Long, Julie Anne ",192
" Serwacki, Kevin (ILT)",188
" Pallace, Chris ",188
"Serwacki, Kevin ",188
" Pallace, Chris (ILT)",188
"Richards, Carl ",187
"Russell, Rachel Renee ",183
"Kelly, Vanessa ",180
"Allen, Sarah Addison ",179
" Sacks, Oliver W. (FRW)",179
"Silberman, Steve ",179
"Quinn, Julia ",177
"Oliver, Lauren ",176
"Caldwell, Ian ",174
"Sullivan, Rosemary ",171
"Dean, James ",170
"Gaiman, Neil ",166
"Johnson, Steven ",164
"Christianson, Alan ",159
" Gottfried, Sara, M.D. (FRW)",159
"Brooks, John ",158
"Bergen, Candice ",155
"Ephron, Hallie ",152
"Nagoski, Emily ",150
"Harrison, Mette Ivie ",148
" Reardon, Beth ",148
"Wolever, Ruth ",148
" Hannan, Tania ",148
"Glines, Abbi ",147
"Blume, Judy ",144
" Ohi, Debbie (ILT)",144
"Nye, Bill ",139
" Powell, Corey S. ",139
" Adamson, Eve ",137
" Fields, Jacqueline, M.d. (FRW)",137
"Barry, Dave ",137
"Pomroy, Haylie ",137
"Monroe, Mary Alice ",130
"Zamora, Francesc ",129
"Rose, M. J. ",127
"Birdseye, Tom ",126
"Boyle, T. Coraghessan ",124
