,0
"Child, Lee ",6945
"Gardner, Lisa ",2830
"Coben, Harlan ",2402
"Flynn, Gillian ",1812
"Moning, Karen Marie ",1674
"Balogh, Mary ",1325
"Garwood, Julie ",1301
"Haddon, Mark ",1132
"Koontz, Dean R. ",1126
"Gerritsen, Tess ",1068
"Kinsella, Sophie ",1050
"Cronin, Justin ",1026
"King, Stephen ",954
"Berry, Steve ",843
"Slaughter, Karin ",835
"Adams, Douglas ",798
"Martin, George R. R. ",770
"Dweck, Carol ",738
"Penny, Louise ",719
"Asimov, Isaac ",719
"Roberts, Nora ",638
"Kerman, Piper ",612
"Novik, Naomi ",606
"Kellerman, Jonathan ",587
"Capote, Truman ",527
"Parker, Robert B. ",459
"Ishiguro, Kazuo ",458
"Steel, Danielle ",431
"Krakauer, Jon ",388
"Brooks, Max ",385
"Albom, Mitch ",377
"Atwood, Margaret Eleanor ",327
"Jordan, Robert ",274
"Hannah, Kristin ",274
"Bryson, Bill ",263
"Weaver, Will ",257
"Brooks, Terry ",256
"Adrian, Lara ",255
"Obama, Barack ",238
"Engle, Margarita ",232
"Stephenson, Neal ",218
"Taleb, Nassim Nicholas ",216
"Dick, Philip K. ",215
"Clavell, James ",202
"Lynch, Scott ",201
"Vonnegut, Kurt ",200
"McCall Smith, Alexander ",194
"Horan, Nancy ",193
"Gawande, Atul ",192
"Bradley, Marion Zimmer ",185
"Rivers, Francine ",184
"See, Lisa ",181
"Sigler, Scott ",177
"Hobb, Robin ",172
"Lindsay, Jeffry P. ",172
"Morgan, Richard K. ",164
"Brett, Peter V. ",163
"Aguiar, Nadia ",162
"Quick, Amanda ",161
Creative Publishing International (COR),151
"Karp, Harvey ",145
"Scalzi, John ",145
"Lamott, Anne ",139
"Berg, Elizabeth ",138
"Gabaldon, Diana ",137
"Kenyon, Sherrilyn ",136
"Box, C. J. ",134
"Gavin, Jamila ",131
"Child, Lincoln ",125
" Johnson, Adam (FRW)",125
"Adair, Cherry ",124
"Kidder, Tracy ",123
"Hamilton, Laurell K. ",121
"Perry, Anne ",119
"Evanovich, Janet ",114
"Fairstein, Linda A. ",110
"Leigh, Lora ",110
" Peltier, Melissa Jo ",108
"Millan, Cesar ",108
"Dare, Tessa ",103
Creative Publishing (COR),103
"Allen, Sarah Addison ",100
"Hooper, Kay ",99
"Schroeder, Alice ",98
"Hickam, Homer H. ",90
"Cleeves, Ann ",85
"Gottman, John Mordechai ",83
"Winspear, Jacqueline ",82
"Sittenfeld, Curtis ",78
"Howard, Linda ",77
"Turtledove, Harry ",77
" Ras, Ana V. (TRN)",77
"Nazario, Sonia ",77
"McCarthy, Cormac ",75
"Lahiri, Jhumpa ",72
"Armstrong, Kelley ",72
"Esquivel, Laura ",72
"Clayton, Meg Waite ",69
"Wright, Lawrence ",67
"Pollan, Michael ",66
" Gorman, Ed ",66
"Kelly, Jacqueline ",65
"Marshall, Chris ",64
"Rice, Luanne ",63
"Crichton, Michael ",60
"Michaels, Jillian ",60
" Van Aalst, Mariska ",60
"Sundance, Kyra ",59
"Burnett, Carol ",59
" Anderson, Kevin J. ",59
"Johansen, Iris ",58
"Kleypas, Lisa ",57
"Hart, John ",56
"Hubert, Margaret ",55
"Unger, Lisa ",53
"Brockmann, Suzanne ",51
"Seldon, Kimberley ",51
" Mlodinow, Leonard ",50
"Kessler, Ronald ",50
"Hawking, Stephen W. ",50
"Arthur, Keri ",50
"Coyle, Daniel ",47
"Tropper, Jonathan ",47
"Mayle, Peter ",47
"Stiles, T. J. ",46
"Hiaasen, Carl ",44
"Demick, Barbara ",44
"Schmidt, Philip ",43
"Cain, Chelsea ",42
"Cast, P. C. ",42
"Schmidt, Phil ",42
" Cast, Kristin ",42
" Jones, Linda ",41
 Creative Publishing International (COR),41
"Neubauer, Linda (EDT)",41
"Chaon, Dan ",40
"Pease, Barbara ",39
" Pease, Allan ",39
"Eggers, Dave ",37
"Miéville, China ",37
"Newberg, Andrew, M.D. ",37
" Waldman, Mark Robert ",37
"Lansdale, Joe R. ",37
"Salamony, Sandra ",36
"King, Laurie R. ",35
" McIntosh, Iain (ILT)",34
"Weir, Alison ",33
 Chalcy ,33
"Hall, James W. ",31
"Thompson, Kate ",31
"Lindstrom, Martin ",31
"Brizendine, Louann, M.D. ",31
" Underhill, Paco (FRW)",31
"Dallas, Sandra ",30
"Cadnum, Michael ",30
"White, Ronald C. ",29
"Vega, Phyllis ",29
"Schlink, Bernhard ",29
"Giffin, Emily ",28
"Scottoline, Lisa ",28
"Rowland, Diana ",27
"Nafisi, Azar ",26
"Moran, Michelle ",26
"Meacham, Jon ",25
"Angelou, Maya ",25
" Straub, Peter ",25
"Dumas, Alexandre ",25
"Amen, Daniel G. ",24
"Simmons, Bill ",23
"Nemirovsky, Irene ",23
"Fredrickson, Barbara ",23
"Weaver, Joanna ",23
