,0
"Grafton, Sue ",2324
"Grisham, John ",2083
"Child, Lee ",1719
"Flynn, Gillian ",1682
"Evanovich, Janet ",1480
"Patterson, James ",1202
"Coben, Harlan ",1114
"Martin, George R. R. ",1056
"Phillips, Susan Elizabeth ",935
"Cain, Susan ",925
"Steel, Danielle ",872
"Larsson, Stieg ",827
"Kellerman, Jonathan ",823
"Cronin, Justin ",822
"Baldacci, David ",749
"Grossman, Lev ",732
"L'Amour, Louis ",691
"Hillenbrand, Laura ",668
"Archer, Jeffrey ",660
"Connelly, Michael ",638
"Gilbert, Elizabeth ",631
"Berry, Steve ",619
"Brown, Sandra ",585
" Paetro, Maxine ",570
"Parker, Robert B. ",520
" Ledwidge, Michael ",468
"Koontz, Dean R. ",463
"Woods, Stuart ",435
"Flagg, Fannie ",386
"Child, Lincoln ",384
"Crichton, Michael ",347
"Novik, Naomi ",346
"Sparks, Nicholas ",335
"Chopra, Deepak ",333
"Atwood, Margaret Eleanor ",330
"Herriot, James ",323
"Rubin, Gretchen ",320
"Goleman, Daniel ",304
"Follett, Ken ",302
"Bradley, Alan ",292
"Amen, Daniel G., M.D. ",288
"Hoag, Tami ",277
"Gardner, Lisa ",270
"Kinsella, Sophie ",256
" Barrows, Annie ",255
"Shaffer, Mary Ann ",255
"Cussler, Clive ",255
"Krakauer, Jon ",243
"Diaz, Junot ",234
"Giffin, Emily ",233
"Roberts, Nora ",233
"Grann, David ",232
"Verghese, Abraham ",228
"Burroughs, Augusten ",224
" Zaslow, Jeffrey ",201
"Pausch, Randy ",201
"Hawking, Stephen W. ",194
" Mlodinow, Leonard ",194
"Picoult, Jodi ",190
"White, Betty ",186
"See, Lisa ",184
"Preston, Douglas ",183
"Lahiri, Jhumpa ",182
"Rendell, Ruth ",182
"Tolle, Eckhart ",182
"Schroeder, Alice ",178
"Green, Jane ",178
"Silva, Daniel ",173
"Sanderson, Brandon ",172
"Robinson, Marilynne ",171
"Gerritsen, Tess ",167
"Ludlum, Robert ",157
"Lewis, Michael ",157
"Banks, Maya ",156
"James, P. D. ",155
" Reiter, Mark ",154
"Goldsmith, Marshall ",154
"Lencioni, Patrick ",153
"Bryson, Bill ",153
"Taylor, Patrick ",146
"Pollan, Michael ",142
"Garwood, Julie ",142
"Binchy, Maeve ",140
"Robinson, Peter ",138
"Friedman, Thomas L. ",135
"Hale, Shannon ",134
"Hart, Carolyn ",134
"Pirsig, Robert M. ",132
"Noël, Alyson ",129
"Blackwell, Juliet ",128
"Faulkner, William ",128
"Unger, Lisa ",127
"Rutherfurd, Edward ",127
"Ellis, Joseph J. ",125
"Mitchell, David ",123
"Stockett, Kathryn ",123
"Cornwell, Patricia Daniels ",123
"Johansen, Iris ",120
" Spezi, Mario ",119
"Angelou, Maya ",119
"Gwynne, S. C. ",117
"Hoffman, Alice ",115
"Bohjalian, Christopher A. ",113
"Meyer, Stephenie ",112
"Ford, Jamie ",110
"Black, Shayla ",110
"Meacham, Jon ",109
Dalai Lama XIV ,108
" Cutler, Howard C., M.D. ",108
"Ende, Michael ",108
"Conroy, Pat ",108
"Eig, Jonathan ",105
"Morrison, Toni ",103
"Golden, Arthur ",100
"Eugenides, Jeffrey ",95
"Berg, Elizabeth ",95
"Turow, Scott ",95
None,93
"Heath, Chip ",93
"Cast, P. C. ",92
"Slaughter, Karin ",92
" Cast, Kristin ",92
"Kabat-Zinn, Jon ",91
"Stephenson, Neal ",90
"Gilbert, Daniel ",90
"Pamuk, Orhan ",86
"Hobb, Robin ",86
"Lore, Pittacus ",81
"Puddicombe, Andy ",81
" Roughan, Howard ",80
"Lawson, Michael ",79
"Smith, Sally Bedell ",79
"Wood, Maryrose ",77
"Harvey, Michael ",75
"Houston, Philip ",74
" Tennant, Don ",74
"Bogle, John C. ",74
" Carnicero, Susan ",74
"Gutteridge, Rene ",73
" McKay, Cheryl ",73
"Bradford, Barbara Taylor ",72
"McDougall, Christopher ",71
"Sobel, Dava ",68
"Obama, Barack ",68
"Shreve, Anita ",66
"Beah, Ishmael ",65
"Waters, Sarah ",64
"Meyer, Joyce ",64
" Charan, Ram ",63
"Bach, David ",63
"Collins, Jackie ",62
" Talty, Stephan ",60
"Phillips, Richard ",60
"Cohen, Andy ",60
"Rice, Anne ",59
"Allen, Sarah Addison ",58
"Dick, Philip K. ",58
"Bossidy, Larry ",58
"Halberstam, David ",57
"Mosley, Walter ",57
" Cussler, Dirk ",57
" Du Brul, Jack B. ",55
"Rice, Condoleezza ",55
"Carson, Rae ",55
"Kerr, Philip ",55
"Fielding, Helen ",54
"Mcafee, Stephanie ",54
"Palmer, Michael ",54
"Kramer, Julie ",54
"Hamilton, Gabrielle ",53
"Reiken, Frederick ",53
"Turtledove, Harry ",51
"Tyler, Anne ",51
"VanLiere, Donna ",50
"Mayle, Peter ",50
"Reich, Christopher ",49
"Tropper, Jonathan ",48
"Simmons, Dan ",47
"Brokaw, Tom ",47
"Hamilton, Laurell K. ",47
"Barry, Dave ",47
"Blum, Deborah ",47
"Tartt, Donna ",45
"Shaara, Jeff ",44
" Charbonnet, Gabrielle ",44
"Straub, Peter ",43
"Pilcher, Rosamunde ",42
"Carter, Christine, Ph.D. ",42
"Hendrix, Harville ",41
"Kerouac, Jack ",41
"Meltzer, Brad ",41
"Ondaatje, Michael ",41
"Ruiz Zafon, Carlos ",40
"Patterson, Richard North ",40
"Delinsky, Barbara ",40
