,0
"Woods, Stuart ",3381
"Coates, Ta-Nehisi ",2351
"Roberts, Nora ",2238
"Robb, J. D. ",1354
"Mallery, Susan ",1192
"Napoli, Donna Jo ",1108
" Balit, Christina (ILT)",1108
"Taylor, Tom ",1059
"Box, C. J. ",921
"Higgins, Kristan ",861
"Mansfield, Katherine ",773
"Cussler, Clive ",733
" Blake, Russell ",732
"Yancey, Rick ",718
"Kleypas, Lisa ",715
"Balogh, Mary ",679
"Stratton-Porter, Gene ",661
"Banks, Anna ",612
"Coleman, Reed Farrel ",602
"Kilmeade, Brian ",575
" Yaeger, Don ",575
" Ellison, J. T. ",540
"Coulter, Catherine ",540
"Mills, Wendy ",535
"Mann, Jennifer Ann ",514
"Kendrick, Beth ",511
"Whitaker, Frederick ",497
"Rodriguez, Cindy L. ",495
"Gregory, Philippa ",470
"Moning, Karen Marie ",468
"Houghton, Lord ",451
"Prowse, Amanda ",393
America's Test Kitchen (COR),389
" Kellerman, Jesse ",383
"Kellerman, Jonathan ",383
"Meadows, Daisy ",371
"Feehan, Christine ",346
"Foster, Lori ",333
"Sutherland, Tui ",330
"Chekhov, Anton Pavlovich ",307
"Hunter, Madeline ",294
"Palmer, Diana ",293
"Brown, Daniel James ",282
"Leigh, Lora ",279
"Showalter, Gena ",275
"Trowbridge, John T. ",270
"Mccammon, Ross ",261
"James, Lorelei ",256
"Hooper, Kay ",254
"Oates, Joyce Carol ",239
"Oliver, Jenny ",239
"Bodeen, S. A. ",237
"Bartlett, Jamie ",232
"Blackwell, Juliet ",230
"Myers, Kate Kae ",229
"Kenyon, Sherrilyn ",208
"Laybourne, Emmy ",203
"Fitzpatrick, Huntley ",203
"Henderson, Emily ",202
" Borsics, Angelin ",202
" Winokur, Jon ",198
"Reynolds, Burt ",198
"Donati, Sara ",198
"Kerr, Philip ",184
"Petrie, Nick ",181
"Hanson, Jason ",177
" McComas, Mary Kay ",174
" Langan, Ruth Ryan ",174
" Blayney, Mary ",174
" Fox, Elaine ",174
"Force, Marie ",171
"Palmer, Robert L. ",168
"McKinlay, Jenn ",168
"Grey, Amelia ",166
"Kennedy, Elle ",166
"Goldreich, Gloria ",164
"Highsmith, Patricia ",163
"Bruchac, Joseph ",159
"Hilton, Marilyn ",156
" Tian, David (TRN)",153
"Kim, Eunsun ",153
" Falletti, Sébastien ",153
"Stilton, Geronimo ",149
"Thomas, Jodi ",147
"Stine, R. L. ",146
"Blake, Lexi ",144
"Hunter, Faith ",142
"Thompson, Victoria ",140
"MacDonald, George ",139
"Birsel, Ayse ",137
"Thayne, RaeAnne ",137
"Holt, Jonathan ",133
"Dahl, Victoria ",132
 Who Hq (COR),131
"Reading, Mario ",127
"Schild, Susan ",119
"Reus, Katie ",118
"Wylde, Joanna ",117
" Harrison, Nancy (ILT)",115
"Morpurgo, Michael ",115
"Calonita, Jen ",114
"Griffin, Paul ",113
"Korman, Gordon ",113
"Rosenfelt, David ",112
"Rands, William Brighty ",111
"Watkins, Claire Vaye ",109
"London, C. Alexander ",109
"Dreiser, Theodore ",109
"Tucholke, April Genevieve ",108
"Chiaverini, Jennifer ",108
"Me, Tara Sue ",106
" Black, Shayla ",106
"Stacey, Shannon ",102
"Amore, Anthony M. ",102
"Gigliotti, Jim ",99
"Alcott, Kathleen ",98
"McKenna, Lindsay ",95
" Hinderliter, John (ILT)",94
"Albert, Susan Wittig ",93
"Black, Shayla ",93
"Chapman, Janet ",93
"Finder, Joseph ",93
"Alers, Rochelle ",91
"Karan, Donna ",90
"Wheatley, Phillis ",90
"Castle, Kendra Leigh ",89
"Daniels, B. J. ",88
"Koontz, Robin ",88
"Kennedy, Patrick J. ",87
" Fried, Stephen ",87
"Schroeder, Lisa ",86
"Yates, Maisey ",86
"Jackson, Helen Hunt ",85
" Taleb, Nassim Nicholas (FRW)",84
"Thorp, Edward O. ",84
"Ashford, Jane ",83
" Carson, Candy ",82
"Carson, Ben ",82
"Walsh, Brighton ",80
"Costello, Elvis ",80
"Ashley, Katie ",77
"Andersen, Susan ",76
"Singh, Nalini ",75
"Arlidge, M. J. ",74
"Holmes, Jamie ",72
"McKenna, Cara ",72
"Camilleri, Andrea ",69
" Sartarelli, Stephen (TRN)",69
"Goodkind, Terry ",68
"Whitman, Walt ",67
"Rodriguez, Jessamyn Waldman ",67
" Turshen, Julia ",67
" Brzozowski, Kat (EDT)",66
"Suskind, Dana ",66
" Suskind, Beth ",66
"Katchur, Karen ",66
"Millan, Cesar ",65
" Peltier, Melissa Jo ",65
"Wright, Laura ",65
"Collins, Kate ",65
"Lackey, Mercedes ",64
"Miller, Kelsey ",64
"Thompson, Vicki Lewis ",63
"Kristeller, Jean ",63
"Hart, Carolyn ",63
" Bowman, Alisa ",63
"Bryan, Daniel ",62
" Tello, Craig ",62
"Chapman, Arthur ",62
"McGuire, Seanan ",61
"Tope, Rebecca ",60
Jewel ,59
"Crucet, Jennine Capó ",58
"Ridgway, Christie ",57
"Moore, E. B. ",57
"Donahaye, Jasmine ",57
"Cantor, Jillian ",57
"Robinson, Holly ",55
"Chase, Samantha ",55
"Blatty, William Peter ",55
"Donovan, Susan ",55
"Ghosh, Amitav ",54
"Ferguson, Niall ",54
"Cotton, Ralph W. ",53
"Hughes, Anita ",53
"Mitchael, Anna ",53
"Priestley, Sabine ",53
" Sassa, Michelle ",53
"Coel, Margaret ",52
"Marillier, Juliet ",51
"Goldenbaum, Sally ",51
" Hernandez, Treasure ",51
" Gregoire, Carolyn ",51
"Weber, Carl ",51
"Kaufman, Scott Barry ",51
"Young, W. Paul ",50
"Fitzhenry, Amy ",49
"Williams, Cathy ",49
"Fields, Douglas ",49
" Brown, Andrew (TRN)",47
"Lenoir, Frederic ",47
"Parks, Tim ",47
"Robertson, Jep ",46
"Jones, Dan ",46
" Flory, Susy (CON)",46
" Robertson, Jessica ",46
