"Reiss, Tom ",59
"Stephens, John ",58
"Obreht, Téa ",58
"Oliveira, Robin ",58
"Adler-Olsen, Jussi ",58
"Carolla, Adam ",58
"Donnelly, Jennifer ",56
"Gilbert, Elizabeth ",54
"Birdsall, Jeanne ",54
"Harvey, Michael ",54
"Brown, Sandra ",54
"Sheinkin, Steve ",53
"Martin, George R. R. ",53
"Van Dyke, Dick ",52
"Fisher, Catherine ",52
"Bingham, Harry ",51
" Butterworth, William E. ",49
"Kushner, Harold S. ",48
"Reid, Rob ",48
"Conroy, Pat ",47
"Brashares, Ann ",47
"Vujicic, Nick ",47
"Brooks, Terry ",46
"Shaara, Jeff ",46
"Thomason, Dustin ",45
"Harris, Robert ",45
"James, Eloisa ",44
"Fleming, Candace ",44
"King, David ",44
"Russell, Karen ",43
"Rice, Luanne ",42
"Simonson, Helen ",42
"Sullivan, J. Courtney ",41
"Lynn, Loretta ",41
"Armstrong, Karen ",41
"Miéville, China ",41
"Gideon, Melanie ",41
"Hearne, Kevin ",41
" Vecsey, George ",41
" Armstrong, Jennifer ",40
"Kellerman, Faye ",40
" Scott, Justin ",40
"Moseley, Meg ",40
"Opdyke, Irene Gut ",40
"Grazer, Gigi Levangie ",38
"McEuen, Paul ",38
"Hunter, Erin ",38
"Bender, Aimee ",37
"Gleick, James ",37
"Ray, Jeanne ",37
"Davis, Kenneth C. ",36
"Burnett, Carol ",36
"Black, Holly ",36
"Samuelsson, Marcus ",36
"Jacobs, Jane ",36
"Faulks, Sebastian ",35
"Dyson, George ",35
" Blackwood, Grant ",35
"Binchy, Maeve ",34
"Hoffman, Beth ",34
"Coelho, Paulo ",34
"Berg, Elizabeth ",34
"Hayes, Christopher ",33
"Wiles, Deborah ",33
"Brown, Eleanor ",32
"Fonda, Jane ",32
"Ellis, Joseph J. ",31
"Gray, Geoffrey ",31
"Kang, Jay Caspian ",31
"Godin, Seth ",31
"Barker, Kim ",31
"Sachs, Jeffrey D. ",30
"Abbott, Karen ",30
"Luceno, James ",30
"Rex, Adam ",30
"O'Neal, Ryan ",30
" Blanco, Jodee ",30
"Duncan, Glen ",29
"Kraus, Daniel ",28
"Stone, Douglas ",28
" Patton, Bruce ",28
" Heen, Sheila ",28
"Szuchman, Paula ",27
" Anderson, Jenny ",27
"Verne, Jules ",27
"Hitt, Jack ",27
"Allston, Aaron ",27
"Marshall, Garry ",26
"Moggach, Deborah ",26
"Firstbrook, Peter ",26
"Pierce, Tamora ",26
"Feehan, Christine ",26
" Marshall, Lori ",26
"Brennan, Allison ",26
"Conlon, Edward ",26
"Chopra, Deepak ",26
"Keaton, Diane ",25
"Sinatra, Barbara ",25
"Poundstone, William ",24
"Francis, Dick ",24
"Haig, Brian ",24
"Hughes, Langston ",24
" Rampersad, Arnold ",24
" Du Brul, Jack B. ",23
"Ryan, Tom ",23
"Pagels, Elaine H. ",23
"Edwards, Kim ",23
"Frazier, Charles ",23
"Child, Julia ",23
"Kuhn, William ",23
"Cleage, Pearl ",23
"Lipsky, David ",22
" Francis, Felix ",22
"Lawrence, Caroline ",22
"Wilson, N. D. ",22
"Freudenberger, Nell ",21
"Flinn, Alex ",21
"Baer, Robert ",21
"Vreeland, Susan ",21
"Dukan, Pierre ",21
"Flaubert, Gustave ",21
" Baer, Dayna ",21
"Ishiguro, Kazuo ",21
" Davis, Lydia ",21
"Stott, Rebecca ",20
"Lamott, Anne ",20
"Bleyer, Kevin ",20
"Ondaatje, Michael ",20
"Baccalario, Pierdomenico ",20
"Bergen, Peter L. ",19
"Hoffman, Reid ",19
"Meacham, Leila ",19
" Dickey, Lisa ",19
"Reich, Christopher ",19
"O'Brien, Tim ",19
" Casnocha, Ben ",19
"Santiago, Esmeralda ",19
"Lee, Euna ",19
"Zarr, Sara ",19
"Holmes, Hannah ",18
"Archer, Dale ",18
"Blume, Judy ",18
"McMillan, Tracy ",18
"Pfeffer, Susan Beth ",17
"Zacks, Richard ",17
"Benjamin, Melanie ",17
"Levinson, Cynthia Y. ",17
"Arnold, Jennifer ",17
"Williams, Sean ",17
"Warrick, Joby ",16
"Whitaker, Tu-Shonda L. ",16
"Stroud, Jonathan ",16
"Bernhardt, William ",16
"Gup, Ted ",16
"Wilentz, Sean ",15
"Hill, Joe ",15
"Haddon, Mark ",15
"Shin, Kyung-Sook ",15
"King, A. S. ",15
"Howard, Jonathan L. ",15
"Cooper, Gwen ",15
"Wessel, David ",15
" Morrow, Chris ",15
"Whitaker, Tu-Shonda ",15
"Grimes, Martha ",15
"Simmons, Russell ",15
"Grandin, Temple ",14
"Steinberg, Avi ",14
"Toobin, Jeffrey ",14
"Brokaw, Tom ",14
"Turner, Nikki ",14
"O'Neal, Eilis ",14
"Patrick, Cat ",14
"Golden, Christie ",14
" Levithan, David ",14
"Farrell, Greg ",14
"Albright, Madeleine Korbel ",14
"Cohn, Rachel ",14
"Mulligan, Andy ",14
"Sharot, Tali ",14
"Lutz, Lisa ",13
"Glass, Julia ",13
"Harris, E. Lynn ",13
" Hayward, David ",13
" Black, Michael Ian ",13
"Bunker, Nick ",13
"Voigt, Cynthia ",13
"Russell, Mary Doria ",13
"Altbacker, E. J. ",13
"Sapphire, Sapphire ",13
"Scotch, Allison Winn ",13
"McCain, Meghan ",13
" Brockway, Connie ",13
"Lutz, John ",12
"Funke, Cornelia Caroline ",12
"Bilton, Nick ",12
"Callow, Simon ",12
"Kelly, David ",12
"Tabor, James M. ",12
"Cremer, Andrea ",12
None,12
"Alvarez, Julia ",12
"Castner, Brian ",12
"Billingsley, Franny ",11
"Price, Lissa ",11
"Smiley, Jane ",11
"Bach, David ",11
"Hawley, Noah ",11
" Flaud, Miriam ",11
"Casey, Susan ",11
"Willig, Lauren ",11
"Schreiber, Joe ",11
"Haney, Hank ",11
"Woodsmall, Cindy ",11
"Tanner, Haley ",11
"Kessler, Ronald ",11
"Henry, Sue ",10
"Wittman, Robert K. ",10
"Runkel, Hal Edward ",10
"Calcines, Eduardo ",10
 Jenny Runkel ,10
"Pearsall, Shelley ",10
"Denning, Troy ",10
"Goodman, Allegra ",10
"Grann, David ",10
"Bernstein, Gabrielle ",10
"Grey, Juliet ",10
"Nicholls, David ",10
"Collins, Judy ",10
"Polansky, Daniel ",10
" Palmer, Laura ",10
"Jessop, Carolyn ",10
" Shiffman, John ",10
"Kirkpatrick, Jane ",10
"Packer, Ann ",10
"Goyer, David S. ",9
"Sussman, Ellen ",9
" Zweibel, Alan ",9
"Dunne, Dominick ",9
"Doctorow, Cory ",9
"March, Emily ",9
" Cassutt, Michael ",9
"Von Drehle, David ",9
"Barry, Dave ",9
"Matar, Hisham ",9
"Eastland, Sam ",9
"Donohue, Keith ",9
"Desrochers, Suzanne ",9
"Wolfe, Tom ",9
"Furtick, Steven ",9
"Ross, Adam ",9
"Cahill, Thomas ",9
"Stoessinger, Caroline ",8
"Guber, Peter ",8
"Blair, Tony ",8
"Chandrasekaran, Rajiv ",8
"Roth, Geneen ",8
"Smith, April ",8
"Cross, Sarah ",8
"Maddow, Rachel ",8
"Rhodes, Richard ",8
"Adiga, Aravind ",7
"Sachs, Harvey ",7
"Dixon, Heather ",7
"Avasthi, Swati ",7
"Ward, Amanda Eyre ",7
"Defoe, Gideon ",7
"Tye, Larry ",7
"Mallory, H. P. ",7
" Jones, Linda ",7
"Pollock, Donald Ray ",7
"Sigler, Scott ",7
"Winchester, Simon ",7
"Katcher, Brian ",7
"Tanner, Lian ",6
"Talty, Stephan ",6
"Guterson, David ",6
"Nissanoff, Daniel ",6
"Englander, Nathan ",6
"Town, Phil ",6
"Hearst, Dorothy ",6
"Ryan, Carrie ",6
"Finn, Adharanand ",6
"Hodgson, Mona ",6
"Mcdonald, Lawrence G. ",6
" Robinson, Patrick ",6
"Van Draanen, Wendelin ",6
"Katie, Byron ",6
"Frazier, Sundee T. ",6
"Salvatore, R. A. ",6
"Grennan, Conor ",6
"Taibbi, Matt ",6
" Mitchell, Stephen ",6
"Ludlum, Robert ",6
"McGinniss, Joe ",6
"Birch, Carol ",6
"Jinks, Catherine ",5
"Vaillant, John ",5
"Kemp, Paul S. ",5
"Stork, Francisco X. ",5
"Cooper, Michelle ",5
"Frankel, Laurie ",5
"Bradley, Kimberly Brubaker ",5
"Gee, Darien ",5
" Butler, Charles ",5
"Stengel, Jim ",5
"Fay, Kim ",5
"Hochschild, Adam ",5
"Thomson, Keith ",5
" Welch, Liz ",5
"Gourlay, Candy ",5
"Brouwer, Sigmund ",5
"Long, Matthew ",5
"Norris, Michele ",5
"Heitzmann, Kristen ",5
"Rubenfeld, Jed ",5
"Lupone, Patti ",5
"Welch, Diana ",5
"Martel, Yann ",5
"Lanier, Jaron ",5
"Abbott, Jim ",4
" Brown, Tim ",4
"Banville, John ",4
"Holm, Jennifer L. ",4
"Oates, Joyce Carol ",4
"Walker, David M. ",4
"Miller, Sue ",4
"Fraser, George MacDonald ",4
"Roy-Bhattacharya, Joydeep ",4
"Mcnees, Kelly O'connor ",4
"Ahern, Cecelia ",4
"Parkhurst, Carolyn ",4
"Coulter, Ann H. ",4
"Sides, Hampton ",4
"Conaty, Bill ",4
"Trout, Nick ",4
"Barabasi, Albert-Laszlo ",4
" Charan, Ram ",4
"Hodgkinson, Amanda ",4
"Bradbury, Ray ",3
"Goodkind, Terry ",3
"Herbert, Martha, M.D., Ph.D. ",3
" Weintraub, Karen ",3
" Herman, Eleanor ",3
"Rendell, Ruth ",3
" Leigh, Wendy ",3
"Bojowald, Martin ",3
"McMillan, Terry ",3
"Werth, Barry ",3
"Brown, Mike ",3
"Gutcheon, Beth ",3
"Thor, Annika ",3
"Wright, Jason F. ",3
"Odell, Jonathan ",3
"Lauer, Rosalind ",3
"Stone, Jeff ",3
"Eden, Barbara ",3
"Rodriguez, Deborah ",3
"Beha, Eileen ",3
"Smith, Andrew ",3
"Murdock, Catherine Gilbert ",3
"Beil, Michael D. ",3
"Krist, Gary ",3
"Bartels, Peggielene ",3
"Clarke, Arthur C. ",3
"Rushkoff, Douglas ",3
"Howard, Tracie ",3
"Plain, Belva ",3
"Bahadur, Jay ",3
"Kosmatka, Ted ",3
"Cowell, Stephanie ",3
"Spaulding, Tommy ",2
"Black, Michael Ian ",2
"Pearson, Joanna ",2
"Horvath, Polly ",2
"Wolffe, Richard ",2
"Perkins-Valdez, Dolen ",2
"Burgess, Matt ",2
"Bernobich, Beth ",2
"Battles, Brett ",2
"Leonard, Sugar Ray ",2
"Railsback, Lisa ",2
"Wood, Gordon S. ",2
"Bauermeister, Erica ",2
"Silvey, Craig ",2
"Marmell, Ari ",2
"Barron, T. A. ",2
"Brown, Anne Greenwood ",2
"Pearson, Allison ",2
"Karpyshyn, Drew ",2
"Parry, Rosanne ",2
"Sachar, Louis ",2
" Wertheim, L. Jon ",2
" Arkush, Michael ",2
"Kendall, Joshua ",2
"Moskowitz, Tobias ",2
"Berk, Josh ",2
"Gaus, P. L. ",2
"Feinstein, John ",2
"Fusco, Kimberly Newton ",2
"Resau, Laura ",2
"Baxter, Meredith ",2
"Ennis, Michael ",1
" Wright, Evan ",1
"Russo, Richard ",1
"Bonin, Richard ",1
"Kittredge, Caitlin ",1
"Hawthorne, Nathaniel ",1
"Jarzab, Anna ",1
"Zuckerman, Gregory ",1
"Parkin, Gaile ",1
"Lethem, Jonathan ",1
"Gael, Juliet ",1
"Jay, Stacey ",1
" Brown, Paul B. ",1
"Friedman, George ",1
"Kelby, N. M. ",1
"Max, Tucker ",1
"Waldman, Ayelet ",1
"Krieg, Jim ",1
"Verdon, John ",1
"Dolan, Harry ",1
"Carter, Ernessa T. ",1
"Roberts, Jon ",1
"Campbell, Julie ",1
"Barnhouse, Rebecca ",1
"Wulf, Andrea ",1
"Wasserman, Robin ",1
"Maex, Dimitri ",1
"Larkin, Jillian ",1
"Campion, Emma ",1
"Holder, Nancy ",1
"Stauffacher, Sue ",1
"McCaughrean, Geraldine ",1
" Viguié, Debbie ",1
"Holt, Kimberly Willis ",1
"Gonzales, Laurence ",1
"Pearl, Matthew ",1
"Kluger, Richard ",1
"Delinsky, Barbara ",1
"Kozol, Jonathan ",1
"Cottrell Boyce, Frank ",1
"Look, Lenore ",1
" Viguie, Debbie ",1
"Vance, Lee ",1
"Issenberg, Sasha ",1
"Rusesabagina, Paul ",1
"Hunt, Rebecca ",1
"Yan, Geling ",1
"Keller, Cynthia ",1
"Scott, Paul ",1
"Sundem, Garth ",1
" Mlodinow, Leonard ",1
"Buxbaum, Julie ",1
"Ursu, Anne ",1
