,0
"Christopher, Matt ",6742
"Sparks, Nicholas ",5322
"Patterson, James ",4488
"Deuker, Carl ",3620
"Baldacci, David ",2822
"Connelly, Michael ",2612
"Garcia, Kami ",1629
" Stohl, Margaret ",1629
"Beaton, M. C. ",1271
" Ledwidge, Michael ",1143
" Paetro, Maxine ",1109
"Pinkney, Andrea Davis ",982
"Sedaris, David ",979
"Scroggs, Kirk ",938
"DeMille, Nelson ",906
"Meyer, Stephenie ",820
"Preston, Douglas ",741
" Child, Lincoln ",716
"Handler, Daniel ",712
" Kalman, Maira (ILT)",712
"Taylor, Laini ",578
"Carriger, Gail ",562
"Corey, James S. A. ",530
"Duncan, Lois ",474
"Lopez, Diana ",456
" Wiesel, Elie (FRW)",448
"Buergenthal, Thomas ",448
"Zink, Michelle ",351
"Wallace, David Foster ",347
"Lin, Grace ",340
"Keplinger, Kody ",332
"Hilderbrand, Elin ",327
"Abbott, Tony ",314
"Clark, Carol Higgins ",309
" Ellis, David ",306
"Robinson, Kim Stanley ",273
Alloy Media Llc (PRD),264
" Haston, Meg ",264
"Gladwell, Malcolm ",257
"Daneshvari, Gitty ",240
"Catton, Eleanor ",229
"Hyman, Mark ",224
"Sullivan, Michael J. ",221
"Wiggs, Susan ",203
" Castellucci, Cecil (EDT)",190
"Black, Holly (EDT)",190
"Rhodes, Jewell Parker ",183
"Carman, Patrick ",182
"Beam, Cris ",181
"Atkinson, Kate ",177
"Banks, Iain ",177
" Sudyka, Diana (ILT)",172
"Stewart, Trenton Lee ",172
"Smith, Jennifer E. ",164
"Jemisin, N. K. ",160
" Gamble, Kent (ILT)",159
"Berman, Len ",159
"O'Malley, Daniel ",157
"Giles, Gail ",156
"Healey, Karen ",144
"Kellerman, Faye ",141
"Ivey, Eowyn ",136
" Patterson, James ",135
"Ledwidge, Michael ",135
"Foer, Jonathan Safran ",133
"Kingsbury, Karen ",131
" Meyer, Joyce ",130
"McLain, Paula ",128
"Meyer, Joyce ",127
"Barnhill, Kelly ",124
"Robotham, Michael ",123
"Hafer, Todd (CON)",122
"Smith, Kirsten ",117
"Siddons, Anne Rivers ",113
"Lustbader, Eric ",110
"Maia, Love ",107
" Dilallo, Richard ",107
"Meltzer, Brad ",105
"Funke, Cornelia Caroline ",99
"Grant, Mira ",91
"Haig, Brian ",86
"Milway, Alex ",83
"Standiford, Natalie ",81
"Rosenfelt, David ",80
"Wouk, Herman ",79
"Jacobsen, Annie ",77
" Lechter, Sharon L. ",74
"Kiyosaki, Robert T. ",74
"Mina, Denise ",72
"Smith, Tom Rob ",70
"Hill, Sandra ",68
"Wambaugh, Joseph ",65
"Elliott, Kate ",63
" Morgan, Jessica ",61
"Cocks, Heather ",61
"Harrison, Lisi ",60
"Sapkowski, Andrzej ",58
"Bosch, Pseudonymous ",58
" Karp, Marshall ",57
"Beevor, Antony ",55
" Connelly, Michael (FRW)",53
" Cobb, James H. ",52
"Pelecanos, George P. ",52
"Ludlum, Robert ",52
" Fain, Sarah ",51
"Craft, Elizabeth ",51
"Carey, Jacqueline ",51
"Abbott, Megan ",51
"Maxwell, John C. ",50
"Ellroy, James ",50
"Danko, Dan ",49
" Gott, Barry (ILT)",49
" Mason, Tom ",49
"Patrick, Cat ",48
"Hoyt, Elizabeth ",47
"Parr, Todd ",47
"Rankin, Ian ",44
"Abercrombie, Joe ",43
"Somper, Justin ",42
"Garlock, Dorothy ",42
" Johnson, Larry (ILT)",42
"Connelly, Michael (FRW)",40
"Flack, Sophie ",40
" Wambaugh, Joseph ",40
"Weil, Andrew ",39
"Graham, Michael ",39
"Whitaker, Alecia ",38
"Urrea, Luis Alberto ",37
" Cohen, Lee ",36
"Golabek, Mona ",36
"Kimmel, Elizabeth Cody ",35
"Bennett, Robert Jackson ",34
" Sears, James ",34
" Sears, Robert ",34
" Sears, Martha ",34
" McMahon, Neil ",34
"Sears, William ",34
"Peters, Stephanie (CON)",31
"Irvine, Ian ",31
"Lee, Min Jin ",31
"Zarr, Sara ",31
" Christopher, Matt ",31
"Letts, Billie ",29
"Hurwin, Davida Wills ",29
"Hitchens, Christopher ",29
"Waller, Robert James ",28
"Wells, Jaye ",28
"Elliott, Patricia ",28
"Mazur, Robert ",28
"Quinn, Paula ",28
"Peters, Julie Anne ",27
"Shan, Darren ",27
"Woods, Teri ",25
" Spezi, Mario (CON)",25
"Vaz, Mark Cotta ",25
"Breathed, Berke ",24
" Dodson, Bert (ILT)",24
" Friedman, Hal ",22
"Sarno, John E. ",22
"Beckwith, Harry ",22
" Shales, Tom ",21
Souad ,21
"Miller, James Andrew ",21
"Lopez, Jack ",19
"Green, Tim ",19
"Long, Julie Anne ",19
"Anderson, C. Thomas ",18
" Kiyosaki, Robert T. (FRW)",18
"Tademy, Lalita ",18
"Maron, Margaret ",18
"Holquist, Diana ",17
"Lee, John R. ",17
"Painter, Kristen ",17
" Hopkins, Virginia ",16
"King, A. S. ",16
"Silver, Eve ",16
"Ricard, Matthieu ",16
" Goleman, Daniel (CON)",16
"Moore, Meg Mitchell ",15
"Carr, Howie ",15
" Dewdney, Anna (ILT)",15
"Alcott, Louisa May ",15
"Osteen, Joel ",15
"Kostova, Elizabeth ",14
"Lithgow, John ",14
"White, Kate ",14
"Clark, Roy Peter ",14
"Bearn, Emily ",13
"Mayor, Archer ",13
"Neumeier, Rachel ",13
"Zackheim, Victoria ",12
"Fein, Ellen ",12
" Schneider, Sherrie ",12
Boston Globe (COR),12
"Palmer, Liza ",11
"Kantor, Jodi ",11
"Taraborrelli, J. Randy ",11
" Quindlen, Anna (CON)",11
"Mills, K. E. ",11
"Weintraub, Robert ",10
"Bonk, John J. ",10
"Davis, Lindsey ",10
"Lewis, Randine, Ph.D. ",10
"Beard, James ",9
"Pearsall, Shelley ",9
"Menocal, Maria Rosa ",9
"Crouch, Katie ",9
"Clark, Beth (CON)",8
"Westlake, Donald E. ",8
"Osborne, Maggie ",8
"Crandall, Susan ",8
"Flanagan, Caitlin ",8
"Ruiz Zafon, Carlos ",8
" Stout, Glenn (CON)",8
"Morrell, David R. ",8
"Downum, Amanda ",8
"Sherwood, Ben ",7
"Swierczynski, Duane ",7
"Stauffer, John ",7
"McNeal, Tom ",7
"Collins, Gail ",7
"Miller, Karen ",7
"Bernstein, Richard K., M.D. ",7
" Beckwith, Christine Clifford ",7
"Billingham, Mark ",7
"Calonita, Jen ",7
"Shreve, Anita ",7
"Childress, Mark ",6
"Scobey, Joan ",6
"Holt, Tom ",6
" Porter, Eliot (PHT)",6
"Poundstone, William ",6
" Brewster, Patience (ILT)",6
"Hamill, Pete ",6
"Ione, Larissa ",6
"Rowen, Michelle ",6
"Gleick, James ",6
"Aaron, Rachel ",6
"Flippen, Flip ",6
"Kilborn, Jack ",5
"Childs, Craig ",5
"Keyes, Ralph ",5
" Blakeway, Jill ",5
"Vaughn, Carrie ",5
"Miller, Susan ",5
"Bevere, Lisa ",5
" Berman, Phillip ",5
"David, Sami S. ",5
"Jamieson, Trent ",5
"Krause, Bernie ",5
"Goodall, Jane ",5
"Graves, Jane ",5
" Beier, Ellen (ILT)",5
"Elmore, Ronn ",5
"Fitzgerald, Frances ",5
"Lynch, Sarah-Kate ",5
"Kuegler, Sabine ",5
" Fowler, James H. ",4
" Delaney, Molly (ILT)",4
"Evans, Michael D. ",4
"Wilson, Timothy D. ",4
"Wilkinson, Tracy ",4
"Bard, Elizabeth ",4
"Gilman, Susan Jane ",4
"Chopra, Anupama ",4
"Ferris, Joshua ",4
"Grimwood, Jon Courtenay ",4
"Rose, Karen ",4
"Christakis, Nicholas A. ",4
"Parker, K. J. ",4
"Murphy, Brian D. ",4
"Escobar, Mario ",4
"Tiernan, Cate ",4
"Beaudoin, Sean ",4
"Butcher, Shannon K. ",4
"Rush, Anne Kent ",4
"Dugoni, Robert ",4
Anonymous ,3
"French, Nicci ",3
"Mosley, Walter ",3
"Stokes, Donald ",3
"Buettner, Robert ",3
"Shropshire, Mike ",3
"Eicher, David J. ",3
"Shannon, Elaine ",3
"Martin, Gail Z. ",3
"Martinez, A. Lee ",3
"Leyner, Mark ",3
"Elman, Natalie Madorsky ",3
"Carey, Mike ",3
"Selfors, Suzanne ",3
"Peeler, Nicole ",3
"Cameron, Stella ",3
" Weiss, Lisa ",3
"Moody, Rick ",3
 Unknown (ILT),3
"Van Ogtrop, Kristin ",3
" Fornatale, Pete (CON)",3
" Blackman, Ann ",3
"Gates, Henry Louis ",3
"Farr, Diane ",3
"O'Connor, Richard ",3
"Melton, Marliss ",3
"Pigozzi, Caroline ",3
" Stokes, Lillian ",3
"Jericho, Chris ",3
" Kennedy-Moore, Eileen ",3
"Koryta, Michael ",3
"Luchetti, Emily ",3
"Braestrup, Kate ",3
"Kehoe, Tim ",3
" Francis, Guy (ILT)",3
"Wells, Robin ",3
" Yaeger, Don ",3
"Anderson, Kevin J. ",2
"Weber, Lauren ",2
"Evans, Faith ",2
"Powell, Julie ",2
"Craig, Michael ",2
"Higgins, Simon ",2
"Whitney, Daisy ",2
"Gayford, Martin ",2
"Thomas, Sheree R. ",2
"Von Ziegesar, Cecily (CRT)",2
"Godwin, Peter ",2
"Nemcova, Petra ",2
"Larke, Glenda ",2
"Holt, Anne ",2
"Doyle, Bill ",2
" Stout, Glenn ",2
"Baird, Alison ",2
" Meyer, Karen (ILT)",2
"Isaacson, Rupert ",2
"Hamilton, Peter F. ",2
"Lazebnik, Claire ",2
"Robards, Karen ",2
"Buchholz, Benjamin ",2
"Ruckley, Brian ",2
" Wohnoutka, Mike (ILT)",2
" King, Aliya S. (CON)",2
"White, Paula ",2
"Fink, Thomas ",2
"Sunée, Kim ",2
"Clark, Wahida ",2
" Vasconcellos, Daniel (ILT)",2
"Zigman, Laura ",2
"Bechtel, Mark ",2
" Scovell, Jane ",2
"Gates, Bill ",2
"Susskind, Leonard ",2
"Wetzel, Dan ",2
"Benedict, Jeff ",1
"Karlin, Ben (EDT)",1
"Pearce, Jackson ",1
"Gott, Peter H. ",1
" Wooden, John (FRW)",1
"Woodrell, Daniel ",1
" Wilson, Grant ",1
" Jones, Beth ",1
" Zava, David ",1
" Williams, Pat ",1
"Bartlett, John ",1
"Patoski, Joe Nick ",1
"Berman, Bob ",1
"Goldberg, Carey ",1
"Zouroudi, Anne ",1
" Hornby, Nick (INT)",1
"Dershowitz, Alan M. ",1
" Greene, Sanford (ILT)",1
" Feiler, Bruce (CON)",1
" Shookhoff, Carol ",1
"Metzl, Jordan D. ",1
"Williams, Walter Jon ",1
"Baker, Tiffany ",1
"King, Dexter Scott ",1
"Guralnick, Peter ",1
"Jacq, Christian ",1
"Wallace, Danny ",1
"Drescher, Fran ",1
"Muller, Marcia ",1
"Harris, Bonnie ",1
"Smith, David James ",1
"Bullington, Jesse ",1
"McCarthy, T. C. ",1
"Man, Method ",1
"Harper, Julia ",1
" Wiley, Ralph ",1
"Feinstein, John ",1
"Kirkpatrick, Russell ",1
"Bode, Richard ",1
"Hawes, Jason ",1
"Rosales, Melodye Benson ",1
"Denney, Jim (CON)",1
"Stark, Richard ",1
"Smith, M?ta ",1
" Ferdinand, Pamela ",1
" Dokey, Cameron (CON)",1
" Mom, Ben's (FRW)",1
" Krzyzewski, Mike (CON)",1
"Jackson, Joshilyn ",1
"Rardin, Jennifer ",1
" Peters, Stephanie ",1
