,0
"Vernon, Ursula ",3525
"Moriarty, Liane ",2628
"DiCamillo, Kate ",2363
" Murdocca, Sal (ILT)",2110
"Osborne, Mary Pope ",2110
"Greene, Jacqueline Dembar ",2067
" Vernon, Ursula (ILT)",2033
" Geehan, Wayne (ILT)",1935
"Neuschwander, Cindy ",1935
"Gaiman, Neil ",1655
"Owen, Ruth ",1428
"Sachar, Louis ",1397
"Gantos, Jack ",1175
"Yaw, Valerie ",995
"Skurzynski, Gloria ",977
" Ferguson, Alane ",977
"Capucilli, Alyssa Satin ",856
" Schories, Pat (ILT)",856
" Whamond, David (ILT)",839
" Saint-Onge, Danielle ",839
"Szpirglas, Jeff ",839
"Sandler, Michael ",772
"Feldman, Thea ",755
" Selden, George ",755
" Williams, Garth (ILT)",755
" Ivanov, Olga ",755
" Ivanov, Aleksey ",755
"Lunis, Natalie ",713
"Stern, Steven L. ",679
"Carson, Rae ",639
"Garwood, Julie ",630
"Person, Stephen ",601
" Preiss-Glasser, Robin (ILT)",572
"O'Connor, Jane ",572
"Curtis, Christopher Paul ",550
"Pascal, Janet ",550
 Who Hq (COR),550
" Harrison, Nancy (ILT)",550
" Edwards, Roberta ",453
"O'Brien, John (ILT)",453
" Harrison, Nancy ",453
"Johnson, Adam ",424
"Michaels, Fern ",388
"Perry, Anne ",372
"Pearce, Jacqueline ",371
" Franson, Leanne (ILT)",371
"Gutman, Dan ",370
" Paillot, Jim (ILT)",370
" Pratchett, Terry ",359
"Hawking, Stephen W. ",349
"Goldish, Meish ",345
"Robb, J. D. ",322
"Palmer, Diana ",311
"Steel, Danielle ",308
"Foster, Lori ",307
"Isaacson, Walter ",305
"Awdry, W. ",301
"Berenstain, Jan ",277
"Miller, Linda Lael ",271
"Barnes, Julian ",266
"Krulik, Nancy E. ",260
"Anderson, Laurie Halse ",260
" Blecha, Aaron (ILT)",260
"Berenstain, Stan ",237
" Berenstain, Jan ",237
" Berenstain, Jan (ILT)",203
" Berenstain, Stan ",203
"Compestine, Ying Chang ",193
"Castle, Richard ",193
"Rich, Susan ",189
"Rose, Caroline ",181
" Helquist, Brett (ILT)",179
"Schaefer, Lola M. ",179
" Hartung, Susan Kathleen (ILT)",179
"Brody, Jessica ",175
"Scieszka, Jon ",174
"Wells, Robison ",172
"Grossman, Lev ",164
"Eastman, P. D. ",156
"Grogan, John ",154
" Scotton, Rob (ILT)",154
"Scotton, Rob ",154
"Mills, Claudia ",148
"Woods, Sherryl ",145
"Armstrong, William H. ",145
" Barkley, James (ILT)",145
" Rex, Adam (ILT)",144
" Scieszka, Jon ",144
"Robinson, Marilynne ",143
"Smith, Sally Bedell ",142
"Stephenson, Neal ",141
"Coben, Harlan ",140
"Fuhrman, Joel ",137
" Courtney, Richard (ILT)",136
"Bradley, Alan ",135
"Taylor, Greg ",133
" Berenstain, Mike ",133
"McNamara, Margaret ",131
" Gordon, Mike (ILT)",131
"Ruffin, Frances E. ",128
"Nobleman, Marc Tyler ",123
"Man-Kong, Mary ",121
"Carey, Anna ",119
"Castleman, Matthew ",115
" Maione, Heather (ILT)",112
" Russell, Rachel Renee (ILT)",107
