,0
"Towles, Amor ",4203
"Connelly, Michael ",3247
"Baldacci, David ",2774
"Coben, Harlan ",2671
"French, Tana ",1837
" Gaines, Joanna ",1618
"Gaines, Chip ",1618
"Krentz, Jayne Ann ",1475
"O'Reilly, Bill ",1316
"Grisham, John ",1312
" Dugard, Martin ",1283
"Hoffman, Alice ",1022
"Woods, Stuart ",988
" Mills, Kyle ",932
"Flynn, Vince ",932
"Moyes, Jojo ",915
" Cussler, Dirk ",815
"Cussler, Clive ",815
"Schumer, Amy ",762
" DiLallo, Max (CON)",755
"Patterson, James ",755
"King, Stephen ",600
"Gyasi, Yaa ",566
"Weeks, Sarah ",478
"Evans, Richard Paul ",384
"Unger, Lisa ",381
"Wohlleben, Peter ",372
"Hoyt, Elizabeth ",361
"Kingsbury, Karen ",357
"Smith, Martin Cruz ",327
"McMillan, Terry ",311
"Poeppel, Amy ",300
" King, Julie ",298
"Faber, Joanna ",298
"Mukherjee, Siddhartha ",298
"Rowley, Steven ",278
"Barclay, Linwood ",269
"Ferencik, Erica ",226
"Mlynowski, Sarah ",225
"Correa, Armando Lucas ",224
" Millner, Denene (CON)",217
"Johansen, Erika ",215
"Hand, Cynthia ",211
" Meadows, Jodi ",211
" Ashton, Brodi ",211
"Monroe, Mary Alice ",209
"Henson, Taraji P. ",209
"Kiernan, Denise ",203
"Palmer, Diana ",187
"Finder, Joseph ",187
"Russell, Rachel Renee ",184
"Wiggs, Susan ",177
"Cameron, W. Bruce ",177
"Cornwell, Bernard ",169
"Bliss, Alison ",163
"Webster, Christy ",159
"Pollack, Pamela D. ",157
"Alam, Rumaan ",157
" Belviso, Meg ",157
"Griffin, Paul ",157
"Klosterman, Chuck ",154
" Klosterman, Charles ",154
"Valenti, Jessica ",143
Kaplan Test Prep (COR),143
"Lauren, Christina ",138
"Probst, Jennifer ",135
" Myracle, Lauren ",135
"Kinney, Patrick ",134
Princeton Review (COR),126
"Flanagan, John ",125
"Hart, John ",124
"Kay, Liz ",123
"Mayor, Archer ",115
"Carlisle, Kate ",114
"Meader, Kate ",112
"Becker, Joshua ",112
"Fluke, Joanne ",110
"Gary, Codi ",109
"Smith, Dominic ",108
"Kelly, Kevin ",102
"Heath, Lorraine ",102
"Alexandra, Belinda ",100
"Kelly, Clinton ",98
"Cole, Kresley ",97
