,0
"Ries, Lori ",6627
" Dormer, Frank (ILT)",6580
" Pamintuan, Macky (ILT)",2678
"Brown, Jeff ",2678
"Robb, J. D. ",2409
"Child, Lee ",2190
"Sandford, John ",1765
"Greenburg, Dan ",1655
" Davis, Jack ",1655
" Roberts, Nora ",1546
" Basso, Bill (ILT)",1362
"McMullan, Kate ",1362
"Woods, Stuart ",1267
"Carr, Robyn ",1236
"Mallery, Susan ",1064
"Box, C. J. ",1034
"Krulik, Nancy E. ",897
 John And Wendy (ILT),897
"Higgins, Kristan ",881
"Flanagan, John ",829
"Macomber, Debbie ",824
"Roberts, Nora ",736
"Berenstain, Stan ",671
" Berenstain, Jan ",671
"Miller, Linda Lael ",639
"French, Tana ",637
"Butcher, Jim ",593
"Clancy, Tom ",508
"Coben, Harlan ",476
"Wiggs, Susan ",456
"Kagawa, Julie ",433
"Briggs, Patricia ",421
"Birney, Betty G. ",415
"Green, Tim ",383
"Hart, Megan ",376
" Himler, Ronald (ILT)",339
"Johnson, Craig ",339
"Coerr, Eleanor ",339
"Parker, Robert B. ",336
"Brown, Brene ",324
"Banks, Maya ",323
"Silva, Daniel ",296
"Cussler, Clive ",287
"Rothfuss, Patrick ",273
"Coulter, Catherine ",263
"Brockmann, Suzanne ",263
"Sinek, Simon ",262
"White, Randy Wayne ",260
"Kava, Alex ",255
"Woods, Sherryl ",251
"Dessen, Sarah ",236
"Andrews, Ilona ",226
"Crusie, Jennifer ",212
"Ward, J. R. ",211
"Ross, Ann B. ",210
"Berenson, Alex ",210
"Harris, Charlaine ",209
"Knudson, Mike ",206
" Wilkinson, Steve ",206
" Harrison, Nancy (ILT)",205
 Who Hq (COR),205
"Eding, June ",205
"James, Julie ",189
"Krentz, Jayne Ann ",189
"Steinbeck, John ",176
"Kidd, Sue Monk ",171
"Palmer, Diana ",169
"Erskine, Kathryn ",164
"Waters, Sarah ",163
"Karon, Jan ",162
"Lackey, Mercedes ",161
" DeMott, Robert (INT)",160
"Graham, Heather ",160
" Lawrence, Kim ",141
" Graham, Lynne ",137
"Alexander, Lacey ",136
"Follett, Ken ",130
"Hyzy, Julie ",124
"West, Michelle ",119
" Sagara, Michelle ",119
"King, Stephen ",113
"Feehan, Christine ",108
"Taylor, Brad ",106
"Quick, Amanda ",105
"Neill, Chloe ",101
"Marton, Sandra ",101
"Jordan, Penny ",100
"Kesey, Ken ",100
" Faggen, Robert (EDT)",100
"Lupica, Mike ",99
"Joyce, Brenda ",98
"Cashore, Kristin ",95
"Showalter, Gena ",94
"Jackson, Lisa ",93
" Lee, Miranda ",92
"Madore, Nancy ",90
"Phillips, Carly ",90
"Miller, Arthur ",89
"Griffin, W. E. B. ",89
" Bigsby, Christopher W. E. ",89
"Jackson, Brenda ",87
" Du Brul, Jack B. ",87
"O'Connell, Carol ",86
"Ung, Loung ",85
"Tarshis, Lauren ",84
" Morgan, Sarah ",82
" Kendrick, Sharon ",81
" Cussler, Dirk ",81
"Davidson, MaryJanice ",80
" Mather, Anne ",78
"Barr, Nevada ",76
" Smith, Lane (ILT)",75
"Shalvis, Jill ",75
"Scieszka, Jon ",75
"Harris, C. S. ",75
"Burton, Jaci ",73
" Marton, Sandra ",72
"Bishop, Anne ",71
" Dirgo, Craig ",69
" Williams, Cathy ",69
Harlequin (COR),68
"Waters, Alice ",67
Silhouette (COR),66
"Camp, Candace ",65
"Lipsyte, Robert ",64
" Woods, Sherryl ",64
"Hoffman, Alice ",63
"Grafton, Sue ",63
"Mather, Anne ",62
" Mortimer, Carole ",62
" Stephens, Susan ",62
"Donald, Robyn ",62
" Carr, Robyn ",61
" Craven, Sara ",60
"Lescroart, John T. ",60
"Tan, Amy ",60
