,0
"Patterson, James ",2696
"Brown, Dan ",2157
"Wingate, Lisa ",1529
"Baldacci, David ",1491
"Saunders, George ",1248
"Cussler, Clive ",1222
"Backman, Fredrik ",975
"Santopolo, Jill ",912
"Evanovich, Janet ",888
"See, Lisa ",876
"Gaiman, Neil ",857
"Clark, Mary Higgins ",822
"Sandford, John ",790
"Shattuck, Jessica ",788
"Honeyman, Gail ",737
"Macomber, Debbie ",718
"Reichs, Kathy ",713
"Crichton, Michael ",713
"Quinn, Kate ",695
"Horowitz, Anthony ",663
"Kellerman, Jonathan ",658
"Strout, Elizabeth ",653
"Harper, Jane ",650
"Shreve, Anita ",648
" Brown, Graham ",645
"Woods, Stuart ",524
"Hamid, Mohsin ",508
"Winspear, Jacqueline ",507
"Jance, Judith A. ",505
"Paretsky, Sara ",477
" Born, James O. ",470
"Mackintosh, Clare ",469
"Kellerman, Faye ",457
"Brown, Janelle ",453
"Kleypas, Lisa ",453
"Atkins, Ace ",440
"Corry, Jane ",439
"Barton, Fiona ",426
"Kline, Christina Baker ",421
"Grippando, James ",420
"Lee, Min Jin ",406
"Child, Lincoln ",401
"Beaton, M. C. ",385
"Graham, Heather ",377
"Iles, Greg ",376
"Nesbo, Jo ",338
"Engel, Amy ",301
"Neuvel, Sylvain ",291
"Stevens, Chevy ",280
"Kinsella, Sophie ",276
"Deaver, Jeffery ",265
"Rooney, Kathleen ",261
"Banks, Maya ",246
"Bowen, Rhys ",245
"Steiner, Susie ",240
"Zahn, Timothy ",231
"Kingsbury, Karen ",231
"Trigiani, Adriana ",230
"Finder, Joseph ",224
"Robinson, Kim Stanley ",210
"Hogan, Ruth ",207
"Briggs, Patricia ",203
"Stephenson, Neal ",203
" Galland, Nicole ",203
"Knott, Robert ",202
" Serafin, Shan ",199
"Sullivan, J. Courtney ",193
"George, Nina ",193
" Bering, Emma ",193
"White, Randy Wayne ",193
"Jones, Darynda ",186
"Batuman, Elif ",183
"Oakley, Colleen ",182
"Kostova, Elizabeth ",181
" Guidall, George ",174
"Silva, Daniel ",174
"Dolan-Leach, Caite ",174
"Perry, Sarah ",168
"Watts, Stephanie Powell ",164
"Akkad, Omar El ",161
"Meissner, Susan ",152
"Hamilton, Steve ",150
"Blackstock, Terri ",150
"Blaedel, Sara ",149
"James, Eloisa ",149
"Chaon, Dan ",148
"Unger, Lisa ",145
"Wilde, Lori ",144
"Berenson, Alex ",143
"Kiernan, Stephen P. ",138
"Wendig, Chuck ",136
" Piazza, Jo ",135
"Sykes, Lucy ",135
"Heller, Peter ",131
" Jones, Rees ",129
"Mastai, Elan ",127
"Rose, Karen ",126
"Sands, Lynsay ",122
"White, Karen ",113
"Jio, Sarah ",111
"Shaara, Jeff ",110
"Sancton, Tom ",109
"Vandermeer, Jeff ",105
"Shapiro, Laura ",103
"Ward, J. R. ",99
"Kitamura, Katie ",97
"Auster, Paul ",97
"MacLean, Sarah ",97
"Wilson, Daniel H. ",96
"Drew, Alan ",95
"Hobb, Robin ",94
"Heiny, Katherine ",94
"Bishop, Anne ",90
"Eberlen, Kate ",88
"Ahlborn, Ania ",87
"Murakami, Haruki ",87
"Evans, Richard Paul ",86
"Wang, Weike ",84
"Toibin, Colm ",83
" Slaven, Scott ",82
"White, Kate ",82
"Rekulak, Jason ",82
"O'Neill, Heather ",80
"Russo, Richard ",78
"Adichie, Chimamanda Ngozi ",76
"Chase, Emma ",76
"Rader-Day, Lori ",75
"George, Alex ",75
"Todd, Charles ",73
"Kent, Kathleen ",72
"Murphy, Sara Flannery ",72
"Lepucki, Edan ",72
"Parks, Brad ",72
"Harrison, Kim ",71
"Crownover, Jay ",69
"Umansky, Ellen ",68
"McMahon, Jennifer ",67
"Howrey, Meg ",67
"Taylor, Ann Kidd ",66
"Cole, Kresley ",65
"Hepinstall, Kathy ",64
"Adair, Marina ",64
"Winawer, Melodie ",63
"Flint, Emma ",62
"Harper, Jordan ",62
"Matthews, Jason ",61
"Hart, Carolyn ",60
"Beck, Haylen ",60
"Rankin, Ian ",60
"Robson, Jennifer ",59
"Rieger, Susan ",59
"Frost, Jeaniene ",58
"Kunzru, Hari ",57
"Suarez, Daniel ",56
"Enoch, Suzanne ",56
"McLaughlin, Jen ",54
"L'Amour, Louis ",54
"Abbott, Jeff ",53
"Wuertz, Yoojin Grace ",53
"Tracy, P. J. ",52
" Lambrecht, Traci ",52
"Balogh, Mary ",51
"Betley, Matthew ",51
"Schlink, Bernhard ",50
"Barber, Kathleen ",49
"Harrington, Anna ",49
"Bourne, Joanna ",49
"Oates, Joyce Carol ",49
"Merullo, Roland ",48
"Quirk, Matthew ",46
"Chancellor, Bryn ",45
"Stembridge, Gerard ",44
"Dunant, Sarah ",44
"Ives, Lucy ",44
"Donohue, Meg ",44
"Boyce, Trudy Nan ",43
" Sartarelli, Stephen (TRN)",43
"Baker, Angelica ",43
"Camilleri, Andrea ",43
"Omotoso, Yewande ",42
"Magariel, Daniel ",41
"Flynn, Kathleen ",41
"Redel, Victoria ",41
"Hartnett, Annie ",41
"Marion, Isaac ",40
"Cross, Mason ",40
"Segal, Francesca ",39
"Giolito, Malin Persson ",39
"Joy, David ",38
"Fallon, Siobhan ",37
