,0
"Roberts, Nora ",3770
"Patterson, James ",2797
"Hilderbrand, Elin ",2356
"Strout, Elizabeth ",1998
"Tyson, Neil deGrasse ",1231
"Reichs, Kathy ",1157
" Fox, Candice ",965
"Brown, Janelle ",904
" Roughan, Howard ",869
"Walls, Jeannette ",833
"Mcmanus, Karen M. ",696
"Sedaris, David ",676
"Roth, Veronica ",635
"Peterson, Tracie ",523
"Sager, Riley ",523
"Cameron, W. Bruce ",502
" Bal, Kecia (CON)",500
"Arden, Katherine ",499
"Woods, Stuart ",499
"Bardugo, Leigh ",467
"Friedman, Thomas L. ",425
"Kenyon, Sherrilyn ",391
"Baker, Felicity ",379
"Levy, Ariel ",377
"Bohjalian, Christopher A. ",362
"Russell, Rachel Renee ",357
" Russell, Rachel Renee (ILT)",357
" Holm, Matthew (ILT)",347
"Holm, Jennifer L. ",347
"Menon, Sandhya ",332
"Meyer, Stephenie ",318
"Jackson, Joshilyn ",298
"Hernandez, Laurie ",292
"Vandermeer, Jeff ",292
"Atkins, Ace ",290
"Goss, Theodora ",267
"Dickmann, Nancy ",264
"Steiner, Susie ",263
"Williams, Beatriz ",247
" Grabenstein, Chris ",243
" Gilpin, Stephen (ILT)",243
"Glass, Julia ",223
" Arnold, Tim (CON)",220
"Lustbader, Eric ",218
"Hosseini, Khaled ",205
"Alda, Alan ",203
"Reynolds, Aaron ",202
" Brown, Peter (ILT)",202
"Sasse, Ben ",193
"Wolk, Lauren ",192
"Didion, Joan ",190
"Marzano-Lesnevich, Alexandria ",179
"Mejia, Mindy ",179
"Gable, Michelle ",175
" Piazza, Jo ",171
"Sykes, Lucy ",171
"Crowley, Cath ",170
"Brooks, Max ",167
"Tolkien, Christopher (EDT)",167
" Lee, Alan (ILT)",167
" Tolkien, J. R. R. ",167
America's Test Kitchen (COR),162
"Spinelli, Jerry ",162
"Harding, Robyn ",160
"Bredesen, Dale ",157
"Park, Barbara ",156
"Moore, Meg Mitchell ",152
"Swanson, Peter ",151
"Glines, Abbi ",151
"Stilton, Geronimo ",150
" King, Julie ",148
"Faber, Joanna ",148
"Dodd, Christina ",146
"Lewis, Beverly ",146
" Woodhouse, Kimberley ",144
"Pettrey, Dani ",141
"Baier, Bret ",137
" Whitney, Catherine ",137
"Carr, Robyn ",136
"Connelly, Michael ",136
"Hunter, Kristi Ann ",135
"Mcdonald, Fleur ",132
"Coble, Colleen ",129
"Taylor, Brad ",129
"Maron, Margaret ",128
"McCall Smith, Alexander ",125
"Mlynowski, Sarah ",125
"King, D. L. (EDT)",124
"Higa, Ryan ",122
"Dennard, Susan ",121
"White, Kiersten ",119
"Novak, Brenda ",119
"Miles, Olivia ",118
"Honeyman, Gail ",117
"Pratchett, Terry ",112
"Rooney, Sally ",111
Princeton Review ,108
"Wilson, Daniel H. ",105
"Higgins, Fiona ",104
"Gregory, Daryl ",104
"Schmidt, Rebecca L. ",103
"Ruskovich, Emily ",101
"Rylant, Cynthia ",100
" Wenzel, Brendan (ILT)",100
"Caine, Rachel ",100
"Bowman, Valerie ",98
"Simsion, Graeme ",98
"Chainani, Soman ",98
"Hansen, Grace ",97
"Rothstein, Richard ",95
"Hinton, S. E. ",95
"Hesse, Monica ",92
"Bell, David ",92
"Grabenstein, Chris ",92
"Walker, Martin ",91
"James, Wendy ",90
"Colin, Beatrice ",90
"Nevins, Sheila ",89
"Pendziwol, Jean E. ",89
"Delany, Vicki ",87
"Segal, Francesca ",86
" Fisher, David ",84
"Sherman, Delia ",83
"Enoch, Suzanne ",83
"Bates, Callie ",83
"Foster, Sara ",82
"Sheinkin, Steve ",81
"Hoffman, Rachel ",80
"Macgregor, Janna ",80
"Funke, Cornelia Caroline ",80
 Latschlit Inc. (TRN),80
"Johnson, Lindsey Lee ",78
"Gray, Shelley Shepard ",78
" Alexander, Kwame ",77
"Firestone, Carrie ",77
"Savage, Melissa ",77
"Abdul-Jabbar, Kareem ",76
"Cahoon, Lynn ",75
"Konen, Leah ",74
"Smith, Emily Esfahani ",73
"Lacey, Catherine ",72
"Quick, Matthew ",70
"Parks, Stella ",69
" Woodson, Jacqueline ",69
" Myers, Walter Dean ",69
"Gray, John ",69
"Oh, Ellen ",69
" López-alt, J. Kenji (FRW)",69
"Corlett, Anne ",68
"Quintero, Isabel ",66
" Knight, Tom (ILT)",66
"Henry, Patti Callahan ",65
"Rivers, Susan ",64
"Seddon, Holly ",64
"Macomber, Debbie ",63
"Nutting, Alissa ",62
"Peterson, Megan Cooley ",61
"Murphy, Finn ",60
"Chait, Jonathan ",60
"Perry, Thomas ",60
"James, Victoria ",59
"Sekaran, Shanthi ",58
"Merchant, Brian ",57
"Nelson, Suzanne ",57
"Isaacson, Walter ",55
"Todd, Charles ",55
"Gale, Eric Kahn ",54
"Lawrence, Mark ",54
"Rockaway, Kristin ",54
"Campoy, F. Isabel ",53
"Moss, Jeremiah ",53
" Howell, Theresa ",53
"Johns, Rachael ",52
"Clark, David ",52
"Jackson, Lisa ",52
"Ashenden, Jackie ",52
"Munro, Alice ",51
"Ellsworth, Loretta ",51
"Foster, Melissa ",51
"Sundquist, Josh ",50
"Greenwald, Lisa ",50
"Trescott, Mickey ",50
" Alt, Angie ",50
"Holub, Joan ",50
"Walton, Julia ",50
"Marais, Bianca ",49
"Prineas, Sarah ",49
"Berry, Mary ",49
"Barnard, Sara ",49
"Wilkinson, Kerry ",49
"Kortemeier, Todd ",49
"Hart, Emma ",49
"Lackey, Mercedes ",48
"Osborne, Lawrence ",48
"Selfors, Suzanne ",48
"Yomtov, Nel ",47
" Espiritu, Narciso (ILT)",46
"Zahler, Diane ",46
"Vivian, Siobhan ",45
"Douglas, Claire ",45
"Baron, David ",45
"Yee, Lisa ",45
 Random House (ILT),45
"Sheridan, Mia ",44
"Fallon, Siobhan ",44
"Condon, Matthew ",44
"Durst, Sarah Beth ",44
" Laplante, Matthew ",43
"Michels, Barry ",43
"Flintham, Thomas ",43
" Stutz, Phil ",43
" Day, Jane Ann ",43
"Clarke, Neil ",43
"Weingarten, Lynn ",43
"Barrett, Lorna ",43
"Day, John D., M.D. ",43
" Flintham, Thomas (ILT)",43
"Elkeles, Simone ",42
"Bouman, Tom ",42
"Basu, Shrabani ",42
"Johnston, Joan ",42
"Castille, Sarah ",42
"Dipucchio, Kelly ",41
"Sundeen, Mark ",41
"Hearne, Kevin ",41
"Ferencik, Erica ",41
" Graegin, Stephanie (ILT)",41
"Andrews, Mary Kay ",40
"Calacanis, Jason ",40
"Simon, Coco ",40
"Jules, Jacqueline ",39
" Lucey, Michael (TRN)",39
"Kelly, Jim ",39
"Vance, Erik ",39
"Blauner, Peter ",39
"Kohler, Sheila ",39
"Rollins, James ",39
"Eisenstadt, Jill ",39
"Louis, Édouard ",39
" Smith, Kim (ILT)",39
"Meyer, Joyce ",39
"Pon, Cindy ",38
" Gilbert, Matthew J. ",38
" Elliott, Rebecca (ILT)",38
" Dreidemy, Joelle (ILT)",38
"Islington, James ",38
"Lee, Honest ",38
"Abdel-Fattah, Randa ",38
"Doodler, Todd H. ",38
"Elliott, Rebecca ",38
