"Ziegler, Maddie ",111
 Sia (FRW),111
"Skye, Evelyn ",109
"Marcus, Leonard S. (EDT)",106
"Farrell, John A. ",103
"Wax, Wendy ",103
"Phillips, Dee ",101
"Bilton, Nick ",101
"Kent, Christobel ",101
"Van Edwards, Vanessa ",98
"Matharu, Taran ",95
"Hunter, Faith ",93
"Thompson, Victoria ",92
"Graham, Heather ",92
"Bell, Rob ",90
"Maker, Melissa ",90
"Baird, Julia ",90
"Elliott, Rob ",87
 Gearbox (ILT),87
"Dearborn, Mary V. ",85
"Braswell, Liz ",85
"Oshinsky, David ",84
"Ignatow, Amy ",83
"Barr, Emily ",82
" Eyman, Scott ",81
"Wagner, Robert J. ",81
"Giles, Lamar ",80
"White, Roseanna M. ",78
"Ballance, Sarah ",76
"Sherman, Delia ",76
"Yang, Gene Luen ",75
" Holmes, Mike (ILT)",75
"Burnet, Graeme Macrae ",74
"Cartaya, Pablo ",74
"Bruel, Nick ",73
"Clare, Cassandra ",73
"Andrews, Amy ",72
"Robinson, Russell ",72
" Tebbetts, Chris ",71
"Roberts, Nora ",71
" Srinivasan, Divya (ILT)",70
"Gaiman, Neil ",70
"Amen, Daniel G., M.D. ",69
"Dickey, Eric Jerome ",68
"Robertson, Linda ",68
"Stapinski, Helene ",66
"White, Karen ",66
"Liu, Cixin ",66
"Konigsberg, Bill ",65
"Frantz, Laura ",63
"Esmonde-White, Miranda ",62
"Harrison, Kim ",62
"Gettleman, Jeffrey ",62
"Wolfe, Hillary ",62
"Bird, Betsy ",61
"Ostaseski, Frank ",61
"Stratton, Donald ",61
" Gire, Ken ",61
" Brennan, Sarah Rees ",61
 Tsukirino (CON),60
"Orwell, George ",60
"Tsukirino, Yumi ",60
"Fronczak, Paul Joseph ",60
" Tresniowski, Alex ",60
" Wood, Charlotte (INT)",60
"Wyner, Zach ",59
"Petersen, Andrea ",59
"West, Geoffrey ",59
"Graham, Winston ",58
"Morrissey, Di ",58
" Pesta, Abigail ",58
"Uwiringiyimana, Sandra ",58
"Drew, Alan ",58
"Roberts, Rann ",58
"Lackey, Mercedes ",57
" Aaron, Celia ",57
" Saunders, Christina ",57
" Fox, Calista ",57
" Nantus, Sheryl ",57
"Carew, Opal ",57
"Cast, P. C. ",56
"Ashley, Jennifer ",56
"Tambor, Jeffrey ",56
" Ketsoyan, Jack ",55
"Dickson, Kevin ",55
"Bradley, Patricia ",54
"Gottfred, B. T. ",54
"Ryan, Kendall ",53
"Jackson, Brenda ",53
" Keneally, Thomas ",52
"Keneally, Meg ",52
"Hoock, Holger ",52
"Chandler, Tania ",51
"Wilde, Jen ",50
"Arlen, Tessa ",50
"Wilde, Darcie ",48
" Foley, Tim (ILT)",47
"Brightwell, Emily ",47
"Anastasio, Dina ",47
"Brosgol, Vera ",46
" Bruel, Nick (ILT)",46
" Brosgol, Vera (ILT)",46
"Cooner, Donna ",46
"Winter, W. Chris ",45
"Nelson, Suzanne ",45
" Pulde, Alona ",45
" Lederman, Matthew ",45
"Mackey, John ",45
"Donoghue, Emma ",44
"Lively, Penelope ",44
" Hadilaksono, Caroline (ILT)",44
"Edge, John T. ",43
" Diaz, Lena ",43
"Kang, A. N. ",42
"Emet, Joseph ",42
"Camilleri, Andrea ",41
"Leman, Kevin ",40
"Thomashauer, Regena ",40
"Melvin, Leland ",40
"Cooper, Marla ",40
"Carlson, Caroline ",40
"Hampton, Dan ",40
" Han, Barb ",40
"Ariely, Dan ",40
"Hawken, Paul ",40
"Lowery, Wesley ",40
"Shotz, Jennifer Li ",40
"Fox, Calista ",39
"Lee, Mike ",38
"Kelley, Jane ",38
" Von Innerebner, Jessika (ILT)",38
"Weldon, Fay ",38
Time for Kids ,38
"Russ, Elle ",37
" Price, Darren ",36
"Ferguson-Kosinski, Laverne ",36
"Patel, Neil ",35
" Vlaskovits, Patrick ",35
"Dreher, Rod ",35
Princeton Review ,35
" Koffler, Jonas ",35
"Laurence, Matthew ",35
"Dederer, Claire ",35
"Golembesky, Michael ",35
"Coupland, Douglas ",34
"Reynolds, Alastair ",34
"Vernon, Ursula ",34
"Dimon, HelenKay ",34
"Napoli, Lisa ",34
"Rankin, Ian ",34
"Dimarco, Maryann ",33
"Osteen, Joel ",33
"Fitzgerald, F. Scott ",33
"Prum, Richard O. ",33
"Miller, Linda Lael ",32
"Swaab, Neil ",32
"Kenyon, Sherrilyn ",32
"Billingham, Mark ",32
" Whiteson, Daniel ",31
"Virgin, J. J. ",31
" Reynolds, Gareth ",31
"Cham, Jorge ",31
"Hallam, Andrew ",31
" Tamborski, Mary Nelsen ",31
" Oswalt, Patton (FRW)",31
"Nelsen, Jane ",31
"Anthony, Dave ",31
"Hayley, Elizabeth ",30
"Haag, Michael ",30
"Cabot, Amanda ",30
"Benton, Janet ",30
"Tucker, Dan ",29
"Lorenzi, Natalie Dias ",29
"Czerneda, Julie E. (EDT)",29
"Masterman, Becky ",29
"Picoult, Jodi ",29
"Thompson, Laura ",29
"Morrell, David ",28
"Dams, Jeanne M. ",28
"Schwartz, Dana ",28
"Buck, Joe ",28
" Simon, Scott ",28
"Tromly, Stephanie ",28
"Eason, Lynette ",28
"Bennett, Tony ",28
"Gillard, Simon ",27
"Quinn, Ella ",27
"Malerman, Josh ",27
" O'Ferrall, Zoe More (ILT)",26
Dk Travel (COR),26
"Chapman, Steven Curtis ",26
"Austen, Jane ",26
" Hinderliter, John (ILT)",26
"Stine, Megan ",26
"Goggins, Aidan ",26
"Almossawi, Ali ",26
" Abraham, Ken ",26
"Frost, Helen ",26
"Shepherd, Megan ",26
" Matten, Glen ",26
"Logue, Ann ",26
"Prager, Sarah ",26
"Stembridge, Gerard ",26
"Lee, Sungju ",25
"Campbell, Jack ",25
"Riley, Lucinda ",25
" Mcclelland, Susan Elizabeth ",25
"Roderick, Stacey ",24
"Mead, Richelle ",24
" Moriya, Kwanchai (ILT)",24
" Berry, Andrew ",23
"Brown, Taylor ",23
" Kelsey, Allan ",23
"Evans, Jimmy ",23
" Patch, Jessica R. ",23
"Chapman, Vannetta ",23
"Mentink, Dana ",23
"Burnett, Frances Hodgson ",23
"Rodale, Maria ",23
"Eulberg, Elizabeth ",23
"Izzo, John B. ",23
"Gilman, Sarah ",23
" Robbins, Sandra ",23
" Davies, Kevin ",23
"Von Spooks, Misty ",23
"Watson, James D. ",23
"Lesslie, Robert D. ",22
"Corridan, Shawn ",22
"Adams, Douglas ",22
" Mansbach, Adam ",22
"Barry, Dave ",22
Marvel Press (COR),22
" Waid, Gary ",22
"McCarthy, Tom ",22
" Zweibel, Alan ",22
None,22
"Rice, William ",21
"Klepeis, Alicia ",21
"Wilkinson, Kerry ",21
"Griffin, Kathy ",21
"Kirkpatrick, Jane ",21
"Moore, Addison ",21
"Robertson, Robbie ",21
"Doctorow, Cory ",21
"Pearce, Tracy ",21
"Fuentes, Agustin ",21
"Winder, Elizabeth ",21
"Wells, H. G. ",21
"Hepburn, Holly ",21
" Flacco, Anthony ",21
"Keller, Timothy ",21
"Gregory, Rebekah ",21
"McBride, Lish ",21
" Wang, Jen (ILT)",21
"Weis, Margaret ",20
"Capucilli, Alyssa Satin ",20
" Krammes, Robert ",20
"Sabin-wilson, Lisa ",20
"Lynch, Karen ",20
"Bradford, Chris ",20
Daily Books (COR),20
"Asher, Jay ",20
" Anchin, Lisa (ILT)",20
"Mcknight, Christina ",19
Flowerpot Press (COR),19
"Neale, Kitty ",19
"Tharoor, Kanishk ",19
"Herzog, Amy ",19
"Glancy, Robert ",19
"Saini, Angela ",19
" Ozzi, Dan ",18
"French, Gillian ",18
" Maberry, Jonathan ",18
" Priest, Cherie ",18
" Graegin, Stephanie (ILT)",18
" Kenyon, Sherrilyn ",18
"Kakalios, James ",18
"Golden, Christopher (EDT)",18
" Barber, Alex ",18
"Barber, Elke ",18
"Grace, Laura Jane ",18
"Marenghi, Catherine ",18
" Smith, Scott ",18
"Northup, Solomon ",18
"Pinder, Eric ",18
"Kokie, E. M. ",18
" James, Steve (ILT)",17
"Gardner, Robert ",17
"Bailey, R. J. ",17
"Colleen, Marcie ",17
"Huckerby, Mark ",17
" Ostler, Nick ",17
"Spence, Kelly ",17
"Crouch, Andy ",17
"Texier, Catherine ",16
"Kery, Beth ",16
" Caulkhoven, Laurie ",16
"Shanker, Tarun ",16
" Zekas, Kelly ",16
"Johnson, Liz ",16
"Chack, Erin ",16
"Beckett, Sparrow ",16
"Kolata, Gina ",16
"Marshall, Colby ",16
"Mcdonald, Barry J. ",16
" Rothfeld, Steven (PHT)",15
"Mccloud, Carol ",15
"Kerstetter, Jon ",15
"Burd, Barry A. ",15
"Larsen, K. J. ",15
"Flores, Dan ",15
"Davis, Hillary ",15
"Franze, Anthony ",15
"Goldstein, Elisha ",15
"Rueda, Claudia ",15
" Yates, Maisey ",15
"Gerwarth, Robert ",15
" Messing, David (ILT)",15
"Ferrante, Elena ",15
" McKeown, Greg ",14
"Wiseman, Liz ",14
"Rilke, Rainer Maria ",14
"Stuart, Keith ",14
"Feasel, Cyndy ",14
"Kallio, Jamie ",14
"Bao, Karen ",14
" Yorkey, Mike ",14
"Cannell, Dorothy ",14
"Eisner, Peter ",14
"Mason-John, Valerie ",13
"Flynt, Wayne ",13
"Tims, Laura ",13
" Daniel, Anne Margaret (EDT)",13
" Titmuss, Christopher (FRW)",13
" Williams, Angel Kyodo (FRW)",13
" Mcmenamin, Dave ",13
" Matrisciani, Michele ",13
"Sullivan, Laura ",13
"Moore, Melissa ",13
"Freeman, Mike ",13
"Farley, Christina ",13
"Combs, Sarah ",13
"Logan, Drew ",13
" Murphy, Myatt (CON)",13
"Windhorst, Brian ",13
"Rickards, James ",12
"Tharp, Brenda ",12
"Larsen, Andrew ",12
"Kroll, Jennifer ",12
" Lowery, Mike (ILT)",12
"Wasserberg, Eleanor ",12
"Gould, Jonathan ",12
"Lesser, Wendy ",12
"Rosen, William ",12
"Hannon, Kerry E. ",12
"Scardino, Franco ",12
"Gottlieb, Anthony ",12
"Trubek, Anne ",12
"Barks, Coleman ",12
"Schmermund, Elizabeth ",12
"Whittall, Zoe ",11
"Woods, Chavisa ",11
" Meyer, Frank ",11
"Tolstoy, Leo ",11
"Maas, Sarah J. ",11
"King, Julie Adair ",11
" Doherty, Paul ",11
"Axat, Federico ",11
"Larson, M. A. ",11
"Maberry, Jonathan ",11
"Harrington, Brooke ",11
"Cassidy, Cody ",11
"Derusha, Michelle ",11
"Washburn, Livia J. ",11
"Garner, Paula ",11
" Prior, Karen (FRW)",11
"Pegula, Chris ",11
"Rumsey, Deborah J. ",11
" Frye, David (TRN)",11
"Kopp, Megan ",11
"Danesi, Marcel ",11
"Buchanan, Patrick J. ",11
"Snow, Anna ",10
"Tyson, Mike ",10
" Probert, Tim (ILT)",10
"Freedman, Paul ",10
"Fishbane, Melanie ",10
"Doyle, Arthur Conan, Sir ",10
" Turkell, Michael Harlan ",10
"Luyken, Corinna ",10
"Lorrimer, Claire ",10
"Wilkins, Kim ",10
" Luyken, Corinna (ILT)",10
"Lahiri, Jhumpa ",10
"Bildner, Phil ",10
"Cott, Jonathan ",10
"Cosentino, Chris ",10
"Savage, J. Scott ",10
"Kiszla, Mark ",10
" Harrell, Daniel (AFT)",9
"Smith, Jill Eileen ",9
"Fitzgerald, Isaac ",9
"Sinclair, Kira ",9
"Johnston, Joan ",9
"Ra, Kaia ",9
" Longman, Tremper, III (FRW)",9
Ant Hive Media (COR),9
"Thomson, Glenna ",9
" Macnaughton, Wendy ",9
Plant Select ,9
" McIntyre, Paul ",9
"Fischetto, Jennifer ",9
"Wise, Sally ",9
"McKnight, Scot ",9
Trivion Books (COR),9
"Fairstein, Linda A. ",9
" Venema, Dennis R. ",9
"Sattouf, Riad ",9
"Raczka, Bob ",9
"Zimmerman, Jan ",9
" Kushner, Anna (TRN)",9
"Bowles, Robin ",9
"Padura, Leonardo ",9
" Ng, Deborah ",9
"Czarnecki, Kevin ",9
"Dickens, Charles ",9
"Calipari, John ",8
"Karchut, Darby ",8
" Madden, Bill ",8
"Stevenson, Robert Louis ",8
"Alexander, Johnnie ",8
"Watson, Don ",8
"Auster, Paul ",8
"Clifford, Steven ",8
"Young, Shinzen ",8
"Keller, Thomas ",8
"Sehdev, Jeetendr ",8
"Fossen, Delores ",8
"Sundin, Sarah ",8
"Jackson, Richard ",8
"Lasky, Kathryn ",8
"Wideman, John Edgar ",8
" McGee, Harold (INT)",8
"Curtis, Emmy ",8
" Prince, Michel ",8
"Malori, Reana ",8
"Frost, Mark ",8
" Pinkney, Jerry (ILT)",8
"Piniella, Lou ",8
"Buckley, Julia ",8
"Colasanti, Susane ",8
"Yasuda, Anita ",7
" Taylor, Theodore (ILT)",7
"Seethaler, Robert ",7
"Clinton, Hillary Rodham ",7
" Gerstein, Mordicai (ILT)",7
"Shouse, Deborah ",7
"O'Neal, Shaquille ",7
"Ribowsky, Mark ",7
"Fielding, Helen ",7
"Magoon, Kekla ",7
"Pembroke, Sophie ",7
"Ryrie, Alec ",7
"Carlson, Melody ",7
"Bolton, Sharon ",7
" Kaine, Tim ",7
"Scott, Victoria ",7
"Cochran, Peg ",7
"Nagle, Jeanne ",7
"Morretta, Alison ",7
"Ackerman, Dan ",7
"Merrick, Kate ",7
"Gerstein, Mordicai ",7
"Oldham, Nick ",7
"Blake, Kevin ",7
" Graves, Paula ",7
"Carr, Nicholas ",7
"Menzies-pike, Catriona ",7
" Eden, Cynthia ",7
" Dostoyevsky, Fyodor ",6
" Vidal, Oriol (ILT)",6
"George, Kallie ",6
"Bovy, Phoebe Maltz ",6
"Matthews, Brian ",6
"Mason, Susan Anne ",6
"Mayer, Pamela ",6
"Aspinall, Sarah ",6
"Wayne, Joanna ",6
"Furman, Richard, M.d. ",6
" Helm, Nicole ",6
"Bond, Michael ",6
" Alley, R. W. (ILT)",6
"Taylor, Taryn Leigh ",6
"Kerr, Lucy ",6
" Zoshchenko, Mikhail (CON)",6
"Greenblatt, James ",6
"Turnbull, Peter ",6
"Harper, Timothy ",6
"Patti, Caroline T. ",6
" Aspinall, Sarah (ILT)",6
"Barnes, Heidi ",6
"Pung, Alice (EDT)",6
"Brannon, Cecelia H. ",6
" Gottlieb, Bill ",6
" Melmon, Deborah (ILT)",6
"Siegfried, Donna Rae ",6
" Pratt, Pierre (ILT)",6
"Messier, Mireille ",6
"Mayberry, Matt ",6
 Teffi (CON),6
"Phillips, Louise ",6
"Wheeler, Kathleen H. ",6
" Kernan, Jenna ",6
"Pattison, Eliot ",6
" Chekhov, Anton Pavlovich (CON)",6
"Cameron, Barbara ",6
"Miller, Darcy ",6
"Markovics, Joyce ",5
"Raschka, Christopher ",5
" Rayment, Sean ",5
"March, Meghan ",5
" Thomas, Rich, Jr. ",5
"Eldridge, Jim ",5
"Hensperger, Beth ",5
" Garbera, Katherine ",5
"Welsh, Jennifer ",5
" Snow, Jennifer ",5
" Taylor, Taryn Leigh ",5
"Taylor, Jodi ",5
"Thomas, Richard ",5
"Plath, Sylvia ",5
"Buchan, John ",5
"Hughes, Kim ",5
"Wagner, David P. ",5
"Vandermeer, Jeff ",5
"Washington, Amanda ",5
"James, Elle ",5
"Bruns, Don ",5
"Roberts, Kym ",5
"Blauner, Andrew ",5
"Harris, Teresa E. ",5
"Lawrence, D. H. ",5
"Eliot, George ",5
"Hoffeld, David ",5
"Sardar, Gian ",5
" Schmitz, Jeorg ",4
"Upton, Eben ",4
"Sugg, Zoe ",4
"Hand, Elizabeth ",4
"Bouis, Antonina W. (TRN)",4
"Weing, Drew ",4
"Mota, Bethany ",4
"Forbeck, Matt ",4
"Terry, Ellie ",4
"Holub, Joan ",4
" Varallo, Vincent ",4
"Halpern, Jake ",4
" Halfacree, Gareth ",4
"Snow, Jennifer ",4
"Kortemeier, Todd ",4
"Joyce, James ",4
" Björkman, Steve (ILT)",4
"Aretha, David ",4
"Buck, Leslie ",4
"Hoffman, Alice ",4
"Bashow, David L. ",4
"Lenz, Kristin ",4
"Zander, Lauren ",4
"Ryckman, Tatiana ",4
"Mastai, Elan ",4
"Cunningham, Meghan Engsberg ",4
" Kujawinski, Peter ",4
"Gerritsen, Tess ",4
"Taylor, Drew Hayden ",4
"Wake, Jules ",4
"Mardyks, Stephan ",4
"O'keefe, S. Alexander ",4
"Chernow, Ron ",4
" Lichtenheld, Tom (ILT)",4
"Mumford, George ",4
"Benedis-Grab, Daphne ",4
"Wiken, Linda ",4
"Vande Velde, Vivian ",4
"Abrantes, Melanie ",4
"Pintoff, Stefanie ",4
Fine Homebuilding (COR),4
"Gaines, Alice ",4
"Towle, Samantha ",4
"Green, John Patrick ",4
" Lebedev, Sergei ",4
"Sager, Craig ",3
" Sager, Craig, II ",3
"Steele, Allen ",3
"Miller, Emmett ",3
" Thomas, Louis (ILT)",3
" Garton, Sam (ILT)",3
"Costello, Matthew ",3
"Krulik, Nancy E. ",3
" Paschkis, Julie (ILT)",3
" Avril, Lynne (ILT)",3
" Curtis, Brian ",3
"Goldberg, Herb ",3
"Clark, Mindy Starns ",3
"Macias, P. T. ",3
"Ramqvist, Karolina ",3
"Garton, Sam ",3
"Paschkis, Julie ",3
" Barkley, Charles (INT)",3
"Cardone, Grant ",3
"Coddington, Andrew ",3
" Vivian, C. T. (FRW)",3
"Garbera, Katherine ",3
Disney Book Group (COR),3
"Martin, Andrew ",3
"Harris, Lisa ",3
"Parish, Herman ",3
"Williams, Timothy ",3
"Bradley, Eden ",3
"Snoekstra, Anna ",3
"Kelly, David M. ",3
" Vogel, Saskia (TRN)",3
"Reyes, M. G. ",3
"Hieronymus, Stan ",3
"Bragi, Steinar ",3
"Court, Margaret ",3
"Harrison, Jan ",3
"Langlinais, M. Pepper ",3
" Herron, Rita ",3
" Gould, Leslie ",3
" Richards, Neil ",3
"Ruskin, Marc ",3
American Cancer Society (COR),3
"Wan, Joyce ",3
"Herfkens, Annette ",3
"Browne-marshall, Gloria J. ",3
"Gayle, Catherine ",3
Elise Marion ,3
"Summers, Portia ",3
"Mathewson, R. L. ",3
"Rubery, Matthew ",2
"Small, Cathleen ",2
"Ivancic, Linda ",2
Rough Guides (EDT),2
"Robinson, Gabrielle ",2
"Okri, Ben ",2
"Bronte, Emily ",2
"Sweren-Becker, Daniel ",2
" Boutavant, Marc (ILT)",2
"Raphael, Ray ",2
"Lindell, Debbie ",2
"Wohlforth, Charles ",2
"Schafer, Susan ",2
"Garry, Joan ",2
"Henrotin, Joseph ",2
"Kagda, Sakina ",2
"Lewis, Wendy ",2
"Guibert, Emmanuel ",2
"Kwun, Aileen ",2
"Woodson, Jacqueline ",2
"Webb, Emily ",2
"Young, Moira ",2
"Hemstreet, Patrick ",2
"Heley, Veronica ",2
"Duling, Kaitlyn ",2
"Hitchmough, James ",2
" Conley, Chase (ILT)",2
"Hardy, Miranda ",2
"Jordan, Robert ",2
"Mathew, Kimaya ",2
" Flory, Susy ",2
"Smith, Virginia ",2
" Smith, Bryn ",2
"Davis, Oslo ",2
" Caine, Christine (FRW)",2
"Cliff, Tony ",2
"Jenkins, Jennifer ",2
" Dixon, Chuck ",2
"Falconer, Kieran ",2
"Cox, Harvey ",2
" Hendrix, Amanda R. ",2
"Moorjani, Anita ",2
"Burt, Stephen ",2
"Goldish, Meish ",2
"Harding, Ian ",2
"Bloom, Ira ",2
"Aronson, Jay D. ",2
"Reeves, Diane Lindsey ",2
"Backman, Fredrik ",2
"Rowell, Rebecca ",2
"Borbely, Szilard ",2
 Aviation Supplies & Academics Asa (COR),1
"Treasurer, Bill ",1
Federal Aviation Administration FAA (COR),1
" Cordell, Matthew (ILT)",1
"Beranbaum, Rose Levy ",1
"Ahiers, Sarah ",1
"Chitman-Booker, Lakeena ",1
"Howard, Paul ",1
"Rudolph, Jessica ",1
"Gaines, Alison ",1
"Pateman, Robert ",1
Oprah Magazine (EDT),1
" Smith, Deborah (TRN)",1
"Lawrence, Ellen ",1
"Johnson, Gary E. ",1
"Philbrick, Nathaniel ",1
"Meghji, Shafik ",1
" Tremblay, Marie-ève (ILT)",1
" Tapper, Lucy (ILT)",1
"King, David C. ",1
"Haney, Johannah ",1
"Levitt, Tamara ",1
"May, Andrew ",1
"Reed, Terri ",1
"Dowd, Maureen ",1
" Gustavson, Adam (ILT)",1
"Bolduc, Mario ",1
"Diesen, Deborah ",1
"Seidlinger, Michael J. ",1
" Hanna, Dan (ILT)",1
Immortal Angel ,1
"Goodyear-Smith, Felicity ",1
" Song, Christina (ILT)",1
"Chaucer, Geoffrey ",1
" Goddard, Elizabeth ",1
"Vitalis, Andre ",1
"Toobin, Jeffrey ",1
" Minor, Wendell (ILT)",1
"Weinstein, Stanley ",1
"Norris, Megan ",1
"Paris, Stephanie ",1
"Wilson, Steve ",1
Bandi ,1
"Stevenson, Sharon ",1
" Cohen, Jessica (TRN)",1
"Drummond, Allan ",1
"Long, Lucy M. ",1
"Dahl, Steve ",1
"Smokler, Kevin ",1
"Yum, Hyewon ",1
"Moiz, Azra ",1
"Macceca, Stephanie ",1
" Reiner, Alysia (FRW)",1
"Swift, Jonathan ",1
"Eamer, Claire ",1
"Polgar, Susan ",1
" Aucoin, Matt (ILT)",1
"Diehn, Andi ",1
" Odenkirk, Bob (FRW)",1
"Caldwell, C. Hoyt ",1
"Arnold, Marsha Diane ",1
" Hoekstra, Dave ",1
"MacLeod, D. Peter ",1
"Lennon, J Robert ",1
" Gore, Sherry ",1
" Blossom, James M. ",1
"Herrera, Yuri ",1
" Moseley-Williams, Sorrel ",1
"Rennie, Al ",1
" Waters, Susy Pilgrim (ILT)",1
" Keeling, Stephen ",1
" Natkin, Paul (PHT)",1
"Danker, Sean ",1
"Lyle, Katie Letcher ",1
"Schmitt, Barton D. ",1
" Dillman, Lisa (TRN)",1
"Windham, Ryder ",1
" King, Stephen Michael (ILT)",1
"Clark, Glenn ",1
"Ibsen, Henrik ",1
"Robertson, Sebastian ",1
"Forner, Mark ",1
"Drexler, Jan ",1
"Timmerman, Luke ",1
"Martin, Alan ",1
"Haidt, Jonathan ",1
"Slaughter, Karin ",1
"Boebert, Earl ",1
"Simmons, Kelly ",1
" Kopp, Kathleen ",1
" De Prado, Oscar ",1
Emma Right ,1
"Palermo, Sharon Gibson ",1
"McCoy, Ken ",1
" Lynn, Dana R. ",1
"Shakespeare, William ",1
"Emmott, Bill ",1
"Ross, Hugh ",1
"Rabinyan, Dorit ",1
"Daly, Cathleen ",1
"Kirsanow, Peter ",1
"Schuh, Mari ",1
"Klein, Abby ",1
"Lister, Zoë ",1
"London, Jack ",1
"Divakaruni, Chitra Banerjee ",1
"Cohen, Micael A. ",1
"Wolf, Paige ",1
"Chrissopoulos, Christos ",1
"Watson, Danielle ",1
"Copperman, Cara ",1
"Bridge, George ",1
"Maloof, Torrey ",1
"Ackerman, Elliot ",1
"French, Lee ",1
"Hawthorne, Nathaniel ",1
"Goyer, Tricia ",1
" Carbaugh, Samuel (ILT)",1
"Chopra, Aidan ",1
"Holmes, Alfonso Romero ",1
" Triebe, Madelaine ",1
"Crowl, M. Tara ",1
" McKinley, John (ILT)",1
" Hewlett, Jamie (CON)",1
"Green, Jarrod ",1
"Blobaum, Cindy ",1
" Barden, Pamela ",1
