,0
"Palacio, R. J. ",11305
"McDonald, Megan ",6596
"Sachar, Louis ",6189
" Reynolds, Peter (ILT)",2225
"Murphy, Glenn ",1829
" Ledwidge, Natacha (ILT)",1601
"Kessler, Liz ",1601
"Gray, Susan Heinrichs ",1220
" Voris, Harold K. (EDT)",1214
" Fradin, Dennis B. ",1128
"Fradin, Judith Bloom ",1128
"Oliver, Lauren ",1025
"Landay, William ",978
"Lindsey, Johanna ",884
"Kazunas, Ariel ",717
"Mafi, Tahereh ",668
"Mullins, Matt ",614
"Minden, Cecilia ",535
" James, Rhian Nest (ILT)",504
"Fussell, Sandy ",504
"Somervill, Barbara A. ",468
"Michaels, Fern ",457
"Raatma, Lucia ",454
" Gates, Cormack (EDT)",453
"Jacobson, Jennifer Richard ",426
"Cameron, Ann ",402
" Strugnell, Ann (ILT)",400
" Barrett, Angela (ILT)",371
"Schlitz, Laura Amy ",371
"Sendker, Jan-Philipp ",295
"Peet, Mal ",291
"Atwood, Margaret Eleanor ",272
"Haarsma, P. J. ",254
"Luceno, James ",245
"Zahn, Timothy ",224
"Kline, Suzy ",221
" Remkiewicz, Frank (ILT)",221
"Burgess, Melvin ",219
"Taylor, Greg ",212
"Fisher, Roger ",211
" Patton, Bruce ",211
" Ury, William L. ",211
"Evans, Richard Paul ",209
"Stover, Matthew Woodring ",179
"Salvatore, R. A. ",170
"Green, Robert ",169
"Brockmann, Suzanne ",166
"Rosenberg, Pam ",162
"Hannigan, Katherine ",153
"Traviss, Karen ",152
"Graham, Heather ",150
" Hicks, Jerry ",149
"Hicks, Esther ",149
"Balogh, Mary ",149
"Mallery, Susan ",145
"Anderson, Laurie Halse ",143
"Glut, Donald F. ",142
"Karpyshyn, Drew ",141
"Maupin, Armistead ",141
"Gerritsen, Tess ",140
"Brooks, Terry ",139
"Haidt, Jonathan ",132
"Jackson, Lisa ",128
" Russell, Rachel Renee (ILT)",128
" Bush, Nancy ",128
"Russell, Rachel Renee ",128
" Earley, Lori (ILT)",120
"Petersen, Christine ",116
"Smith, Cynthia Leitich ",116
"Stackpole, Michael A. ",112
" Dominguez, Joe ",111
" Mustache, Money (FRW)",111
"Cotterill, Colin ",111
"Robin, Vicki ",111
"Marsico, Katie ",105
"Johnston, Joan ",104
" Miller, Page Putnam (EDT)",100
"O'Connor, Anne Marie ",97
"Howell, Hannah ",93
"Lucas, George ",90
"Wiggs, Susan ",90
" Casnocha, Ben ",87
"Hoffman, Reid ",87
" Wideburg, Laura A. (TRN)",85
"Tursten, Helene ",85
"Dyer, Wayne W. ",84
"Hay, Louise L. ",82
"Dailey, Janet ",74
"Orr, Tamra B. ",73
"Woods, Sherryl ",72
Better Homes and Gardens Books (COR),72
"Cardone, Grant ",72
"Bostwick, Marie ",71
"McKinlay, Jenn ",70
"Albom, Mitch ",65
"Woodsmall, Cindy ",65
"Allston, Aaron ",65
"King, Laurie R. ",63
