,0
"Kinney, Jeff ",24038
" Berenstain, Jan ",4213
"Berenstain, Stan ",4213
" Berenstain, Jan (ILT)",4178
" Berenstain, Stan (ILT)",4178
"Christie, Agatha ",1134
"Silva, Daniel ",763
"Evslin, Bernard ",700
"Chainani, Soman ",681
" Bruno, Iacopo ",681
"Gutman, Dan ",671
"Kittscher, Kristen ",659
"Frank, Dorothea Benton ",649
"Jance, Judith A. ",525
" Dugard, Martin ",489
"O'Reilly, Bill ",489
" Paillot, Jim ",470
"Gibson, Rachel ",386
"Rollins, James ",376
"Hill, Joe ",346
"Roth, Veronica ",346
"Berenstain, Jan ",340
"Kellerman, Faye ",320
"Meyer, Philipp ",305
"Anderson, John David ",302
"Banks, Maya ",296
"Allende, Isabel ",291
"Lewis, C. S. ",287
"Baldacci, David ",277
"Kincaid, S. J. ",261
"Hiaasen, Carl ",259
"Cornwell, Patricia Daniels ",250
"Kolker, Robert ",245
"Patterson, James ",244
" Berenstain, Stan ",238
"Dahl, Victoria ",227
" Paillot, Jim (ILT)",201
"Healy, Christopher ",191
"Carr, Robyn ",186
"Parish, Herman ",169
"Cahalan, Susannah ",167
Spectrum (COR),165
"Martin, Ann M. ",162
"Zuckoff, Mitchell ",152
"Osborne, Mary Pope ",148
"Columbus, Chris ",147
" Vizzini, Ned ",147
" Call, Greg ",147
"Maxwell, Cathy ",142
"Tanzi, Rudolph E., Ph.D. ",141
" Chopra, Deepak ",141
"Castle, Richard ",139
"Monroe, Mary Alice ",139
" Berenstain, Mike ",137
"Brockmann, Suzanne ",126
"Taleb, Nassim Nicholas ",121
" Scott, Justin ",121
"Cussler, Clive ",121
"Shepard, Sara ",118
"Johnstone, William W. ",118
"Rule, Ann ",117
"Steel, Danielle ",112
"Frost, Jeaniene ",111
"Quinn, Julia ",111
"Chase, Loretta Lynda ",110
"Shapiro, B. A. ",106
"Quinn, Kate Karyus ",104
" Krosoczka, Jarrett J. (ILT)",102
"Krosoczka, Jarrett J. ",102
"Park, Barbara ",97
"Martin, Kat ",91
"Hearne, Kevin ",90
"Lunetta, Demitria ",90
"Angelou, Maya ",89
"Gardner, Lisa ",89
"L'Amour, Louis ",88
"O'Connor, Jane ",86
"Pratchett, Terry ",81
"Henkes, Kevin ",80
"James, Eloisa ",80
"Clancy, Tom ",80
"Frankel, Jordana ",79
"Oliver, Lauren ",76
"Howard, Linda ",75
" Jones, Linda ",75
" Dillon, Karen ",74
"Mallery, Susan ",74
" Macomber, Debbie ",74
" Barnett, Jill ",74
"Christensen, Clayton M. ",74
" Allworth, James ",74
"Wiggs, Susan ",74
"Kann, Victoria ",73
" Johnstone, J. A. ",68
"Snyder, Maria V. ",68
"Dennard, Susan ",67
"Strohmeyer, Sarah ",66
"Harrison, Kim ",66
"Grogan, John ",66
"Gaiman, Neil ",66
" Reaves, Mallory ",66
" Reaves, Michael ",66
"Scott, Robert ",64
"Powell, Colin L. ",64
"Dunn, Matthew ",62
"Thompson, J. E. ",62
" Barker, Teresa H. ",59
"Halpern, Justin ",59
"Steiner-Adair, Catherine ",59
" Greenfeld, Karl Taro ",58
"Erving, Julius W. ",58
"Powell, Chris ",57
"Ariely, Dan ",57
"Bockoven, Georgia ",57
"Greenberg, Amy S. ",56
"Hyzy, Julie ",56
"Livingston, Lesley ",55
"Mansbach, Adam ",54
"Long, Julie Anne ",53
"Pike, Aprilynne ",52
" Godwin, Laura ",51
" Johnstone, J.a ",50
"Tan, Chade-Meng ",49
"McKenna, Lindsay ",49
" Friedman, Hal ",48
"Van Booy, Simon ",47
"Harris, Charlaine ",47
"Mansfield, Stephen ",46
"Locke, Attica ",46
"Riley, J. D. ",46
"Shriver, Lionel ",44
" Harris, Todd (ILT)",44
"Gerritsen, Tess ",43
"Silver, Eve ",43
"Daheim, Mary ",43
"Brown, Marc Tolon ",43
"Heath, Lorraine ",41
"Burton, Jaci ",41
"Mortimer, Carole ",40
"White, Kate ",40
"Jordan, Sophie ",39
"Rose, Karen ",38
"Daugherty, C. J. ",37
"Diop, Cheikh Anta ",35
"Good, Phyllis Pellman ",35
"Rose, Darya Pino ",35
"Mofina, Rick ",33
