,0
Aesop ,10074
"Grimm, Jacob ",6484
" Grimm, Willhelm ",6484
"Scarborough, Dorothy ",5735
"Hope, Laura Lee ",4415
"Potter, Beatrix ",3894
"Marshall, Logan ",2705
"Jessup, Alexander ",2391
"Kipling, Rudyard ",2306
"Ozaki, Yei Theodora ",1754
"Collodi, Carlo ",1683
"Henry, O. ",1619
"Henry, Patrick ",1589
"Bailey, Arthur Scott ",1102
Anonymous ,952
"Ibsen, Henrik ",697
"Millay, Edna St. Vincent ",541
"Jewett, Sarah Orne ",475
"Rossetti, Christina Georgina ",424
"Reagan, Ronald ",349
"Chesterton, G. K. ",234
"Lang, Andrew ",226
"Smith, Margaret Chase ",151
Seneca Falls Conference ,88
"Washington, George ",79
"Northup, Solomon ",12
"Doyle, Arthur Conan, Sir ",8
"Hawthorne, Nathaniel ",4
"McSpadden, J. Walker ",3
"Burroughs, Edgar Rice ",2
"Poe, Edgar Allan ",1
"Stowe, Harriot Beecher ",1
"London, Jack ",1
Burnett. Frances Hodgson ,1
