,0
"Andersen, Hans Christian ",14139
"Lear, Edward ",5683
"Carroll, Lewis ",3316
Unknown ,3251
"Brooke, L. Leslie ",2551
" Allen, Brooke (CON)",1217
"Perkins, Lucy Fitch ",1165
"Rossetti, Christina Georgina ",1079
" Stevenson, Noelle ",1009
"Ellis, Grace ",1009
"Marshall, Logan ",962
"Coolidge, Susan ",469
"Appleton, Victor ",466
"Allende, Isabel ",433
"Grant, Katy ",425
"Kipling, Rudyard ",417
"Frank, Dorothea Benton ",367
"Durham, Victor G. ",354
"Brown, Don ",323
"North, Ryan ",297
"Grippando, James ",286
" Lamb, Braden (CON)",286
" Paroline, Shelli ",285
" Holmes, Mike ",285
"Koppel, Ted ",283
" Boyce, Emily (TRN)",278
" Aitken, Jane (TRN)",278
"Laurain, Antoine ",278
"Quinn, Julia ",264
"Hauck, Rachel ",262
"Hawthorne, Nathaniel ",260
"Johansen, Erika ",254
"Crane, Walter ",235
" Campbell, Leanne (EDT)",229
" Campbell, Thomas M., II (FRW)",229
"Sroufe, Del ",229
" Lichtenheld, Tom (ILT)",212
"Ferry, Beth ",212
"Slaughter, Karin ",210
"Humphries, Sam ",208
" Boyle, Caitlin Rose (CON)",208
"Bell, Cece ",189
" Howard, Tait ",179
"Hall, Michael ",175
"Bolitho, Janie ",172
"Silva, Daniel ",171
"Schneider, Josh ",168
"Clemente, Zachary ",158
" Green, Andrew ",158
" Nowak, Carolyn (CON)",151
"Stevenson, Noelle ",151
" Watters, Shannon ",151
"Walliams, David ",150
"Kelly, Cathy ",142
"Cameron, Stella ",141
"Gray, Shelley ",135
"Schwab, Victoria E. ",131
"Fawcett, Patricia ",125
"Abbott, Edwin Abbott ",122
"Schulz, Charles M. ",122
"Ruff, Matt ",121
"Watson, S. J. ",117
"Frost, Robert ",113
"Gran, Meredith ",107
"Engle, Margarita ",106
"Gray, Shelley Shepard ",106
" López, Rafael (ILT)",106
"Allegri, Natasha ",104
"Oksanen, Sofi ",103
"Maas, Sarah J. ",103
"Vermalle, Caroline ",98
"Clipston, Amy ",98
" Aitken, Anna (TRN)",98
"Hope, Jessamyn ",95
"Bronston, J. M. ",94
" Carroll, Emily ",93
"Waters, Shannon ",93
" Hicks, Faith Erin (CON)",93
"Eakes, Laurie Alice ",89
"Walsh, Peter ",89
" Pietsch, Carey (CON)",88
"Harrison, Melissa ",87
"Williams, Nathan ",86
"Martin, Faith ",85
"Lewis, Justin ",84
"Raden, Aja ",82
"Lish, Atticus ",81
"Kerrigan, Kate ",81
"Glatt, John ",74
"Leonard, Kelly ",73
" Yorton, Tom ",73
"Scieszka, Jon ",71
" Biggs, Brian (ILT)",71
"Pierpont, Julia ",69
"Howard, A. G. ",67
"Levy, Lawrence H. ",64
"Mifflin, Margot ",63
"Stewart, Tracey ",61
"Latus, Dan ",61
" Ashlock, Lisel (ILT)",61
"Panowich, Brian ",60
"Wentworth, Ali ",58
"Rappold, Thomasine ",58
"Morrill, Lauren ",58
"Bauer, Belinda ",56
"Fitzgerald, F. Scott ",55
" Updike, John ",55
"O'loughlin, Ann ",55
"Ashdown, Rebecca ",54
"Dunrea, Olivier ",51
"Gabaldon, Diana ",51
"Kunetka, James ",51
" Scott, Vicki ",49
"Moran, Margaret ",49
" Magnussen, Serafina (CON)",49
"Ronnen, Tal ",49
" Jones, Scot (CON)",49
"Masterton, Graham ",46
" Ruzzier, Sergio (ILT)",45
"Bunting, Eve ",45
"Cadbury, Helen ",43
"Rath, Tom ",42
"Nix, Garth ",42
"Page, Robin ",42
" Jenkins, Steve ",42
"Burton, Dreena ",41
"O'Connor, Nuala ",40
"Lee, Suzy (ILT)",39
"Hacker, Andrew ",39
" Waber, Bernard ",39
"Weldon, Fay ",39
" Farjado, Alexis E. ",38
" Braddock, Paige ",38
"Cross, Kim ",38
" Gertler, Nat ",38
"Rickstad, Eric ",38
" Flores, Madeline ",37
"Berg, Jodi ",37
" Espinosa, Anissa ",37
"Bartusiak, Marcia ",37
Peterson's (COR),37
" Mcginty, Ian ",37
"Clements, Andrew ",36
" Alley, R. W. (ILT)",36
 Jess Golden (ILT),35
"Anderson, Susan B. ",35
"Silverman, Erica ",35
"Gates, Rolf ",34
"Soule, Maris ",34
"Alcorn, Randy ",34
" Jackson, Garrett ",34
"Chalker-Scott, Linda ",33
"Burstall, Emma ",33
"Gunn, Tim ",33
"Mills, DiAnn ",33
"Adams, Ellery ",32
"Worthington, Alli ",32
"Banks, Ray ",32
" Caine, Christine (FRW)",32
"Gilats, Andrea ",31
"Sinclair, Rob ",31
"Shepard, Sara ",31
"Cook, Bruce ",30
" Burke, Kevin M. ",30
"Jeter, Derek ",30
" Mantell, Paul ",30
"Gates, Henry Louis ",30
" Chany, Kalman ",29
"Warren, Rick ",29
Princeton Review (COR),29
"Weber, Kristine Kaoverii ",28
"Potter, Ellen ",28
"Hood, Ann (EDT)",28
"Berry, Steve ",28
"Caine, Rachel ",28
" Heatley, David (ILT)",28
"Russell, Rachel Renee ",28
"Lieber, Ron ",28
"Box, C. J. ",27
"McCullers, Carson ",27
"Roberts, Gregory David ",27
"Tope, Rebecca ",27
"Zanetti, Rebecca ",26
"Thomson, June ",26
"Maclean, Harry ",26
" Fitt, Matthew ",26
"Kurkjian, Stephen ",25
"Dams, Jeanne M. ",24
"Renaud, Georges ",24
"Berkowitz, Eric ",24
" Kahn, Victor ",24
"Besh, John ",24
"Speyer, Erik ",24
"Mariani, Scott ",24
"Dash, Stacey ",23
"Northrop, Michael ",23
"Thor, Brad ",23
"Lambert, Craig ",23
"Smith, A. J. ",23
"Holt, Jonathan ",23
" Thomas, Kirk ",22
"Morton, Mandy ",22
"Thomas, Kamini ",22
"Rand, Violetta ",22
"Hampton, Brenda ",21
"Shane, Scott ",21
"Denmark, Evangeline ",21
" Prins, Erika ",21
"Schnabel, Ernst ",21
"Newton, Michael, Ph.D. ",21
"Jones, Dylan ",21
" Walnes, Gillian ",21
"Larsen, Darl ",20
"Willis, Jeanne ",20
" Lewis, Courtland (EDT)",20
"Barker, Clive ",20
"Dorling Kindersley, Inc. (COR)",20
" Vere, Ed (ILT)",20
" Reed, Nathan (ILT)",20
"Hobb, Robin ",20
"Wilder-Taylor, Stefanie ",20
"Smithka, Paula (EDT)",20
"Wilson, Glenis ",19
"Madison, William V. ",19
"Allan, Jay ",19
"Chediak, Alex ",19
"Hiekkapelto, Kati ",19
" Hackston, David ",19
"Cala, Ismael ",19
"Haggith, Mandy ",19
"Hughes, Anna ",18
"Cornwell, Bernard ",18
"Reitman, Harold ",18
"Simons, Paullina ",18
"Holt, Desiree ",18
"Crabapple, Molly ",18
"Roby, Kimberla Lawson ",17
" Fido, Martin ",17
"Worall, Frank ",17
"Bass, Jefferson ",17
"Scott, Ginger ",17
"Erickson, Megan ",17
"Meadows, Jodi ",17
Various ,17
"Begg, Paul ",17
"McSmith, Andy ",17
" Skinner, Keith ",17
"Kornher-Stace, Nicole ",17
"Stephens, Rod ",17
"Vernick, Audrey ",16
"Smallwood, Carol ",16
"Howard, Tait ",16
" Cordell, Matthew (ILT)",16
"Corona, Jorge ",16
"Mortimer, Carole ",16
"Haines, Seth ",15
"Pears, Iain ",15
"Bond, Michael ",15
"Schindel, John ",15
"Frayn, Julie ",15
"Bostridge, Mark ",15
"Rose, Amber ",15
" Fortnum, Peggy (ILT)",15
" Woodward, Molly ",15
"Pomroy, Haylie ",15
"Frey, James ",15
"Walsh, Michael ",14
"Burton, Michael ",14
"De Danaan, Llyn ",14
" Santoso, Charles (ILT)",14
"James, Lynsey ",14
"Silver, Eve ",14
"Leth, Kate ",14
" Dunmore, Helen ",14
"Wainscott, Tina ",14
"Stevenson, Robert Louis ",14
"Fossum, Karin ",14
" Mcginty, Ian (CON)",14
"King, Jonathon ",14
"Green, Simon ",14
"Allsburg, Chris Van ",14
"Ledoux, Joseph ",14
"Young, Jessica ",14
"Payne, David ",13
"Deighton, Len ",13
"Prager, Ellen ",13
" Moline, James ",13
"Doyle, Laura ",13
" Johnson, Kevin W. ",13
"Hewitt, Brad ",13
"Heinberg, Richard ",13
"Baker, J. A. ",13
" Cocker, Mark (INT)",13
"Feke, Tanya ",13
"Gregg, Stacy ",13
"Hodges, David ",13
"Shea, Thomas M. (CON)",13
"Nelson, Michael Alan ",13
"Walbert, Kate ",13
" Caparo, Antonio Javier (ILT)",13
"Stovall, Jim ",12
" Paroline, Shelli (CON)",12
"Kelly, Stephen ",12
"Barnette, Abigail ",12
"Marie, Charlay ",12
" Henry, Mya (CON)",12
"Martinez, Pedro ",12
"Gordon, Ray ",12
" Strand, Oliver (CON)",12
"Werner, Eric ",12
"Groeschel, Craig ",12
"Lisi, Clemente A. ",12
" Silverman, Michael ",12
" Muhlke, Christine (CON)",12
"Neihardt, John G. ",11
" Deloria, Vine (FRW)",11
" Pellant, Helen ",11
"Soaries, DeForest B., Jr. ",11
" Dos Santos, Mark (CON)",11
" Deloria, Philip J. (INT)",11
" Brown, Lisa (ILT)",11
"Storer, Jen ",11
"Fontes, Lisa Aronson ",11
"Josephy, Alvin M., Jr. ",11
" Gifford, Lucinda (ILT)",11
"Ewert, Marcus ",11
"Powers, Kirsten ",11
"Pellant, Chris ",11
" Lamb, Braden ",11
" Santolouco, Mateus (CON)",11
"Kapoor, Ajay ",11
"Locke, M. Louisa ",11
" Scott, Greg (CON)",11
" Holmes, Mike (CON)",11
"Levesque, Ryan ",11
" Dreistadt, Becky ",10
"Overy, Richard ",10
"Comeau, Joey ",10
"Lynn, Kirk ",10
"Connolly, Lynne ",10
"Gibson, Frank ",10
" Fajardo, Alexis E. ",10
"Goldstein, Richard ",10
"James, Bill ",10
"Pritchett, Laura ",10
" Singular, Joyce ",10
"Rankine, Claudia ",10
"Berkin, Carol ",10
"Singular, Stephen ",10
" Dyer, Jeff ",10
" Scott, Bob ",10
"Langridge, Roger ",10
"Boehmer, Elleke ",9
"Dietz, William C. ",9
"Hernandez, Treasure ",9
" Littles, T. C. ",9
"Craigie, Emma ",9
"Kotzè, Joyce ",9
"Bowens, Natasha ",9
" Karrington, Blake ",9
"Brooke, Amanda ",9
"Höst, Andrea K. ",9
"Bone, Katherine ",9
"Hossain, Saad ",9
"Lough, David ",9
"Daniels, Neil ",9
