,0
"Steel, Danielle ",2088
"King, Stephen ",1680
"Phillips, Susan Elizabeth ",1353
"Wiggs, Susan ",1109
"Macomber, Debbie ",1089
"Mallery, Susan ",1014
"Green, Jane ",948
"Barton, Fiona ",843
"Dashner, James ",769
"Thorne, Sally ",749
"Woodson, Jacqueline ",587
"Roberts, Nora ",527
"Seddon, Holly ",510
"Toobin, Jeffrey ",503
"Proby, Kristen ",487
"Close, Jennifer ",482
"Furst, Alan ",478
"Chang, Jade ",412
"Grippando, James ",400
"Lutz, Lisa ",395
"Day, Sylvia ",394
" Enderlin, Jennifer (EDT)",394
"Desmond, Matthew ",369
"Dorling Kindersley, Inc. (COR)",365
" Holgate, Douglas (ILT)",363
"Brallier, Max ",363
"Bauer, Joan ",358
"Michaels, Fern ",352
"Meadows, Daisy ",349
" Scott, Justin ",344
"Cussler, Clive ",344
"Stine, R. L. ",344
"Dray, Stephanie ",337
" Kamoie, Laura ",337
"Swain, H. A. ",327
"Lipman, Elinor ",318
"Robinson, Peter ",283
"Bolles, Richard Nelson ",268
"Crombie, Deborah ",267
"Binchy, Maeve ",263
"Plourde, Lynn ",263
"Hamilton, Laurell K. ",261
"Dailey, Janet ",261
"McHugh, Laura ",255
"Zinczenko, David ",252
"Stewart, Amy ",245
"Marois, Andre ",237
" Doyon, Patrick (ILT)",237
"Coyle, Cleo ",233
"Adler, Elizabeth ",233
"Rovelli, Carlo ",228
"Cavallaro, Brittany ",222
"Bjørk, Samuel ",220
"Kenner, J. ",217
"Partanen, Anu ",217
"Breen, Susan ",214
"Thor, Brad ",200
"Davies, Peter Ho ",200
"Shriver, Lionel ",196
"Nelson, Suzanne ",194
"Maxwell, Alyssa ",193
"Castle, Jayne ",190
"Carr, Robyn ",182
"Yong, Ed ",179
"Evans, Bronwen ",170
"Moore, Jonathan ",168
"Foster, Lori ",168
"Ward, J. R. ",167
"Letts, Elizabeth ",166
" Shepperson, Rob (ILT)",164
"Mills, Claudia ",164
"Holm, Jennifer L. ",160
"Wendig, Chuck ",157
"Foster, Melissa ",157
"Mukherjee, Siddhartha ",157
"Crawford, Isis ",156
"Singh, Nalini ",154
"Montasser, Thomas ",154
"Aubray, Camille ",154
"Chaudry, Rabia ",153
"Griffiths, Elly ",152
"Quinn, Ella ",151
"Wariner, Ruth ",151
"Janowitz, Brenda ",149
"Graham, Heather ",147
"Boyce, Trudy Nan ",144
"Hitchcock, Bonnie-sue ",144
"Bowen, Sarina ",140
"Zeiger, James ",139
"Palmer, Dexter ",136
"Aston, Dianna Hutts ",133
" Long, Sylvia (ILT)",133
"Hoge, Robert ",131
"Chadda, Sarwat ",130
"Gaylin, Alison ",129
"Laurens, Stephanie ",129
" Stephens, Susan ",122
" West, Annie ",122
" Green, Abby ",122
"Monroe, Lucy ",122
"Johnstone, William W. ",119
"Neri, G. ",119
" Hinds, Gareth (ILT)",118
"Turner, Pamela S. ",118
" Mann, Catherine ",115
"Alexander, Ellie ",115
"Alexievich, Svetlana ",114
" Shayevich, Bela (TRN)",114
"Rice, Luanne ",114
"Kelly, Vanessa ",114
"Neill, Chloe ",111
"Greene, Thomas Christopher ",110
"Woods, Sherryl ",109
"Moss, Tara ",106
"McDonald, Ann A. ",104
Kaplan (COR),103
"Connor, Leslie ",103
"Sutherland, Krystal ",102
" Belviso, Meg ",101
"Pollack, Pamela D. ",101
"Marinelli, Carol ",101
"Hashimi, Nadia ",101
"Simon, Carly ",101
" Lovelace, Sharla ",100
" Dawson, Jennifer ",100
"Angell, Kate ",100
"Wallace, Melanie ",99
"Bissell, Tom ",98
"Arsenault, Emily ",97
"McGovern, Cammie ",97
"Matar, Hisham ",96
"Andrews, Ilona ",95
"McInerney, Jay ",94
"Neggers, Carla ",94
"Archer, Jeffrey ",93
"Woods, T. E. ",93
" Bianchin, Helen ",90
" Morey, Trish ",90
"Adams, John Joseph (EDT)",89
