,0
"Ryder, Chloe ",12227
"Curtis, Jennifer Keats ",3278
"Poehler, Amy ",2091
"Gavin, Rohan ",1020
"Ferrante, Elena ",738
" Goldstein, Ann (TRN)",738
"Meyer, Marissa ",731
"Jackson, Lisa ",692
"King, Lily ",692
"Cassidy, Anne ",689
"Lockhart, E. ",608
"Banks, Maya ",602
"French, Tana ",475
" Dubner, Stephen J. ",470
"Levitt, Steven D. ",470
"Giffin, Emily ",462
"King, Stephen ",460
"Baldacci, David ",451
"Mitchell, David ",411
Fodor's Travel Guides (COR),401
"Woods, Stuart ",395
Lonely Planet Publications (COR),383
"Lewis, C. S. ",379
"Flanagan, Richard ",376
"Nelson, Jandy ",359
"Archer, Jeffrey ",346
"Russell, Rachel Renee ",337
" Russell, Rachel Renee (ILT)",337
"Dashner, James ",316
"Scottoline, Lisa ",314
"Perry, Jolene ",310
"Sanderson, Brandon ",307
"Griffin, W. E. B. ",307
" Butterworth, William E. ",307
"Schulz, Charles M. ",304
"Rollins, James ",290
" Blackwood, Grant ",290
"Esmonde-White, Miranda ",285
"Preston, Natasha ",280
"White, Randy Wayne ",275
"Gallo, Carmine ",274
"Bajaj, Varsha ",273
"Berry, Steve ",268
"Eddings, David ",251
"Bradford, Barbara Taylor ",248
"Karon, Jan ",247
" Lindauer, Mel ",239
"Larimore, Taylor ",239
" Leboeuf, Michael ",239
" Bogle, John C. (FRW)",239
"Robards, Karen ",238
"Leon, Donna ",234
"Blumenthal, Deborah ",227
"Kepnes, Caroline ",201
"Davies, Jacqueline ",189
"Barthelemy, Jane ",189
" Campoy, Isabel (TRN)",189
" Ada, Alma Flor (TRN)",189
"Edge, Christopher ",185
"Horowitz, Ben ",183
"Briggs, Patricia ",181
"Gay, Roxane ",181
"Romero, Terry Hope ",178
"Jance, Judith A. ",177
"King, Laurie R. ",177
"Barr, Nevada ",174
"Oates, Joyce Carol ",172
"Bolles, Richard Nelson ",168
"Hirsch, E.d. Jr ",167
"Pelletier, Cathie ",159
"Scott, Kylie ",156
"Powell, Laura ",153
"Kenner, J. ",151
"Evans, Richard Paul ",150
"Murakami, Haruki ",142
" Gabriel, Philip (TRN)",142
"Beverly-Whittemore, Miranda ",140
"Handley, Ann ",137
" Habeshian, Vahe ",137
" Averbuck, Alexis ",133
" Clark, Michael S. ",133
"McMann, Lisa ",133
" Miller, Korina ",133
"Malerman, Josh ",128
"Nagai, Mariko ",127
"Nesbo, Jo ",127
"Kennedy, Stacey ",125
" Armstrong, Kate ",122
"Feehan, Christine ",121
"Holub, Joan ",117
" Williams, Suzanne ",117
"Dare, Tessa ",115
"Johnson, Marilyn ",113
"Mueller, John Paul ",111
"Shusterman, Neal ",107
"Douglas, Penelope ",105
"Lerangis, Peter ",103
" Le Nevez, Catherine ",101
"Castle, Jayne ",99
"Sanchez, Alex ",96
"Brennan, Allison ",96
"Bacon, Lee ",95
"Wolff, Tracy ",93
"Austen, Jane ",93
"Hamilton, Adam ",91
"Kenyon, Sherrilyn ",90
"Fitzgerald, Matt ",87
" Johnson, Robert (FRW)",87
" Doyle, William ",86
"Chan, Darcie ",86
"Couch, Dick ",86
" Mustafa, Susan ",84
"Stewart, Gary L. ",84
"Paige, Danielle ",83
"Griffin, Adele ",83
"Alpert, Karen ",83
"Maberry, Jonathan ",82
" Smith, Esther K. (FRW)",81
"Rivers, Charlotte ",81
"Williams, Jay ",81
"Mosley, Walter ",81
"Snow, Shane ",81
"Shahan, Sherry ",80
"Willis, Jeanne ",80
"Tyson, Eric ",79
" Quintero, Josephine ",78
"Frederick, Heather Vogel ",78
" Ver Berkmoes, Ryan ",78
" Davenport, Fionn ",78
" Benφtez, Miguel (ILT)",77
"Montgomery, L. M. ",77
" St. Louis, Regis ",77
"Jules, Jacqueline ",77
"Zabo, Anna ",77
"Dulaney, Emmett ",77
"Adair, Cherry ",75
"Marmel, Elaine ",74
"Guhrke, Laura Lee ",72
"MacLean, Sarah ",72
"Ridpath, Michael ",72
"Bear, Greg ",71
"Hand, David J. ",71
"Vernon, Ursula ",71
"Dejean, Joan ",70
"Schwartz, Corey Rosen ",70
"Mankell, Henning ",70
" Santat, Dan (ILT)",70
"Cantero, Edgar ",70
"Shelton, Connie ",70
"Mayle, Peter ",68
"Gordon, Jon ",63
" Blanchard, Ken (FRW)",63
"Hooper, Kay ",60
"O'Reilly, Jane ",60
"Wasserman, Marni ",59
"Harris, Blake J. ",59
"Wylde, Joanna ",59
"O'Reilly, Bill ",58
"Miller, Andy ",58
"Brown, Stephen ",57
"Kann, Victoria ",56
"McGuire, Seanan ",56
"Weldon, Fay ",55
"Schwarcz, Joe ",54
"Stanley, Paul ",54
"Bird, Kai ",53
"Liebert, Emily ",53
"Mallouk, Peter ",52
"Leibovitz, Liel ",50
" Benson, Sara ",49
" Grosberg, Michael ",49
" Balfour, Amy C. ",49
" Berk, Carrie ",48
"Berk, Sheryl ",48
"Simon, Coco ",48
"Strand, Jeff ",47
" Atkins, Norman ",47
"Lemov, Doug ",47
"Kelly, Vanessa ",46
"Grey, Zane ",46
"Kennedy, Mary ",46
"Brackston, Paula ",46
"Bergren, Lisa Tawn ",46
"Hopkins, Ellen ",45
"Carolla, Adam ",45
"Westerfeld, Scott ",45
"McGuire, Jamie ",45
"O'Hearn, Kate ",44
"Cleeves, Ann ",43
"Meehan, Thomas ",43
"Mendelsund, Peter ",43
"Robbins, James S. ",42
"Quinn, Jordan ",42
"Williamson, Jason ",42
"McMillan, Gary ",42
" McPhillips, Robert (ILT)",42
"Meltzer, Brad ",40
" Eliopoulos, Christopher (ILT)",40
"Howard, Pierce ",40
"Fitzpatrick, Becca ",39
" Kyriakopoulos, Victoria ",39
"Black, Benjamin ",39
"Rediker, Marcus ",38
"Wolitzer, Meg ",38
"Thompson, David ",37
"De Gramont, Nina ",36
"Pawel, Miriam ",36
" Fisher, David ",36
"Earp, Mike ",36
" Clark, Gregor ",36
"Hamshaw, Gena ",35
"Korman, Amy ",35
"Haddix, Margaret Peterson ",35
"Weston, Carol ",33
"Carpenter, Ben ",33
"Timmer, Julie Lawson ",32
"Mcmillan, Dan ",32
"Korda, Michael ",32
"Boyne, John ",31
"Clavin, Tom ",31
"Tillman, Barrett ",30
" Goldman, Helle (TRN)",30
"Hesthamar, Kari ",30
" Eyman, Scott ",30
"Gruber, Frank ",30
"Wagner, Robert J. ",30
"Moss, Robert ",30
" Bonetto, Cristian ",30
" Smith, Helena ",30
"Kent, Lavinia ",30
"Brown, Meta S. ",29
" Colby, Tanner (CON)",29
"McCarthy, Gary ",29
"Bryce, Robert ",29
"Rhodes, Dusty ",29
"Whitfield, Bill ",29
" Beard, Javon ",29
"Chambers, Mark L. ",28
" Gomes, John (ILT)",28
" Symington, Andy ",28
"Airth, Rennie ",28
"Logan, Jake ",28
"Steinhauer, Olen ",28
"Coel, Margaret ",28
" Mutic, Anja ",28
"Nicholson, Thom ",27
"Sax, David ",27
"Rosnay, Tatiana de ",27
"Bly, Stephen A. ",26
"Lowe, John Paul ",26
" Serna, Desi ",26
" Phillips, Mark ",26
"Nichols, Kevin ",26
"Rohde, Michael ",26
Hal Leonard Publishing Corporation (COR),26
"Alexander, Michael ",26
"Ferroni, Lara ",26
" Kusleika, Dick ",26
" Chappell, Jon ",26
" Chesnut, Donald ",26
"Taylor, Patrick ",25
"Bernstein, Nell ",25
"Roberts, J. R. ",24
"Cobb, Charles E. ",24
"Kander, Diana ",24
" Levy, Jamie ",24
" Walters, Aaron ",24
"Arsan, Emmanuelle ",24
" Case, Andrew ",24
"Lee, Patrick ",24
"Ligh, Michael Hale ",24
"Boxer, Harry ",24
" Bair, Lowell (TRN)",24
"Siegel, Daniel J. ",23
