,0
"Ng, Celeste ",2118
"Rice, Bill ",1204
" Tate, Don (ILT)",1167
"Bunting, Eve ",1167
"Rice, Dona Herweck ",994
 Who Hq (COR),970
"Moyes, Jojo ",900
"Baldacci, David ",885
"Silva, Daniel ",883
"Riggs, Ransom ",760
"Jance, Judith A. ",752
"Paris, Stephanie ",742
"Garwood, Julie ",737
"Hoag, Tami ",583
"Binchy, Maeve ",579
"Kroll, Jennifer ",578
"Hamilton, John ",534
"McKeown, Greg ",506
"Rice, William B. ",501
"Woods, Stuart ",489
"Hollingsworth, Tamara ",482
"Michaels, Fern ",444
"Atkins, Ace ",437
"Watson, Tom ",427
"Dare, Tessa ",420
"Kehret, Peg ",414
"Griffin, W. E. B. ",402
" Butterworth, William E. ",402
"Cowell, Cressida ",401
"Scheff, Matt ",384
"Gay, Roxane ",372
"Sutherland, Tui ",366
"Straub, Emma ",360
"Wilson, Sarah ",359
" Hinderliter, John (ILT)",354
"O'Connor, Jim ",354
"Albom, Mitch ",327
" Chenoweth, Emily ",323
"Patterson, James ",323
"Oakley, Barbara ",321
"Riordan, Rick ",319
"Holiday, Ryan ",319
"Banks, Maya ",318
" Squier, Robert (ILT)",313
"Frith, Margaret ",313
"McGilloway, Brian ",312
"Hiaasen, Carl ",310
"Barnes, Jennifer Lynn ",304
"Demuth, Patricia Brennan ",301
" Groff, David (ILT)",301
"Coulter, Catherine ",300
"Gerritsen, Tess ",298
"Ellenberg, Jordan ",285
"Moning, Karen Marie ",276
"Jackson, Lisa ",262
" Carter, Mary ",262
" Fong, Henry ",260
"Tam, Michelle ",260
"Levitin, Daniel J. ",259
"Dean, James ",257
" Dean, Kimberly ",257
"Keaton, Diane ",254
"Stiefvater, Maggie ",252
"Litwin, Eric ",252
"Harkness, Deborah ",249
"Salerni, Dianne K. ",247
" McClellan, David ",247
"Van Der Kolk, Bessel ",238
"Todd, Charles ",233
"Kauffman, Donna ",231
"Allende, Isabel ",226
"Finnegan, William ",225
"Taylor, Brad ",222
"Amoruso, Sophia ",221
"Bond, Cynthia ",211
"Grossman, Lev ",210
"Fluke, Joanne ",210
"Palmer, Daniel ",208
"Johnson, Craig ",197
"Holub, Joan ",195
" Williams, Suzanne ",195
"Alexander, Victoria ",180
"Brierley, Saroo ",174
"Taylor, Laini ",174
" Stevenson, Diane (EDT)",172
"Wilder, Thornton ",170
" Berenstain, Stan ",165
"Berenstain, Jan ",165
"Hodge, Rosamund ",164
"Andrews, Ilona ",164
"Kann, Victoria ",160
"Mlynowski, Sarah ",160
"Nordberg, Jenny ",158
"Cooley, M. P. ",155
" Brown, Graham ",153
"Cussler, Clive ",153
"Harper, Bob ",151
"Bostwick, Marie ",151
"Parker, Robert B. ",144
" Brann, Helen ",144
"Connelly, Michael ",141
" Stone, Bryan ",139
"Latham, Donna ",139
" Stevenson, Diane ",138
"Felix, Rebecca ",135
"Woodsmall, Cindy ",135
"Meeker, Meg, M.D. ",132
"Hawkins, Jeff ",129
"Iles, Greg ",124
"Ball, Nate ",124
"Gagne, Tammy ",122
"Gutman, Dan ",118
"Singh, Nalini ",117
"Blackstock, Terri ",116
"Williams, Beatriz ",114
"Andrews, Mary Kay ",112
"Bowen, Rhys ",111
"Adrian, Lara ",111
"Harris, Robert ",108
"Stocker, Blair ",106
"D'Souza, Dinesh ",106
"Fairstein, Linda A. ",102
"Miles, Ellen ",102
"Lee, Alexander ",101
"Friesner, Esther ",100
"Taibbi, Matt ",97
"Lynn, J. ",96
"Finder, Joseph ",96
"Carlisle, Kate ",95
"Kloepfer, John ",94
"Wax, Wendy ",94
" Edwards, Nick (ILT)",94
"Nouwen, Henri J. M. ",89
"Angell, Kate ",88
"Burton, Jaci ",86
"Bodden, Valerie ",86
"Furstinger, Nancy ",85
"Nixon, Joan Lowery ",84
"Ryan, Anthony ",82
"Hirsch, Jeff ",82
"Grove, S. E. ",82
"Cash, Wiley ",80
"Whittington, O. Ray ",80
"Giles, Lamar ",80
"Schreiber, Joe ",80
"Kwan, Kevin ",78
"Brazier, Brendan ",78
"Calcaterra, Regina ",78
" Steenhuis, Peter Henk ",76
" Watkinson, Laura (ILT)",76
"Prins, Marcel ",76
"Sheinkin, Steve ",73
"Kwok, Jean ",73
"Little, Elizabeth ",72
"Lawhon, Ariel ",71
"Schroeder, Lisa ",71
"Blanding, Michael ",70
"Rath, Tom ",69
"Andrews, V. C. ",69
"Mills, Marja ",69
"Reedy, Trent ",69
"Mattern, Joanne ",68
"De Laurentiis, Giada ",68
" Gambatesa, Francesca (ILT)",68
"Frank, Judith ",67
"Senior, Jennifer ",67
"Mullin, Mike ",67
"Baker, Tiffany ",67
"Saunders, George ",67
"Hamilton, S. L. ",66
"Rosen, William ",66
"Owings, Lisa ",65
"Barclay, Linwood ",65
"Ross, Barbara ",65
"Scott, James ",65
"Horan, Nancy ",63
"Eden, Cynthia ",63
Lonely Planet Publications (COR),63
"Gristwood, Sarah ",62
"Jayne, Hannah ",61
"Rossi, Veronica ",60
"Dorsey, Tim ",60
"Armstrong, Kelley ",60
"Barber, Dan ",60
"Lawrence, Mark ",59
"Standiford, Natalie ",58
"Meadows, Daisy ",58
"Hillson, Beth ",57
 Pete the Cat ,57
"Cain, Lisa ",57
" Jackson, Rebecca ",56
"Neill, Chloe ",56
"Russell, James W. ",56
" Pressman, Dr. Robert ",56
"Kelley, True ",56
"Bowman, Valerie ",56
"Carson, Ben ",56
" Carson, Candy ",56
"Donaldson-Pressman, Stephanie ",56
"Goldstein, Joseph ",56
"Jordan, Sophie ",56
"Stross, Charles ",55
"Hale, Robert Beverly ",54
" O'Brien, John (ILT)",54
"Feehan, Christine ",54
"Kertzer, David I. ",54
" Collins, Jacob (FRW)",54
"Pratchett, Terry ",53
"Kingsbury, Karen ",52
"Nolte, Nick ",52
"Hamilton, Laurell K. ",52
"Trent, Christine ",52
"Trusdell, Brian ",52
"Neggers, Carla ",52
"Johnson, Varian ",51
"Jensen, Marion ",51
"Schwab, Victoria ",51
"Russell, Leigh ",51
"Milchman, Jenny ",50
"Divakaruni, Chitra Banerjee ",50
"Dosa, David ",50
" DeFelice, Jim ",49
Fodor's Travel Guides (COR),49
"Ignatius, David ",49
"Rivers, Joan ",49
"Modesitt, L. E. ",49
"White, Karen ",48
" Zahares, Wade (ILT)",47
" Nelson, Steve ",47
"Northrop, Michael ",47
"Yoon, Salina ",47
" Rollins, Jack ",47
" Yoon, Salina (ILT)",47
"Jordan, Nicole ",47
"Rossiter, Nan Parson ",47
"Lore, Pittacus ",47
"Box, C. J. ",47
"Loggins, Kenny ",47
"Maxwell, Cathy ",46
"Hayes, Samantha ",46
"Grey, Amelia ",46
"Irby, Samantha ",45
"Thomson, Lesley ",45
"Vad, Vijay ",45
" Allen, Dave ",45
"Hart, Christopher ",44
"Hart, Megan ",44
"Mcclellan, Marisa ",44
" Ortiz, Alfonso ",43
"Brown, Dale ",43
"Erdoes, Richard ",43
"Kirby, Matthew J. ",43
Radclyffe (EDT),43
"Rosenfelt, David ",42
"Roshi, Jun Po Denis Kelly ",42
" Martin-smith, Keith ",42
" O'Rourke, Meghan (INT)",42
"Chase, Joan ",42
"Brockman, John ",41
