,0
"Grisham, John ",6736
"Patterson, James ",2752
"Brown, Sandra ",2660
"Wilder, Laura Ingalls ",1867
" Williams, Garth (ILT)",1867
" Child, Lincoln ",873
"Preston, Douglas ",873
"Carr, Robyn ",872
"Schumer, Amy ",734
" Brunstetter, Jean ",654
"Brunstetter, Wanda E. ",654
"Foster, Lori ",613
"Straub, Emma ",598
"Scottoline, Lisa ",532
"Austen, Jane ",531
"Clark, Mary Higgins ",503
"Kleypas, Lisa ",467
"Andrews, Mary Kay ",440
"Danler, Stephanie ",436
" Tebbetts, Chris ",424
" Tejido, Jomike (ILT)",424
"Frank, Dorothea Benton ",419
"Spires, Ashley ",409
"Parkhurst, Carolyn ",401
"Chapman, Gary D. ",394
"Yancey, Rick ",378
"Kipling, Rudyard ",352
"Meyer, Marissa ",339
" Campbell, Ross ",335
"Probst, Jennifer ",291
"Cronin, Justin ",291
"Riggs, Ransom ",286
" Davidson, Andrew (ILT)",286
"Mansell, Jill ",278
"Twain, Mark ",275
"Evanovich, Stephanie ",273
"Hawthorne, Nathaniel ",271
"Neggers, Carla ",267
"Cussler, Clive ",258
" Morrison, Boyd ",258
"Gaiman, Neil ",257
"Woods, Stuart ",249
"Verne, Jules ",248
"Graham, Heather ",237
"Jae-jones, S. ",232
"Doyle, Arthur Conan, Sir ",231
"Beverly-Whittemore, Miranda ",223
"Wells, H. G. ",221
"Vyleta, Dan ",216
"Gratz, Alan ",206
"Rosenthal, Norman E. ",205
"Barrie, J. M. ",203
"Shelley, Mary Wollstonecraft ",202
"London, Jack ",199
"Dickens, Charles ",197
"Quinn, Susan ",189
"Liddon, Angela ",186
"Barr, Nevada ",182
"Wilsdon, Christina ",181
" Underhill, Alecia (ILT)",181
"Bowie, David ",180
" Aly, Hatem (ILT)",179
"Gidwitz, Adam ",179
"Beaton, M. C. ",175
"Tolstoy, Leo ",171
"Hannah, Sophie ",169
"Crownover, Jay ",166
"Eden, Cynthia ",163
"Valpone, Amie ",158
" Hyman, Mark (FRW)",158
"Heath, Lorraine ",157
"Dugard, Jaycee ",152
"Maxwell, Cathy ",151
"Busquets, Milena ",148
"Irving, Washington ",148
"Preller, James ",146
"Brody, Frances ",145
"Crane, Stephen ",145
"D'Souza, Dinesh ",140
"Layne, Lauren ",138
"Sinclair, Upton ",137
" Lowe, Justin ",137
"Diller, Kevin ",137
"Alcott, Louisa May ",135
"Grimm, Jacob ",135
"Brooks, Terry ",134
"Berrow, G. M. ",132
"Brown, Eleanor ",131
"Gray, Shelley Shepard ",130
"Melville, Herman ",129
"Dostoyevsky, Fyodor ",128
"Stowe, Harriet Beecher ",126
"Lubar, David ",126
"Cialdini, Robert ",125
"Hunt, April ",124
"Swank, Denise Grover ",124
"Medina, Meg ",123
"Stine, R. L. ",119
"Bronte, Emily ",119
"Coulthurst, Audrey ",116
Dante Alighieri ,114
"Wilde, Oscar ",111
Sun-Tzu ,109
"Monir, Alexandra ",109
"Groom, Winston ",107
"Oliver, Mary ",106
"Hill, Napoleon ",104
"Lasdun, James ",103
"Dumas, Alexandre ",102
"Randel, Weina Dai ",101
"Snoekstra, Anna ",101
"Glave, Tom ",101
"Baum, L. Frank ",99
"Collins, Fiona ",99
"Andersen, Hans Christian ",95
"Briggs, Elizabeth ",94
"Feehan, Christine ",92
"Smith, Martin Cruz ",91
"Sanderson, Brandon ",90
"Tsabary, Shefali, Ph.d. ",88
"Tara, Sylvia ",88
"Northup, Solomon ",87
"Ajayi, Luvvie ",86
"Pape, Scott ",84
"Douglass, Frederick ",83
"Stevenson, Robert Louis ",83
"Collins, Lauren ",83
"Esmonde-White, Miranda ",82
"Graff, Lisa ",81
"Busse, R. R. ",81
Aesop ,79
Lucasfilm Press (COR),79
"Montgomery, L. M. ",78
"Sorel, Edward ",77
"Chantler, Scott ",77
"Miller, Linda Lael ",77
"Force, Marie ",76
"Archer, Jeffrey ",76
"Fung, Jason ",75
" Kristoff, Jay ",75
"Kaufman, Amie ",75
"Michael, A. L. ",75
"Renner, James ",75
"Roberts, Victoria ",73
"Moore, Alan ",72
"Leroux, Gaston ",70
"Chopin, Kate ",69
"Madeleine, Laura ",69
"Hamilton, Alexander ",68
"Shalvis, Jill ",68
"Phillips, Patrick ",68
"Swift, Jonathan ",68
"Cervantes Saavedra, Miguel de ",68
Real Simple ,68
"Wilson, Mara ",68
"Ruggle, Katie ",67
"Bolton, Sharon ",67
"Robinson, Russell ",67
"Furst, Alan ",66
"Tan, Chade-Meng ",66
"Volger, Lukas ",66
" Turkell, Michael Harlan (PHT)",66
"Tromly, Stephanie ",65
"Stoker, Bram ",65
"Muller, Richard A. ",64
"Loren, Roni ",63
"Reilly, Meg Little ",63
"Mallaby, Sebastian ",63
"Cavallari, Kristin ",62
"Chait, Jonathan ",61
"Bronte, Charlotte ",61
"Hunter, Madeline ",61
" Forster, E. M. (CON)",61
"Porter, Sarah ",61
"Alexievich, Svetlana ",61
"Golding, William ",61
" Buehler, Jennifer (CON)",61
" Shayevich, Bela (TRN)",61
" Lowry, Lois (FRW)",61
"Kelly, David A. ",61
" King, Stephen (INT)",61
" Rubin, Jay (TRN)",60
"Murakami, Haruki ",60
"Frank, Thomas ",60
"Carroll, Lewis ",59
"Camilleri, Andrea ",59
"Stevenson, Shawn ",59
"Gleick, James ",59
"Shipman, Viola ",59
"Marx, Karl ",59
"Dermansky, Marcy ",59
" Sartarelli, Stephen (TRN)",59
"Cole, Scarlett ",59
"Stewart, Alison ",57
" Ozawa, Seiji ",57
"Duyvis, Corinne ",57
"Burnett, Frances Hodgson ",56
"Spears, Kat ",55
"Samit, Jay ",55
"Larbalestier, Justine ",54
"Huang, Eddie ",54
"Dunlop, Fuchsia ",54
"Hesse, Hermann ",53
"Spotswood, Jessica (EDT)",53
"Savva, Niki ",52
"Webster, Jean ",52
"Anderson, Steve ",51
"Simonson, Helen ",50
"Mac Donald, Heather ",49
"Reisz, Tiffany ",49
"Conrad, Joseph ",48
"Gortner, C. W. ",48
"Gregor, Michael ",48
"Keyse-walker, John ",48
" Stone, Gene ",48
"Tremain, Rose ",47
"Fraser, Bryony ",47
"Adams, Ellery ",47
"Williams, Cathy ",47
"Napoli, Lisa ",47
" Sagara, Michelle ",46
"West, Michelle ",46
"Flanders, Judith ",46
"Linoff, Gordon S. ",46
"Page, Sharon ",45
" Meyer, Danny (INT)",45
"Jillette, Penn ",45
"Freedman, Paul ",45
Unknown ,44
"Kafka, Franz ",44
"Bond, Michael ",43
"Brooks, Rosa ",43
"Lore, Pittacus ",43
"Zappa, Ahmet ",42
" Tamborski, Mary Nelsen ",42
"Paul, Caroline ",42
"Brennan, Allison ",42
"Gottlieb, Robert ",42
"Nelsen, Jane, Ed.d. ",42
" Zappa, Shana Muldoon ",42
" Ainge, Brad ",42
"Bronte, Anne ",42
" Macnaughton, Wendy (ILT)",42
"Darcy, Emma ",41
"Garcia, Kami ",41
"Nicholls, Freda Marnie ",40
"Sha, Zhi Gang ",40
" Tam, Marilyn (CON)",40
"Dane, Lauren ",40
" Gladstone, William (CON)",40
" Markel, Adam ",40
"Carbo, Christine ",40
" Kawai, Louise Heal ",39
"Faubion, Stephanie S. ",39
"Matsumoto, Seicho ",39
"Sosa, Mia ",38
"Miller, Frances A. ",38
"Donovan, Susan ",37
"Flynn, Sean Masaki ",37
"Thomas, Rachael ",37
"Lewis, Sinclair ",37
