,0
"Park, Barbara ",9850
" Brunkus, Denise (ILT)",9850
"Curtis, Christopher Paul ",4260
"Paulsen, Gary ",3345
"Parker, Robert B. ",2617
"Spinelli, Jerry ",1968
"Steel, Danielle ",1653
"Balogh, Mary ",1249
"Grisham, John ",1056
"McCall Smith, Alexander ",673
"Banks, Lynne Reid ",615
" Kendall, Martha ",610
"Keat, Nawuth ",610
"Van Draanen, Wendelin ",597
"Gerritsen, Tess ",579
"Dau, John Bul ",579
"Slaughter, Karin ",567
"Cooney, Caroline B. ",541
"Brockmann, Suzanne ",519
"James, Eloisa ",514
"Hannah, Kristin ",461
"Coben, Harlan ",440
"McCaffrey, Anne ",417
"Schwabach, Karen ",378
"Binchy, Maeve ",363
"Paretsky, Sara ",339
"Deaver, Jeffery ",332
"Rice, Luanne ",314
"Murakami, Haruki ",312
"Gardner, Lisa ",279
"Johansen, Iris ",266
"Bowers, Rick ",260
"Roy, Ron ",258
"Roy, Arundhati ",255
"Gabaldon, Diana ",251
"King, Stephen ",244
"Kellerman, Jonathan ",234
"Belfort, Jordan ",233
"Davidson, Diane Mott ",233
"Koontz, Dean R. ",232
"Bausum, Ann ",223
"Garwood, Julie ",219
"Birdsall, Jeanne ",199
"Vonnegut, Kurt ",193
"Tyler, Anne ",190
"McEwan, Ian ",185
"Donati, Sara ",173
"Haruf, Kent ",172
"Blume, Judy ",170
"Lekuton, Joseph Lemasolai ",163
" Viola, Herman J. ",163
"Brach, Tara ",162
"Twain, Mark ",161
"Pierce, Tamora ",159
"Russell, Mary Doria ",159
" Rogers, Jacqueline (ILT)",156
"Salisbury, Graham ",156
"Howard, Linda ",155
"Roberts, Nora ",155
"Taubes, Gary ",145
"Orman, Suze ",143
"Winslow, Don ",142
"Ephron, Nora ",134
"Brown, Rita Mae ",133
"Crichton, Michael ",130
"Brashares, Ann ",130
"Nafisi, Azar ",123
"Graves, Sarah ",123
"King, Laurie R. ",123
"Berg, Elizabeth ",121
" Bate, Jonathan (EDT)",118
"Shakespeare, William ",118
"Brooks, Terry ",118
" Rasmussen, Eric (EDT)",118
"Martin, George R. R. ",115
"Landay, William ",110
"Scott, Michael ",109
"Perry, Thomas ",106
"Almond, David ",106
"Strout, Elizabeth ",104
"Bradley, James ",103
" Powers, Ron ",103
" Hickman, Tracy ",102
"Weis, Margaret ",102
" McIntosh, Iain (ILT)",100
"Doyle, Arthur Conan, Sir ",100
"Perry, Anne ",98
"James, P. D. ",97
"Morrison, Toni ",86
"Katz, Jon ",80
"Bernhardt, William ",78
"Brown, Dale ",78
"Wansink, Brian ",76
"Gaskin, Ina May ",73
"Stephens, John ",72
"Shaara, Michael ",71
"Hyde, Catherine Ryan ",68
"Atwater-Rhodes, Amelia ",67
"George, Elizabeth ",66
"Lawson, Mary ",61
"Hegland, Jean ",58
"Rendell, Ruth ",58
"Hiaasen, Carl ",58
"Fowler, Christopher ",57
"Naylor, Phyllis Reynolds ",57
"Nesser, Hakan ",57
"Crombie, Deborah ",56
"Carlson, Melody ",56
"Williams, John ",55
" McGahern, John (INT)",55
"Cahill, Thomas ",55
"Kushner, Harold S. ",54
"Guiliano, Mireille ",54
"Meacham, Jon ",53
"Rutherfurd, Edward ",53
" Perry, Anne (INT)",51
" King, Laurie R. (INT)",51
" Kleinman, Zach (ILT)",49
"Gallwey, W. Timothy ",49
" Carroll, Pete (FRW)",49
"Austen, Jane ",49
"Koomson, Dorothy ",49
"Bauby, Jean-Dominique ",48
"Alford, Mimi ",47
"Donnelly, Deborah ",46
" Thomason, Dustin ",45
"Caldwell, Ian ",45
"Rodriguez, Deborah ",43
"Munro, Alice ",43
" Ohlson, Kristin ",43
"White, Stephen ",43
"Child, Julia ",42
"Runyon, Brent ",41
"Alinsky, Saul David ",41
"Michener, James A. ",41
"Barrie, J. M. ",40
"De Angelis, Barbara ",39
"Adrian, Lara ",39
"Tannen, Deborah ",38
"Brin, David ",38
" Tuttle, Lisa ",38
"Furst, Alan ",38
"Patterson, Richard North ",37
"Armstrong, Kelley ",37
"Trump, Donald ",36
"Irving, Washington ",36
"Marchetta, Melina ",36
"Adams, Douglas ",36
"Divakaruni, Chitra Banerjee ",36
" McIver, Meredith ",36
"Ishiguro, Kazuo ",36
" Hoffman, Alice (INT)",36
"Moggach, Deborah ",36
" McCaffrey, Todd J. ",36
"Pamuk, Orhan ",35
"Dean, Carolyn ",35
"Forward, Susan ",35
"McNaught, Judith ",34
"Greene, Brian ",34
"Iggulden, Conn ",34
"Shaara, Jeff ",34
"Egan, Jennifer ",34
"Rushdie, Salman ",34
"Olson, Lynne ",34
"Mackler, Carolyn ",33
" Bedford, F. d. (ILT)",32
" McCaffrey, Anne (INT)",32
"Cather, Willa ",32
"Glass, Julia ",32
"Teresa, Mother ",32
"Caro, Robert A. ",31
"Holland, Tom ",31
"Montanari, Richard ",31
"Weil, Andrew ",31
"Ryan, Carrie ",31
"Hoffman, Alice ",31
"Tabor, James M. ",30
"Gopnik, Adam ",30
"Reichl, Ruth ",30
"L'Amour, Louis ",30
"Fitzgerald, F. Scott ",29
" Orlean, Susan (INT)",28
"Sides, Hampton ",27
" Bethea, Morrison ",27
" Andrews, Sam ",27
" Balart, Luis ",27
"Stone, Tanya Lee ",27
"Bedford, Martyn ",27
"Steward, H. Leighton ",27
"Feather, Jane ",26
"Smiley, Jane ",26
"Laxness, Halldor ",26
"Barnes, Julian ",25
"Child, Lincoln ",25
"Palahniuk, Chuck ",24
"Lansdale, Joe R. ",23
" Clark, William ",23
" Brandt, Anthony (INT)",23
"Turtledove, Harry ",23
"Lewis, Meriwether ",23
" Sherman, Josepha ",22
"Plain, Belva ",22
"Clavell, James ",22
"Ward, Geoffrey C. ",22
"Grout, Pam ",22
" Burns, Kenneth ",22
"Windsor, Linda ",22
"Russell, Karen ",21
"Foley, Gaelen ",21
"Lacy, Al ",21
"Black, Jenna ",21
"Barclay, Linwood ",21
"Jin, Ha ",21
"Giff, Patricia Reilly ",20
"Hunter, Stephen ",20
"Bradford, Barbara Taylor ",20
"Bohjalian, Christopher A. ",19
"Hughes, Ted ",19
" Liu, Catherine (TRN)",19
" Davidson, Andrew (ILT)",19
"Puzo, Mario ",19
"Hugo, Victor ",19
"Martel, Yann ",19
" McCracken, Elizabeth (INT)",19
"Rice, Anne ",19
" Cirincione, Diane V. ",18
"Bronson, Po ",18
"Jampolsky, Gerald ",18
"Barron, Stephanie ",18
"Brooks, Geraldine ",18
"Benjamin, Melanie ",17
" Anderson, Kevin J. ",17
"Marcus Aurelius, Emperor of Rome ",17
"Herbert, Brian ",17
"Merullo, Roland ",17
"Flagg, Fannie ",17
