,0
"Patterson, James ",2803
"Riordan, Rick ",2610
"Hilderbrand, Elin ",2572
" Roughan, Howard ",2041
"Baldacci, David ",1507
"Baum, L. Frank ",1440
"Cleeves, Ann ",1230
"Alcott, Louisa May ",1210
"Moriarty, Liane ",1206
"Stine, R. L. ",1162
" Rocco, John (ILT)",1105
"Archer, Jeffrey ",975
"Robinson, Peter ",851
"London, Jack ",818
"Bradley, Kimberly Brubaker ",781
" Park, Laura (ILT)",762
" Tebbetts, Chris ",762
"Carroll, Lewis ",749
"Meltzer, Brad ",726
"Griffiths, Andy ",705
"Stevenson, Robert Louis ",693
" Denton, Terry (ILT)",689
"Morin, Amy ",662
"Wells, H. G. ",654
"Twain, Mark ",644
"Reilly, Matthew ",586
"Burnett, Frances Hodgson ",558
"Smith, Wilbur A. ",515
"Follett, Ken ",455
"Hepola, Sarah ",452
"James, Peter ",397
"Morrissey, Di ",384
"Dane, Lauren ",361
"Corey, James S. A. ",347
"Bostwick, Marie ",342
"Hoffman, David E. ",333
"Irving, Washington ",314
"Grafton, Sue ",311
"Thayer, Nancy ",290
"Caletti, Deb ",289
"Margolis, Leslie ",278
"Mlynowski, Sarah ",258
"Koryta, Michael ",255
"Barnes, Jennifer Lynn ",249
"Murphy, Monica ",248
"Corleone, Douglas ",245
" Pearce, Jackson ",239
"Stiefvater, Maggie ",239
"Brooks, Terry ",236
"Castle, Richard ",233
"Graham, Winston ",232
"Crane, Stephen ",231
"Kaufman, Amie ",222
" Kristoff, Jay ",222
"Banks, Maya ",214
"Cameron, Sharon ",193
"Ashley, Kristen ",188
"Dickens, Charles ",185
"Watt, Peter ",182
"Shupe, Joanna ",177
"Goldstone, Nancy ",175
"Quinn, Spencer ",175
"Rollins, David A. ",175
"Attenberg, Jami ",172
"Boecker, Virginia ",170
"Lindsay, Jeffry P. ",169
" Jessell, Tim (ILT)",169
"Scott, Kylie ",167
"Hawthorne, Nathaniel ",163
"Laurenston, Shelly ",162
"Rader-Day, Lori ",160
"Dickinson, Margaret ",150
"Dumas, Alexandre ",147
"Lu, Marie ",140
"Carroll, J. R. ",139
"Byrski, Liz ",139
"Marsden, John ",136
"Saft, Lauren ",134
"Chamberlain, Diane ",131
"Hewson, David ",124
"Hills, Tad ",123
"Dexter, Colin ",123
"Scottoline, Lisa ",122
"Mass, Wendy ",120
" Shepard, Mary (ILT)",115
"Travers, P. L. ",115
"Charbonneau, Joelle ",113
"Picoult, Jodi ",113
"Nesser, Hakan ",113
"Littman, Sarah Darer ",113
"Dettman, Joy ",112
"Bronte, Emily ",111
"Todd, Charles ",111
"Fletcher, J. H. ",110
"Kogge, Michael ",110
"Lotz, Sarah ",107
"Cahill, Rhian ",107
" Oakley, Beverley ",106
"Wilkinson, Kerry ",106
" Channing, Kasey ",106
"Thoreau, Henry David ",103
"Barrington, James ",102
"Hannah, Kristin ",101
"McKevett, G. A. ",99
"West, Adina ",98
"Kennedy, Stacey ",97
"Severin, Tim ",96
"Cleeland, Anne ",95
"Leigh, Lora ",95
"Keplinger, Kody ",95
