,0
"Riggs, Ransom ",4525
" Murdocca, Sal (ILT)",3840
"Osborne, Mary Pope ",3840
"Kimmel, Eric A. ",3771
"Roy, Ron ",2617
"Kimmel, Elizabeth Cody ",2072
" Bush, Timothy (ILT)",1884
"Bauer, Marion Dane ",1404
"Albee, Sarah ",1162
"Kellerman, Jonathan ",1123
"Paulsen, Gary ",1103
" Ferguson, Peter (ILT)",1088
"Quick, Amanda ",988
"Park, Barbara ",946
" Brunkus, Denise (ILT)",946
" Gurney, John Steven (ILT)",733
"Woods, Sherryl ",679
"Mallery, Susan ",657
"Hannah, Kristin ",612
"de la Pena, Matt ",563
"Carr, Robyn ",560
"Stewart, Mariah ",478
"Blackstock, Terri ",472
"Alvarez, Julia ",451
"Fitzhugh, Louise ",433
"Cloud, Henry ",428
" Townsend, John ",428
"Evans, Douglas ",375
"McCarty, Monica ",347
"Mitchell, David ",337
"Giff, Patricia Reilly ",320
"Miller, Linda Lael ",316
" Gore, Leonid (ILT)",316
"Macomber, Debbie ",303
"Hoag, Tami ",301
"Hugo, Victor ",283
" Kulling, Monica (ADP)",275
"Wiggs, Susan ",274
"Hart, Megan ",272
"Hooper, Kay ",269
"Gardner, Lisa ",228
"L'Amour, Louis ",225
"Carr, Caleb ",223
"Johansen, Iris ",219
"Adair, Cherry ",211
"Steel, Danielle ",211
"Moning, Karen Marie ",198
"Twain, Mark ",190
"Moore, Wes ",190
"Koontz, Dean R. ",185
"Palmer, Diana ",181
"Furst, Alan ",181
"Perry, Anne ",180
"Brett, Peter V. ",170
"Ryan, Carrie ",164
"Kauffman, Donna ",163
"Kingsbury, Karen ",161
"Dickerson, Melanie ",158
"Didion, Joan ",153
"Andersen, Kurt ",152
"Reinhardt, Dana ",150
"Berg, Elizabeth ",147
"Fairstein, Linda A. ",147
"Bernhardt, William ",143
"Todd, Charles ",140
"Graham, Heather ",136
"Foster, Lori ",132
"Dare, Tessa ",132
" Southwick, Theresa ",131
"Balogh, Mary ",127
"See, Lisa ",127
"March, Emily ",125
"Tuchman, Barbara Wertheim ",125
"Rice, Luanne ",123
"Thayer, Nancy ",120
"Strobel, Lee ",120
"Naylor, Phyllis Reynolds ",108
"Laurens, Stephanie ",103
" James, Julia ",101
"Bianchin, Helen ",101
"Marcus Aurelius, Emperor of Rome ",101
" Hays, Gregory (TRN)",101
"Longman, Tremper, III (EDT)",100
" Porter, Jane ",99
"Hunter, Jillian ",99
"Salisbury, Graham ",95
"Austen, Jane ",95
" Kendrick, Sharon ",93
" Berenstain, Mike ",91
"Arnold, Clinton E. (EDT)",90
"Binchy, Maeve ",88
"Brennan, Allison ",86
"West, Michelle ",85
