,0
"Martin, George R. R. ",5175
"Riordan, Rick ",2951
"Osborne, Mary Pope ",1419
"Larson, Erik ",1376
"Adams, Douglas ",1076
"Zusak, Markus ",1071
"Blume, Judy ",964
"Kaling, Mindy ",887
"Parker, Robert B. ",861
"Flynn, Gillian ",800
"DiCamillo, Kate ",777
"Roy, Ron ",769
"Bryson, Bill ",761
"Asher, Jay ",760
"Seuss, Dr. ",743
"Paolini, Christopher ",679
"Meyer, Stephenie ",666
"Forman, Gayle ",661
"Koontz, Dean R. ",573
"Berry, Steve ",542
"Grisham, John ",531
"Rubin, Gretchen ",472
"Park, Barbara ",425
"Clancy, Tom ",423
"Graves, Sarah ",334
"L'Engle, Madeleine ",318
"Hiaasen, Carl ",312
"Brown, Dan ",304
"Austen, Jane ",300
"Heller, Joseph ",292
"Brown, Sandra ",292
"Silva, Daniel ",289
"Boyne, John ",288
"Macomber, Debbie ",286
"McDonald, Megan ",286
"White, E. B. ",284
"Ferris, Monica ",284
"Collins, Suzanne ",276
"Keene, Carolyn ",265
"Morrison, Toni ",252
"Coyle, Cleo ",243
" Baxter, Stephen ",238
"Pratchett, Terry ",238
"Black, Holly ",236
"Nix, Garth ",236
"Dumas, Alexandre ",233
" DiTerlizzi, Tony ",230
"Pierce, Tamora ",229
"Winspear, Jacqueline ",228
"Stead, Rebecca ",214
"Ephron, Nora ",212
"King, Stephen ",210
None,207
"Warner, Gertrude Chandler ",204
"Pullman, Philip ",204
"Lin, Grace ",202
"Turow, Scott ",200
"Paulsen, Gary ",197
"Cabot, Meg ",197
"Rawls, Wilson ",192
"Babbitt, Natalie ",190
"Cleary, Beverly ",186
"Todd, Charles ",183
"Frank, Anne ",183
"O'Dell, Scott ",182
"Scott, Michael ",180
"Holm, Jennifer L. ",178
"Obama, Barack ",174
"Brandman, Michael ",173
"Hopkinson, Deborah ",172
"Robards, Karen ",171
"Coben, Harlan ",169
"Lore, Pittacus ",164
"Tolstoy, Leo ",160
"Jacques, Brian ",160
"Funke, Cornelia Caroline ",159
"Albom, Mitch ",158
"Sharmat, Marjorie Weinman ",157
"Clements, Andrew ",155
"Stewart, Trenton Lee ",154
"Allen, Sarah Addison ",150
"Travers, P. L. ",145
"Stilton, Geronimo ",144
"Tracy, Brian ",142
"James, Eloisa ",140
"Anderson, Laurie Halse ",135
"Colfer, Eoin ",133
"Milne, A. A. ",128
"Green, Tim ",128
" Parker, Robert B. ",127
"Sachar, Louis ",127
"Buchan, Elizabeth ",123
"Lippman, Laura ",120
"Dessen, Sarah ",118
"Philbrick, W. R. ",116
"Ferriss, Timothy ",116
"Bray, Libba ",115
"Horvath, Polly ",113
"Brooks, Terry ",109
"Grippando, James ",108
"Otsuka, Julie ",106
"Fergus, Jim ",106
"Beaton, M. C. ",104
"Jance, Judith A. ",102
"Cooper, Susan ",101
"Dickey, Eric Jerome ",101
" Sharmat, Mitchell ",101
"Pfeffer, Susan Beth ",99
"Haddix, Margaret Peterson ",99
"Spencer-Fleming, Julia ",97
"Barrie, J. M. ",96
"Gross, Andrew ",95
"Tobias, Cynthia Ulrich ",93
"Lu, Marie ",93
"Beaton, Marion Chesney ",92
"Christie, Agatha ",91
"Dixon, Franklin W. ",90
"Martin, Ann M. ",89
"Brockmann, Suzanne ",88
"Brashares, Ann ",87
"Chopra, Deepak ",87
" Godwin, Laura ",86
