,0
" Reynolds, Peter H. (ILT)",3680
"McDonald, Megan ",3680
"Henry, April ",3509
" Rex, Michael (ILT)",2712
"Rex, Michael ",2712
" Brannon, Tom (ILT)",2100
"Rabe, Tish ",2100
" Blake, Quentin (ILT)",2080
"Dahl, Roald ",2080
" Ledwidge, Natacha (ILT)",1856
"Kessler, Liz ",1856
"Penny, Louise ",1460
"Dashner, James ",935
"Deveraux, Jude ",934
"Simon, Seymour ",867
"Grafton, Sue ",826
"Roberts, Nora ",667
"Harrison, A. S. A. ",652
"Banks, Maya ",590
"Graham, Lauren ",571
" Francis, Guy (ILT)",564
"Teitel, Linda Phillips ",564
"Collier, James Lincoln ",502
" Collier, Christopher ",502
" Christie, R. Gregory (ILT)",501
"Grimes, Nikki ",501
"Peirce, Lincoln ",482
"Pastis, Stephan ",450
" Pastis, Stephan (ILT)",450
"Coren, Michael ",430
" McEwen, Scott ",406
"Kyle, Chris ",406
" DeFelice, Jim ",406
"Stine, R. L. ",395
"Carr, Robyn ",395
"Mlynowski, Sarah ",374
" Hammond, Ted (ILT)",364
 Who Hq (COR),364
"Demuth, Patricia Brennan ",364
"Balogh, Mary ",353
"Kurtz, Chris ",350
"Lore, Pittacus ",333
"Woods, Stuart ",288
"Kenyon, Sherrilyn ",284
" Berenstain, Jan ",279
"Berenstain, Stan ",279
"Frost, Robert ",276
"Blackwell, Juliet ",267
"Atkins, Ace ",258
"Andersen, Laura ",254
"Wiggs, Susan ",254
"Macomber, Debbie ",247
"Walker, Walter ",245
"Woods, Sherryl ",240
"Shapiro, B. A. ",230
"Rivers, Francine ",227
"Michaels, Fern ",223
"Moss, Michael ",217
"Korman, Gordon ",216
"Goldblatt, Mark ",202
"Graham, Heather ",200
"Coulter, Catherine ",195
"Kenner, J. ",195
"Burrowes, Grace ",193
"Mantel, Hilary ",190
"Brown, Rita Mae ",190
"Carmack, Cora ",177
"Mallery, Susan ",173
"Leon, Donna ",167
"Minter, J. ",153
"Johnson, Craig ",139
"Shakespeare, William ",138
"Collins, Paul ",136
"Piven, Hanoch ",134
" Piven, Hanoch (ILT)",134
"Beaton, M. C. ",134
" McSweeney, Ben (ILT)",131
"Sanderson, Brandon ",131
"Lynn, Cherrie ",128
" Meyers, Mark (ILT)",127
"Kelly, David A. ",127
"James, Lorelei ",126
"McCann, Colum ",126
"Sonnenblick, Jordan ",123
"Colfer, Eoin ",118
"Marwood, Alex ",118
"White, T. H. ",118
"Baum, L. Frank ",115
"Leigh, Lora ",114
"Sullivan, J. Courtney ",113
"Laurens, Stephanie ",112
"Hart, John ",109
"Stoudemire, Amar'e ",109
"Evanovich, Janet ",106
"L'Engle, Madeleine ",106
"Peterson, Chris ",104
"Curley, Marianne ",104
"Mathis, Ayana ",101
"Gill, Judy Griffith ",96
"Stevens, Taylor ",93
"Quick, Amanda ",90
"King, Laurie R. ",90
"Blakemore, Megan Frazer ",90
"Springer, Kristina ",90
"Oliver, Lauren ",89
"Lasky, Kathryn ",88
"Rey, H. A. ",86
"Harrington, Kim ",86
"Klimo, Kate ",85
"Knox, Amanda ",84
"Kagawa, Julie ",84
" Graham, Heather ",84
" Palmer, Diana ",84
"Blake, Jennifer ",84
" Fleming, Michael (ILT)",84
"Jolin, Paula ",80
"Halberstam, David ",80
"Oatman-High, Linda ",77
"Myss, Caroline ",77
"Calvino, Italo ",77
"Stevenson, Robert Louis ",76
" Hughes, Charlotte ",76
"Fedarko, Kevin ",76
"Riley, Clifford ",73
"Pratchett, Terry ",73
"Atkins, Meg Elizabeth ",73
"Schuyler, George S. ",73
"Benedict, Elizabeth ",72
"Crompton, Laurie Boyle ",72
"Learner, Tobsha ",72
"Finch, Charles ",71
"Johnson, Harriet Mcbryde ",71
"Montgomery, L. M. ",71
"Miller, Linda Lael ",70
"Grant, Adam ",68
"Bowen, Rhys ",68
" Cook, Mike ",67
"Crawford, Isis ",67
