"Russell, Rachel Renee ",125
" Thayne, RaeAnne ",120
" Cullen, John (TRN)",120
"Lloyd, Catherine ",119
"Strathern, Paul ",118
"Daoud, Kamel ",117
" Bowers, Sharon ",115
"Bowers, David ",115
" Gabriel, Philip (TRN)",115
"Gott, Robert ",115
"Murakami, Haruki ",115
"Rand, Ayn ",115
"Sheinmel, Alyssa ",113
"Price, Charlie ",112
"Childs, Laura ",110
" Moran, Terrie Farley ",110
"Carolla, Adam ",109
"May, Peter ",107
"Danticat, Edwidge ",106
"Meadows, Daisy ",106
"Brooks, Geraldine ",106
" Parisi, Elizabeth (ILT)",106
"Long, Kelly ",105
"Brand, Max ",105
"Goldstein, Lori ",104
"Chernow, Ron ",98
"Wiggs, Susan ",94
"Feynman, Richard Phillips ",93
"Lewis, C. S. ",93
"Defoe, Daniel ",91
"Hill, Napoleon ",91
"Mangini, Cara ",91
"Wolf, Dick ",90
" Horner, Doogie (ILT)",90
"Stabler, David ",90
"Schneider, Robyn ",87
"Brown, Dee ",87
"Harris, Tessa ",86
"Andrews, V. C. ",86
"Abbott, Megan ",85
"Lynds, Gayle ",82
" Ziglar, Tom ",81
"Roberts, Sheila ",81
" Russell, Rachel Renee (ILT)",81
"Tyson, Neil deGrasse ",81
"Ziglar, Zig ",81
"McKinty, Adrian ",78
"Ridley, Matt ",78
"London, Jack ",78
 Various ,78
"Boom, Corrie Ten ",76
"Lawhead, Steve ",74
"Halpin, Brendan ",74
"Daniels, B. J. ",74
"Wampler, Julie ",74
"Gilbert, Elizabeth ",74
"Moody, David ",73
"Rifka Brunt, Carol ",73
"Hewitt, Kate ",72
"Haymore, Jennifer ",71
" Jacobson, Howard ",71
"Campbell, T. Colin ",71
"Chopra, Deepak ",71
"Forster, E. M. ",70
"Penzler, Otto (EDT)",68
"Wilde, Oscar ",67
"MacNeil, Karen ",67
"Serling, Rod ",67
"Tombs, Robert ",67
"Child, Lincoln ",65
"Bujold, Lois McMaster ",65
"James, Henry ",65
"Cheney, Lynne ",64
"Boyle, T. Coraghessan ",63
"Goldberg, Whoopi ",63
"Seiple, Samantha ",62
"Gregory, Philippa ",62
"Yip, Mingmei ",62
"Cornwell, Bernard ",61
"Brown, Tracy ",60
"Wodehouse, P. G. ",60
"Twain, Mark ",58
"Manchester, William ",57
"Melville, Herman ",57
"Perry, Marta ",57
"Erickson, Alex ",56
"De Bernieres, Louis ",56
"Mazer, Anne ",55
"Kenyon, Sherrilyn ",55
"Briggs, Patricia ",55
"Crews, Caitlin ",54
"Solomons, Natasha ",53
"Doyle, Patricia ",53
"Trollope, Anthony ",53
"Carroll, Lewis ",52
"Penn, Thomas ",52
"Bishop, Claudia ",52
"Linden, Caroline ",52
"Perkins-Valdez, Dolen ",51
"Von Arnim, Elizabeth ",51
"Hugo, Victor ",50
"Moore, Laura ",50
"Bronte, Charlotte ",50
"Friedman, George ",49
"McMillan, Terry ",49
" Segerberg, Ebba (TRN)",49
"Bevilacqua, Joe ",48
"Grey, Zane ",48
" Maude, Aylmer (TRN)",48
"Stewart, Mariah ",48
"Tolstoy, Leo ",48
" Kahneman, Daniel ",48
"Dolan, Paul ",48
"Lovecraft, H. P. ",47
"Keller, Timothy ",47
"Toole, John Kennedy ",46
"Palahniuk, Chuck ",46
" Johnson, George Clayton ",46
"Goddard, Amy Jo ",46
"Banville, John ",46
"Birger, Jon ",45
"Kruzich, Kim ",45
" Rouse, W. H. D. (TRN)",45
"Montgomery, L. M. ",45
"Quinn, Paula ",45
Homer ,45
"Bilyeau, Nancy ",44
"Steinhauer, Olen ",44
"Leveritt, Mara ",44
"Grant, Adam M. ",44
"Salter, James ",44
" Lewis, Brian Keith ",44
"Marion, Isaac ",44
"Anderson, Scott ",44
"Bledsoe, Alex ",44
"Lord, Walter ",43
"Hooper, Kay ",43
"Isaacs, Susan ",43
" Wilbour, Charles E. (TRN)",43
"Olsen, Gregg ",43
" Reid, Paul ",42
"Cullen, Dave ",42
"Wachter, Robert ",42
"Furman, Laura (EDT)",42
"Harden, Blaine ",42
"Verne, Jules ",42
"Marsh, Ngaio ",42
"Rhodes-Courter, Ashley ",42
"Groom, Winston ",42
"Bird, Gayle ",41
"Perkins, John ",41
"March, Kerstin ",41
"Cleeland, Anne ",41
"Speare, Elizabeth George ",40
None,40
"Harrison, A. S. A. ",39
Dante Alighieri ,39
"Talton, Jon ",39
"Meyer, Marissa ",39
"Gray, Shelley Shepard ",39
" Wicksteed, Carlyle-okey (TRN)",39
"Barry, Kevin ",39
"Berger, Larry ",38
" Colton, Michael ",38
"Alers, Rochelle ",38
" Mandell, Zachary ",38
"Hodges, Cheris ",38
" Mistry, Manek ",38
"Holt, Anne ",38
" Rossi, Paul ",38
" Bowen, Brenda (INT)",38
"Meloy, Maile ",38
" Delargy, Marlaine (TRN)",38
"Chopin, Kate ",37
"Greene, Graham ",37
"Family, Goldman ",37
" Fenjves, Pablo F. ",37
"Joyce, James ",37
"Fitzgerald, F. Scott ",37
"Dana, Richard Henry ",37
" Dunne, Dominick ",37
"Siegal, Ida ",36
"Savage, Michael ",36
"Dumas, Alexandre ",36
"Jobin, Matthew ",36
"Hagee, John ",36
"Halston, Sidney ",36
" Tart-jensen, Ellen (FRW)",36
"Honda, Michelle ",36
"Wells, H. G. ",35
"Watt, Mélanie ",35
"Brockmann, Suzanne ",35
"Arendt, Hannah ",35
"James, Rosie ",34
Iceberg Slim ,34
"Lewman, David ",34
"Pressfield, Steven ",34
"Stevenson, Robert Louis ",34
"Sala, Sharon ",34
"Cash, Wiley ",34
"Mead, Richelle ",34
"McCarthy, T. C. ",34
"Miller, Walter M. ",34
"Sweets, Sparky ",33
"Webb, Wendy ",33
"McGrath, M. J. ",33
"Turner, Ann ",33
"Freed, David ",32
" Cooney, Doug ",32
"Hamilton, Laurell K. ",32
"Fluke, Joanne ",32
"Turgeon, Carolyn ",32
"Meltzer, Brad ",32
"Matlin, Marlee ",32
" Kerpen, Carrie ",31
"Jamieson, Kelly ",31
" Shin, Simone (ILT)",31
"Kerpen, Dave ",31
"Ellis, Joseph J. ",31
" Rosenbluth, Mallorie ",31
"Alexie, Sherman ",31
" Lianyi, Song ",31
" Riedinger, Meg ",31
"Scurfield, Elizabeth ",31
"Isabella, Jude ",31
" Maurer, Kevin ",30
"Sturani, Federica ",30
"Iserles, Inbali ",30
"Yarnall, Beth ",30
"Roberts, David ",30
Rough Guides (EDT),30
"Tanenbaum, Robert K. ",30
"Abagnale, Frank W. ",30
" Guarnieri, Maria ",30
"Garcíamárquez, Gabriel ",30
"Owen, Mark ",30
" Kellogg, Lorie ",29
" Alvarez, Gustavo ",28
"Collins, Clifton ",28
" Jackson, Samuel L. (FRW)",28
"Koch, Charles G. ",28
"Mofina, Rick ",28
"Doyle, Arthur Conan, Sir ",28
"Jacobson, Alan ",28
"Flynn, Michael ",28
"Greiman, Lois ",28
" Ehrenhaft, George ",27
" Vernon, Robert ",27
"Ayres, Thomas ",27
"Erdelac, Edward M. ",27
"Hale, Shannon ",27
" Sherman, Casey ",27
"Gibbon, Edward ",27
"Kwak, Kyung-Il ",27
"West, Charles G. ",27
"Tougias, Michael J. ",27
"Lagercrantz, David ",26
"Lewis, Robin Coste ",26
"Dando-Collins, Stephen ",26
Pope Francis ,26
"Johnson, Hal ",26
"Capote, Truman ",26
"Moeller, Rebecca Klevberg ",26
" Als, Hilton (FRW)",26
"Irving, Washington ",26
" Mead, Tom (ILT)",26
"Goddard, Ken ",26
"Letts, Elizabeth ",26
"Milton, John ",25
"Richards, Eileen ",25
"Warner, David ",25
"McDonald, Duff ",25
"Beckstrand, Jennifer ",24
"Conrad, Joseph ",24
"Landay, William ",24
"Gortner, C. W. ",24
"Harris, Lee ",24
"Northup, Solomon ",23
"Del Rio, Tania ",23
"Muchamore, Robert ",23
"Grossman, Gail Boorstein ",23
"Crockett, Kelli ",23
" Staehle, Wilhelm (ILT)",23
"Mckeehan, Valerie ",23
"Montgomery, Sy ",23
"Howard, Robert E. ",23
"Andersen, Laura ",23
"Peters, Ralph ",23
"Clarke, Thurston ",22
"Ellingham, Mark ",22
"Cowell, Cressida ",22
"Kent, Lavinia ",22
"Cotterill, Colin ",22
" Buckley, Jonathan ",22
"Benioff, David ",22
" Jepson, Tim ",22
" Chopra, Deepak ",21
"Aston, Dianna Hutts ",21
"Guinn, Jeff ",21
" Beaumont, Charles ",21
" Neuman, E. Jack ",21
"Berenstain, Stan ",21
"Morais, Richard C. ",21
" Long, Sylvia (ILT)",21
"Chopra, Gotham ",21
" Berenstain, Jan ",21
"Barry, Dave ",21
"Matheson, Richard ",21
"Jensen, Beverly ",21
" Melillo, William ",20
"Milne, A. A. ",20
"Robertson, Michael ",20
"Plotkin, Fred ",20
"Fuller, Kathleen ",20
"Clare, Cassandra ",20
"Grandin, Greg ",20
" Long, Ann (TRN)",20
"West, Annie ",20
"Harvey, Greg ",20
"Kepler, Lars ",20
"Bricker, Sandra D. ",20
"Norman, Howard ",20
" Goldberg, Deborah T. ",20
"Eliot, George ",19
" Gopnik, Adam (INT)",19
"Benjamin, Carol Lea ",19
"Raymundo, Peter (ILT)",19
"Brett, Simon ",19
"Hughes, Robert ",19
"Pickard, Nancy ",19
" Bloom, C. P. ",19
"Niven, Larry ",19
"Hawk, Dexter ",19
"Riggs, Cynthia ",19
"Freston, Kathy ",19
"Krys, Michelle ",19
"Hornby, Nick ",19
"Keogh, Pamela ",18
"Postman, Neil ",18
"Shirer, William L. ",18
"St. Clair, Noel ",18
"Johns, Rachael ",18
"Bartholomew, Robert E. ",18
"Benson, E. F. ",18
"Lewis, Beverly ",18
"Humes, James C. ",18
"Maberry, Jonathan ",18
"Sinclair, Michele ",18
"Solzhenitsyn, Aleksandr Isaevich ",18
"Morris, Mary McGarry ",18
"Holmes, Chet ",18
"Rodriguez, Deborah ",18
"Moriarty, Laura ",18
" Ohlsson, Kristina ",18
" Hassall, Peter ",18
"Shan, Darren ",18
"Weaver, Tim ",18
"Hidier, Tanuja Desai ",17
"Orczy, Emmuska Orczy, Baroness ",17
" Spires, Ashley (ILT)",17
"Smith, Michael ",17
"Obata, Fumio ",17
"Ryan, Cornelius ",17
"Fleming, Ian ",17
"Johnson, Paul ",17
"Sowell, Thomas ",17
"Beaty, Andrea ",17
"Schine, Cathleen ",17
"Cather, Willa ",17
"Hughes, Dean ",17
" Santat, Dan (ILT)",17
"Steinbeck, John ",17
"Spires, Ashley ",17
"Davis, Adam ",17
"Tiernan, Cate ",17
"Rasovsky, Yuri ",16
"Dorling Kindersley, Inc. (COR)",16
"Spencer, Katherine ",16
" Chambers, Veronica ",16
"Rendon, Jim ",16
"Woodford, Chris ",16
"Bostic, Mary Burzlaff (EDT)",16
"Baughman, Michael ",16
"Baer, Neal ",16
"Harrison, Jim ",16
"Buchanan, Cathy Marie ",16
" Greene, Jonathan ",16
Timbaland ,16
"Dewey, Donald ",16
" Rees Brennan, Sarah ",16
"Woods, Thomas E. ",16
"Nasar, Sylvia ",15
"Savage, Dan ",15
"Du Brul, Jack B. ",15
" Smith, Mark S. A. ",15
"Levinson, Jay Conrad ",15
"Hawthorne, Nathaniel ",15
"Crown, Zaire ",15
"Williams, Beatriz ",15
"Colville, Quinton ",15
"Patton, Jack ",15
"Sheff, David ",15
"Hopkinson, Deborah ",15
"Galsworthy, John ",15
" Ransome, James E. (ILT)",15
"Charney, Noah ",15
"Phifer, Helen ",15
"Probst, Jennifer ",15
"Rabb, Margo ",15
"Coyle, Katie ",15
" Redding, Stan ",15
"Kanigel, Robert ",14
"Millan, Cesar ",14
"Lord, Cynthia ",14
"Sorkin, Andrew Ross ",14
" McGuire, Erin (ILT)",14
" Butler, Daws ",14
Popular Woodworking Editors ,14
"Permutt, Philip ",14
" Day, Holly ",14
"Baxter, Robbie Kellman ",14
"Pilhofer, Michael ",14
"Marshall, Joseph M., III ",14
"Malaspina, Margaret A. ",14
"Blake, Jennifer ",14
" Simon, William L. ",14
"Bethke, Jefferson ",14
"Mitnick, Kevin ",14
"Howrey, Meg ",14
"Burns, Cherie ",14
"Travers, P. L. ",14
"Scott, Robert Falcon ",14
"Cirasa, Robert ",14
"Deuker, Carl ",13
"Ellsworth, Belinda ",13
"Keaton, Kelly ",13
"Phalon, Richard ",13
"Fuller, Laurie ",13
"Locke, Attica ",13
"Fforde, Katie ",13
"Gracie, Archibald ",13
" Cook, Ken ",13
"Foote, Shelby ",13
"Bishop, Anne ",13
" Olds, Christina ",13
"Marable, Manning ",13
"Westerfeld, Scott ",13
"MacDonald, George ",13
"Weingarten, Lynn ",13
"Olds, Robin ",13
"Wharton, Edith ",13
"Bolano, Roberto ",13
"Crane, Shelly ",13
"Pegau, Cathy ",12
"Barry, Sebastian ",12
"Hendrickson, Nancy ",12
"Burroughs, Edgar Rice ",12
" Foulke, David P. ",12
"Ziglar, Tom ",12
"Tentler, Leslie ",12
"Parsley, Elise ",12
"Thor, Brad ",12
"Waldron, Juliet ",12
"Gookin, Dan ",12
"Wainscott, Tina ",12
" Iverson, Larry ",12
"Anable, Stephen ",12
"Saper, Chris ",12
"Cammuso, Frank ",12
"Gray, Wesley R. ",12
"Engelmann, Karen ",12
" Vogel, Jack R. ",12
"Myers, Gary ",11
"Willis, Gerri ",11
"Garrett, Pat F. ",11
"Mendez, Antonio J. ",11
"Riley Fitch, Noel ",11
"Blake, Sarah ",11
"Spence, Gerry ",11
 Family Tree Magazine Editors ,11
"Bull, Andy ",11
"Dolan, Allison ",11
"Oke, Janette ",11
"Wolff, Tobias ",11
"Luzzi, Joseph ",11
"Williamson, Jack ",11
"March, Tracy ",11
"Carson, Anne ",11
"Adzich-Brander, Laura ",11
"Llewellyn, Richard ",11
"Dutton, Erin ",11
"McCarry, Charles ",11
"Mendicino, Tom ",11
"Merullo, Roland ",11
"Paine, Lauran ",11
"Carnoy, David ",11
"Clark, Mary Higgins ",11
"Graham, Lynne ",11
"Wade, Nicholas ",11
"Larsen, K. J. ",11
" Baglio, Matt ",11
"Mee, Benjamin ",11
"Tesh, Jane ",11
"Lopez, Steve ",10
"Moses, Pamela ",10
"Marton, Kati ",10
"Pagliarini, Robert ",10
"McKissack, Jennifer ",10
"O'Donnell, Patrick K. ",10
"Brooks, Michael ",10
"Karnow, Stanley ",10
"Monninger, Joseph ",10
"Spyri, Johanna ",10
"Garrett, Phil ",10
"Percy, Walker ",10
"Greenwald, Tommy ",10
"Sher, Emil ",10
"Grau, Shirley Ann ",10
"Barton, Beverly ",10
" Wyman, David (ILT)",10
"Butler, Daws ",10
"Baum, L. Frank ",10
"Schama, Simon ",10
"Klein, Edward ",10
"Kuzneski, Chris ",10
"Saylor, Steven ",10
"Weinberg, Samantha ",10
"Grothaus, Heather ",10
Princeton Review (COR),10
"Zacks, Richard ",10
"Fuhrman, Mark ",10
"Blunt, Giles ",10
" Stower, Adam (ILT)",10
"Charleson, Susannah ",9
"Robinson, Kim Stanley ",9
"Thackeray, William Makepeace ",9
" Carson, Candy ",9
"Carson, Ben, M.D. ",9
"Lewis, Sinclair ",9
Oraclesql-plsql (COR),9
" Lerner, Edward M. ",9
" D'Alessandro, Jacquie ",9
"Dyson, Michael Eric ",9
"Saul, Andrew, Ph.D. ",9
"Corsetto, Danielle ",9
"Levine, Michael ",9
" Hern, Candice ",9
"Maslen, Andy ",9
"Gaddis, John Lewis ",9
"Gaskell, Elizabeth Cleghorn ",9
"Tord, Juan Luis ",9
"Bellow, Saul ",9
"Coughlin, Tom ",9
"MacDonald, Ross ",9
"Kallos, Stephanie ",9
"Chansky, Tamar E. ",9
"Richmond, Michelle ",9
"Stevens, Amanda G. ",9
" Sterling, Zach (CON)",9
"Corrigan, Kelly ",9
" Freedman, Nancy ",9
"Andersen, Christopher ",9
"Lasky, Kathryn ",9
"Michaels, A. B. ",9
"Given, Sara ",9
"Roll, Rich ",9
"Dederer, Claire ",9
"Rawicz, Slavomir ",9
"Harvell, Richard ",9
"Boggs, Johnny D. ",9
"Mutch, Barbara ",9
"Underhill, Paco ",9
"Boorstein, Sylvia ",9
"Peters, Ellis ",9
"Davis, William ",9
"Dunham, Steve ",9
"Johnson, Merle ",9
"Fromm, Erich ",9
"D'Este, Carlo ",9
"Freedman, Benedict ",9
"Baker, T. N. ",9
"Anson, Jay ",8
"Sias, Ryan ",8
"Helman, Scott ",8
" Groenink, Chuck (ILT)",8
"Smolinski, Jill ",8
"Huston, James W. ",8
"Rippin, Sally ",8
"Autin, Amelia ",8
"Bedford, Deborah ",8
"Hardy, Thomas ",8
" Hernandez, Keith ",8
"Caroline, Alice ",8
"Gower, David ",8
"De Lnt, Charles ",8
"Baker, Ellen ",8
"Leve, Ariel ",8
"Wilson, Mookie ",8
"Campbell, Greg ",8
"Hoover, Michelle ",8
"Cameron, Marc ",8
"Palatini, Margie ",8
"Lee, Janice Y. K. ",8
"Swindoll, Charles R. ",8
" Sherman, Erik ",8
PONS Editorial Team (COR),8
"Bernays, Edward L. ",8
" Russell, Jenna ",8
"Phillips, Lisa ",7
" Bosker, Gideon ",7
"Hillinger, Charles ",7
"May, Matthew E. ",7
"Connors, Philip ",7
" Cache, Johnny ",7
"Fowler, Karen Joy ",7
"Hammett, Dashielle ",7
"Kulaga, Jaime, Ph.d. ",7
"Mclean, Stuart ",7
"Pyle, Howard ",7
"Lencek, Lena ",7
"Chaucer, Geoffrey ",7
" Nebel, Frederick ",7
"Farmer, Rachel ",7
"Bradbury, Ray ",7
"Burns, Olive Ann ",7
"Harwood, John ",7
"Middle, Howard ",7
"Drucker, Peter Ferdinand ",7
" Cave, Hugh B. ",7
" Lloyd-Jones, Antonia (TRN)",7
"Rossini, Seton ",7
"Wright, Joshua ",7
"Jagielski, Wojciech ",7
"Smith, Benjamin ",7
"Poe, Edgar Allan ",7
"Rosenberg, Nancy Taylor ",7
"Lewis, Mitchell Scott ",7
"Donofrio, Beverly ",7
"Dunn, Carola ",7
" Garoufalia-Middle, Hara ",7
K'Wan ,7
"Polak, Paul ",6
"Johnstone, William W. ",6
"Tarkington, Booth ",6
"Boukreev, Anatoli ",6
" Salerno, Judith ",6
"Burke, Monte ",6
" Johnstone, J. A. ",6
"Giner, Gonzalo ",6
" Thorpe, Gary S. ",6
"Birmingham, Kevin ",6
"Loveys, Richard ",6
"Hoffman, John ",6
"Gapper, John ",6
"Wilders, Geert ",6
Writer's Digest Editors ,6
"Bachman, Richard ",6
"Anderson, Poul ",6
" Smith, George Henry ",6
"Hockenberry, John ",6
"Maugham, W. Somerset ",6
"Carlisle Kistner, Alzada ",6
"Oates, Joyce Carol ",6
"Benson, Richard ",6
"Schaap, Jeremy ",6
"Hayek, Friedrich A. Von ",6
"Read, Cornelia ",6
" James, Steven (FRW)",6
"Mallon, Thomas ",6
"Murray, Victoria Christopher ",6
"Carlson, Melody ",6
"McLaughlin, Emma ",6
"Demetrios, Heather ",6
"Denvil, Barbara Gaskell ",6
"Earle, Steve ",6
"O'Connor, Flannery ",6
"Anderson, Amy ",6
"Morrow, Bradford ",6
" Warwick, Mal ",6
"Ozeki, Ruth ",6
"Hamilton, Denise ",6
"Van Beek, Flory A. ",6
"Murray, Charles ",6
"Jackson, Shirley ",6
"Vonnegut, Kurt ",6
"Calonita, Jen ",6
"Hale, Daryl ",6
"Herron, Rachael ",6
"McClain, Lee Tobin ",6
"Burton, Fred ",6
" Dewalt, G. Weston ",6
"Stegner, Wallace Earle ",6
" Ritz, David ",6
"Curry, Alexandra ",6
"Myers, John ",6
"Porter, Sarah ",6
"Karon, Karen ",6
"Simon, Clea ",6
"Adler, Warren ",6
" Kraus, Nicola ",6
"Maclean, David Stuart ",5
"Bernstein, Harry ",5
"Adams, Henry ",5
"Bronte, Anne ",5
"O'Farrell, Maggie ",5
"Anstee, Ashlyn ",5
"Jenkins, Beverly ",5
"Maitland, Leslie ",5
"Rowley, Matthew ",5
"Prager, Dennis ",5
"Simone, Ni-Ni ",5
"White, Jennifer ",5
" Burns Ortiz, Maria (CON)",5
"Oortman, Annie ",5
"Gerst, Angela ",5
"Knopf, Chris ",5
"Moore, Thomas ",5
"Gostick, Adrian ",5
" Anstee, Ashlyn (ILT)",5
"Shaw, Bernard ",5
"Anders, Karen ",5
"Wortman, Marc ",5
"Rousey, Ronda ",5
" Grant, Donna ",5
"Kroeber, Theodora ",5
"Anderson, Sherwood ",5
"Deberry, Virginia ",5
" Abrams, Amir ",5
"Grissom, Kathleen ",5
"Pearlman, Jeff ",5
"Anisman, Hymie ",5
"Foster, Ken ",5
"Ishiguro, Kazuo ",5
" Christopher, Scott ",5
"Henderson, John S. ",5
"Collins, Wilkie ",5
"Cook, Tim ",5
"Kaminsky, Stuart M. ",5
"Cushman, Jackie Gingrich ",5
" Kroeber, Karl ",5
"Calvert, James F. ",5
"McNichol, Tom ",5
"Fay, Juliette ",5
"Watts, Steven ",5
"Palacios, Tomas ",5
"Vann, David ",5
"Guy, Buddy ",5
"Liparulo, Robert ",5
"Mayer, Kirsten ",5
Saki ,5
"McKinnon, Hannah ",5
"Kingston, Rosemary ",5
"Johansen, Erika ",5
"Flynn, Nick ",5
"Gray, Tanis ",5
"Miller, C. J. ",5
"Baine, E. R. ",5
"Sandford, John ",5
"Mooney, Michael J. ",4
"Elrod, P. N. ",4
"Catalano, Joseph ",4
"Condon, Richard ",4
"Cerami, Charles ",4
"Makos, Adam ",4
"Neff, James ",4
"Sacristán, Pedro Pablo ",4
"Ullman, Ellen ",4
"Toy, Eugene C. ",4
" Schubert, Edmund R. ",4
"Ravid, Ruth ",4
"Kidd, Chip ",4
"Littlefield, Sophie ",4
"Sayers, Dorothy L. ",4
"Alther, Lisa ",4
"McCarthy, Jenny ",4
"Greenwood, Ed ",4
"Jacobson, Mark ",4
"Becker, Helaine ",4
"Stanway, Penny ",4
" Ries, Alex (ILT)",4
"Peveteaux, April ",4
"Delany, Vicki ",4
"Burke, Mary Jo ",4
"Troost, J. Maarten ",4
"Buonomano, Dean ",4
"Leroux, Gaston ",4
"Byron, George Gordon Byron, Baron ",4
"Quiller-Couch, Arthur Thomas, Sir ",4
"Henig, Robin Marantz ",4
"Booth, Martin ",4
"Neider, Charles ",4
"Mason, A. E. W. ",4
"Knight, India ",4
"Franklin, Benjamin ",4
"Crisfield, Deborah W. ",4
" Godor, Daniele D. ",4
"Crile, George ",4
"Whitney, Phyllis A. ",4
"Richards, Susan ",4
"Obioma, Chigozie ",4
Adams Media ,4
" Raine, Susan P. ",4
"Madsen, Cindi ",4
"Volk, Patricia ",4
"Lutz, John ",4
"Scahill, Jeremy ",4
"Sylvester, Kevin ",4
" Polizzotti, Mark (TRN)",4
"Gomez, Paradise ",4
"Lawson, Jessica ",4
"Kaehler, Tammy ",4
"Whitman, Walt ",4
" August, David ",4
" Gilot, Francoise ",4
"Miles, Jonathan ",4
"Wilson, Andrew ",4
"Van Cauwelaert, Didier ",4
"Higgins, Lisa Verge ",4
"Quick, Matthew ",4
"Stahl, Michael ",4
"Owens, Carole ",4
"Joss, Morag ",4
" Andrews, Dave ",4
"Moore, Michel ",4
"Dexter, Colin ",4
"Davidson, Jeff ",4
"Bure, Candace Cameron ",4
"Leigh, Lora ",4
"Plaidy, Jean ",4
" Henig, Samantha ",4
"Stillman, David M. ",4
"Gage, Leighton ",4
" Wasserman, Robin ",4
"Lepore, Jill ",4
"Jen, Gish ",4
" Gordon, Ronni L. ",4
"Ellory, R. J. ",4
"Tsukiyama, Gail ",4
"Shackleton, Ernest Henry, Sir ",4
"St. John, Graham ",4
"Markham, Beryl ",4
"Schuller, Bobby ",4
" Schacht, Darlene ",4
"Ghaemi, Nassir ",4
" Alexander, Larry ",4
" Andrewson, Natalie (ILT)",4
"Mills, Marja ",4
"Ferrarella, Marie ",4
" McKenna, Dennis (FRW)",4
"Canfield, Jack ",4
"Fox, Calista ",4
"De Quincey, Thomas ",4
"Gaines, Ernest J. ",4
"Kehret, Peg ",4
"Fuerst, James W. ",4
" Cochrane, Thomas I. ",4
"Whittle, Tina ",3
" Doyle, Elizabeth (ILT)",3
"Franklin, Tom ",3
" Maberry, Jonathan ",3
" Good, Meagan ",3
"Hunt, Samantha ",3
"Sacheri, Eduardo ",3
"Williams, Terry Tempest ",3
" Kartzinel, Jerry ",3
"Kolbert, Elizabeth ",3
"Ede, Piers Moore ",3
"Kirsch, Adam ",3
"Carson, Clarence B. ",3
"Apuzzo, Matt ",3
"Carson, Rachel ",3
"Yunus, Muhammad ",3
" Zimmern, Helen (TRN)",3
"Woolf, Virginia ",3
"Goodman, Matthew ",3
"Rindell, Suzanne ",3
"Hoyt, Elizabeth ",3
"Zakaria, Fareed ",3
"Davis, Karen M. ",3
"Nietzsche, Friedrich Wilhelm ",3
"Leslie, Barbra ",3
"Garrow, David J. ",3
"Keegan, John ",3
" Goldman, Adam ",3
" Hogarth, C. J. (TRN)",3
"Buckley, Fiona ",3
" Grossman, Robert (ILT)",3
" Marx-Aveling, Eleanor (TRN)",3
"Dodge, Mary Mapes ",3
"Ferguson, Will ",3
" Stromberg, Joseph ",3
"Chatterjee, Samprit ",3
"Suri, Manil ",3
" Fenjves, Pablo F. (CON)",3
" Young, Timothy (EDT)",3
"Modiano, Patrick ",3
"Caldwell, Ian ",3
"Saberhagen, Fred ",3
