,0
"Lewman, David ",4496
" Johnson, Shane L. (ILT)",4493
"Vonnegut, Kurt ",4149
"Twain, Mark ",4037
"Roberts, Nora ",2969
"Deveraux, Jude ",1131
"Doyle, Arthur Conan, Sir ",1056
"Rand, Ayn ",1043
"Sewell, Anna ",987
"Stoker, Bram ",951
"Montgomery, L. M. ",902
" Goldberg, Lee ",885
"Evanovich, Janet ",885
"London, Jack ",820
"Hawthorne, Nathaniel ",740
"Alcott, Louisa May ",656
"Finder, Joseph ",547
"Beasley, Cassie ",533
"Wells, H. G. ",532
"Douglass, Frederick ",456
"Woods, Stuart ",454
"Austen, Jane ",449
"Ahdieh, Renée ",440
"Bronte, Charlotte ",428
"Solomons, David ",399
" Powell, Nathan (ILT)",389
"Riordan, Rick ",389
"Dickens, Charles ",386
"Irving, Washington ",370
"Niven, Jennifer ",367
"Osborne, Mary Pope ",363
"Kenner, J. ",344
"Johnston, Joan ",330
"Harris, Charlaine ",317
"Zinczenko, David ",307
Princeton Review (COR),307
"Poe, Edgar Allan ",300
"Stevenson, Robert Louis ",286
"Johansen, Iris ",272
"Simsion, Graeme ",268
"Hiranandani, Veera ",264
" Dreidemy, Joelle (ILT)",264
"Milchman, Jenny ",263
"McCullough, Colleen ",249
"Wolff, Tracy ",238
"Draper, Sharon M. ",238
"Fitzgerald, F. Scott ",226
"Frampton, Megan ",224
"Dostoyevsky, Fyodor ",215
"Johnson, Craig ",211
"Mitchell, Andie ",209
"Bradley, Alan ",200
"Fox, Candice ",200
"Dumas, Alexandre ",194
"Oakley, Colleen ",175
"Lindsay, Virginia ",169
"Vane, Victoria ",163
"Leigh, Eva ",162
"Wharton, Edith ",162
None,158
"Park, Patricia ",158
"Stevens, Taylor ",150
"Graff, Lisa ",144
"Knott, Robert ",142
"Warner, Gertrude Chandler ",141
" Lamont, Priscilla (ILT)",138
"McKay, Hilary ",138
"Mills, Claudia ",137
" Shepperson, Rob (ILT)",137
"Loomis, Susan Herrmann ",134
"Schulz, Charles M. ",130
"Feehan, Christine ",122
"Cohen, Joshua ",121
"Harrison, Mette Ivie ",118
"Borges, Marco ",116
" Ornish, Dean (INT)",116
 Beyonce (FRW),116
" Williams, Suzanne ",113
"Holub, Joan ",113
"Harrington, Rebecca ",111
"Kawasaki, Guy ",109
" Fitzpatrick, Peg ",109
"Whitney, Daisy ",109
"Parmar, Priya ",107
"Melville, Herman ",106
"Chopin, Kate ",105
"James, Marlon ",101
"Forster, E. M. ",100
"Polonsky, Ami ",99
"Scheerger, Sarah Lynn ",99
"McGhee, Alison ",97
"Hatmaker, Jen ",97
" Denise, Christopher (ILT)",97
"Vernon, Ursula ",96
" Larsen, Elizabeth Foy ",94
" Kasunick, Heather (ILT)",94
"Glenn, Joshua ",94
" Reusch, Mister (ILT)",94
" Leone, Tony (ILT)",94
"Kepnes, Matt ",93
"Weingarten, Lynn ",90
"Ciocca, Gina ",84
" Jeralds, Scott (ILT)",84
"McCready, Amy ",83
"Dare, Tessa ",83
"Murakami, Haruki ",83
" Goossen, Ted ",83
"Todd, Anna ",82
"Greenwood, Leigh ",79
"Abel, James ",76
"Lewis, R. C. ",75
"Okorafor, Nnedi ",75
" Burris, Priscilla (ILT)",72
"Erin, Aileen ",72
"Higgins, Jack ",70
"Jamieson, Alexandra ",70
"Muller, Marcia ",68
" Pronzini, Bill ",68
"Kery, Beth ",68
"Jay, Stacey ",66
"Donnelly, Jennifer ",66
"Dairman, Tara ",66
"Scott, M.j. ",64
" Rodriguez, Edel (ILT)",63
"Engle, Margarita ",63
"Adams, Ellery ",62
Voltaire ,61
"Adrian, Emily ",59
"Birney, Betty G. ",59
"Thompson, Victoria ",59
"Robertson, Alan ",58
"Oswalt, Patton ",58
"Potter, David ",58
"Rippin, Sally ",58
" Robertson, Lisa ",58
"Dunbar-Ortiz, Roxanne ",58
"Carlino, Renée ",58
"Jackson, Vina ",56
"Levy, Michelle ",56
"Nevill, Adam ",55
"Wylde, Joanna ",55
"Lewis, Matt ",55
"Keene, Carolyn ",55
"McChrystal, Stanley ",54
" Fussell, Chris ",54
" Ross, Graham (ILT)",52
"Sharpe, Luke ",52
" Griffith, Susan ",49
"Griffith, Clay ",49
" Gagliardi, Ann (TRN)",48
"Mazzantini, Margaret ",48
"Kadohata, Cynthia ",48
"Engel, Amy ",48
"Baxter, Stephen ",48
"Freitas, Donna ",47
"Fodor's Travel Publications, Inc. (COR)",47
"Hayes, Thea ",46
"Hargreaves, Roger ",45
" Shaevitz, Morton ",44
" Cunningham, David (ILT)",44
"Hart, Carolyn ",44
" Testa, Maggie (ADP)",44
"Coville, Bruce ",44
" Pope, Robert (ILT)",44
"Maizel, Rebecca ",44
"Blanchard, Ken ",44
" Gravett, Emily (ILT)",43
"Sirowy, Alexandra ",43
" Death, Sarah (TRN)",43
"Seierstad, Asne ",43
"Gravett, Emily ",43
"Lee, Philip Yungkin ",43
"Kindl, Patrice ",43
"Tash, Sarvenaz ",43
"James, Lorelei ",43
"Brooks, John ",43
"Dimbleby, Jonathan ",43
"Kerr, Philip ",42
"Cole, Kresley ",42
" Wilson, Jared C. ",42
"Doyle, Peter ",42
" Sante, Luc (INT)",42
"Chandler, Matt ",42
"Baskin, Nora Raleigh ",41
"Phillips, Kyra ",39
" Grifo, Jamie ",39
"Hesse, Hermann ",39
"Knight, Rob ",38
" Rohmann, Eric (ILT)",38
"Fleming, Candace ",38
"Kirby, Stan ",38
"Morrow, Bradford ",38
"Turner, Nancy E. ",38
" O'Connor, George (ILT)",38
"Diamond, Jared ",37
"Oakes, Stephanie ",37
"Johnson, Maureen ",37
"Fielding, Joy ",36
"Reus, Katie ",36
"Hartman, Elizabeth ",36
"Blake, Toni ",35
"Arbiter, Dickie ",35
" Poynter, Toni Sciarra ",35
" Park, Meg (ILT)",35
"O'Ryan, Ellie (ADP)",35
"Navarro, Joe ",35
"Rissi, Anica Mrose ",35
"Jauhar, Sandeep ",35
"Holloway, Emma Jane ",34
"Kaiser, Shannon ",34
"La Plante, Lynda ",34
" Maguire, Rachel (ILT)",33
 Style Guide (ILT),33
"Brockmann, Suzanne ",33
"Bass, Alexis ",33
"Clayton, Alice ",33
"Brallier, Max ",33
"Cumming, Alan ",33
"Bailey, Catherine ",33
"Dusick, Amber ",32
"Ockler, Sarah ",32
"Coyne, Jerry A. ",32
"Rinehart, J. D. ",32
"Sha, Zhi Gang ",32
Speedy Publishing (COR),31
"Doescher, Ian ",31
"Marlowe, Mia ",31
" Francis, Peter (ILT)",31
"Walsh, Brighton ",30
"Ross, Ian ",30
"Leveen, Tom ",29
" Tang, Charles (ILT)",29
"George, Elizabeth ",28
"Tandoh, Ruby ",28
"Vérant, Samantha ",28
"Murphy, Monica ",28
"Davis, William C. ",28
"Pepper, William F. ",28
"Derosso, H. A. ",28
"Robuck, Erika ",27
"Freedman, Claire ",26
"Schoenewaldt, Pamela ",26
"Younge-ullman, Danielle ",26
" Cort, Ben (ILT)",26
"Dee, Jess ",26
"Bleiman, Andrew ",26
"Plec, Julie ",26
" Eastland, Chris ",26
"Kingsley, Kate ",26
"Mason, Rhonda ",25
"Miyares, Daniel ",25
" Miyares, Daniel (ILT)",25
"Hapgood, Harriet Reuter ",25
 Yes Magazine (COR),25
"Brooks, Regina L. ",25
"Voigt, Cynthia ",25
" Soileau, Hodges (ILT)",25
"Regnery, Katy ",25
"Gelder, Sarah Van (EDT)",25
"Tope, Rebecca ",24
"Sasson, Jean ",24
"Holland, Mina ",24
" Berk, Carrie ",23
"Berk, Sheryl ",23
"Hardy, Thomas ",23
"Camilleri, Andrea ",23
"Offit, Paul ",23
"Browne, Arthur ",23
"Novak, Brenda ",23
" Brown, Jeremy (CON)",22
"Alward, Amy ",22
"Berg, Howard Stephen ",22
"Tyler, Paige ",22
"Galloway, Marcus ",22
"Lauren, Jillian ",22
"Joyce, James ",22
"Sekulow, Jay ",22
"Cook, James A. (EDT)",22
" Schmalzer, Sigrid (EDT)",22
" Compton, Ralph ",22
" Goldstein, Joshua (EDT)",22
" Johnson, Matthew D. (EDT)",22
"Dixon, Franklin W. ",21
"Sparks, Kerrelyn ",21
"Barron, T. A. ",21
"Hart, Mamrie ",21
"Johnson, Cat ",21
" Helbig, Grace (FRW)",21
"MacAlister, Katie ",21
"Rajchman, Chil ",21
"Heiter, Elizabeth ",21
"Bennett, Jenn ",20
"Echols, Jennifer ",20
"Cormen, Thomas H. ",20
"Maberry, Jonathan ",20
 Various ,20
"Marom, Malka ",20
" Andrewson, Natalie (ILT)",19
"Schonwerth, Franz Xaver Von ",19
