" Frazee, Marla (ILT)",42
"Schuetz, Kari ",42
"Herman, Gail ",42
"Yanagihara, Hanya ",42
" Lazo, Hayley (ILT)",42
"Pennypacker, Sara ",42
"Gerritsen, Tess ",41
"Grushin, Olga ",41
"Meyers, Michael ",41
"Cole, Henry ",40
"Kilgore, James ",39
"Torrey, Richard L. ",39
"Baxter, Carol ",39
"Bennett, Alan ",38
"Stacey, Shannon ",37
"Perinot, Sophie ",37
"Thomas, Evan ",37
None,36
"Stringer, Tricia ",36
" Spooner, Meagan ",35
"Kaufman, Amie ",35
"Paine, Crystal ",34
"Roker, Al ",33
" Hogeland, William ",33
Hollywood 360 (COR),32
"Fowley-Doyle, Moira ",32
"Lee, Stan ",32
"Wombacher, Michael ",32
" Moore, Stuart ",32
"Armstrong, Kelley ",32
"Smith, Katy Simpson ",31
"Schatzker, Mark ",31
" Eldridge, Jim (ILT)",31
"McDonough, Yona Zeldis ",31
" Nelson, E. C. ",30
"Southall, Richard ",30
"Bochy, Bruce ",30
"Ellison, J. T. ",30
"Borges, Jorge Luis ",30
"Frank, Jacquelyn ",30
"Nelson, Stephen L. ",30
"Simenon, Georges ",30
"Gimlette, John ",29
"Ray, Rachael ",29
"Mahmoody, Mahtob ",29
"Jenkins, Philip ",29
"Lewis, R. C. ",29
"Daniel, Ray ",29
"Basile, Giambattista ",28
"Benson, Sara ",28
"Beattie, Ann ",28
" Lettere, Carmelo (ILT)",28
" Canepa, Nancy (TRN)",28
" Vlahides, John A. ",28
" Bing, Alison ",28
"Tedeschi, Mark ",28
" Zipes, Jack David (FRW)",28
"Anderson, Kevin J. ",28
"Spagna, Ana Maria ",28
" Cronin, Brian (ILT)",28
"Taraborrelli, J. Randy ",28
"Rock, Suzanne ",28
" Kohn, Beth ",28
" Peart, Neil ",28
"Bittner, Rosanne ",27
"Krulos, Tea ",27
" Jagger, Mick (FRW)",27
"Dugan, Ellen ",27
"Pathak, Anjali ",27
"Link, Tim ",27
"Stewart, Dave ",27
"Eicher, Jerry S. ",27
"Phillips, Holly ",27
"Rylander, Chris ",26
"O'Neill, Ellie ",26
"Renoff, Greg ",26
" Curtis, Howard (TRN)",26
"Cadwallader, Robyn ",26
Lucasfilm Press (COR),25
"Connolly, MarcyKate ",25
"Ronnen, Tal ",25
"Fenske, Tawna ",25
"Wells, Dan ",25
"Enayati, Amanda ",25
"Quinn, Anthony J. ",25
"Gibson, Lindsay C. ",25
"Robertson, Korie ",24
" Macfarlane, Robert ",24
"Paul, Rand ",24
"McPhee, John ",24
" Howard, Chrys (CON)",24
"Ryan, Robin ",24
" Robertson, Willie (CON)",24
"Johnstone, William W. ",23
"Ellis, Kate ",23
"Swafford, Carla ",23
"Shapiro, Dan ",23
"Wheater, Carolyn ",23
"Baxendale, Trevor ",22
"Gagnon, Sarah ",22
"Carney, Dee ",22
" Cooper, Simon (ILT)",22
" Gambatesa, Francesca (ILT)",22
"Krulik, Nancy E. ",22
"Hay, Sam ",22
"Green, Sara ",22
"Smith, Charlie ",22
" Stahl, Bob ",22
"Goodkind, Terry ",22
"De Laurentiis, Giada ",22
" Dougherty, Brandi ",22
"Goldstein, Elisha ",22
"West, Kasie ",21
" Canan, Lauren ",21
"Sif, Birgitta ",21
"Mason, Felicia ",21
"Jacoby, Susan ",21
"Portis, Charles ",21
"Hale, Marian ",21
"Unger, Lisa ",21
"Kivirähk, Andrus ",21
" Moseley, Christopher (TRN)",21
"Ace, Cathy ",21
"Sands, Charlene ",21
" Bennett, Jules ",21
"Bethke, Jefferson ",20
"Borgert-Spaniol, Megan ",20
"Wheeler, Richard S. ",20
"Warner, David ",20
" Voskamp, Ann (FRW)",20
"Knight, Bernard ",20
"Twain, Mark ",20
"Lindsey, Julie Anne ",20
" Kerrigan, Anthony ",19
"Curtis, Marci Lyn ",19
"Francis, June ",19
" Bonner, Anthony (TRN)",19
"Harroun, Deborah ",19
" Murphy, Kelly (ILT)",19
"Adamson, Thomas K. ",19
"Broach, Elise ",19
"Moore, Stephanie Perry ",19
"Lennon, Joan ",19
" O'Brien, John (ILT)",19
"Rau, Dana Meachen ",19
"Dahl, Linda ",19
"Pellicioli, Anna ",18
"Gentry, Dave ",18
" Hoare, Jerry (ILT)",18
"Bicheno, Hugh ",18
"Hemingway, Mariel ",18
"McCormack, Una ",18
"Hunder, Logan ",18
" Blecha, Aaron (ILT)",18
"Enns, Peter ",18
"Spinner, Stephanie ",17
"Miller, Whitney ",17
"Lee, Bruce ",17
"Hersh, Arek ",17
"Woollett, Laura A. ",17
"Jones, Myfanwy ",17
"Rimmer, Christine ",17
" Kirk, Cindy ",17
" Bagwell, Stella ",17
"Wood, Alistair ",16
"Spear, Terry ",16
"Dirda, Michael ",16
"White, Thomas ",16
"Little, Kimberley Griffiths ",16
" Foley, Tim (ILT)",16
"Mayer, Shannon ",15
"Verne, Jules ",15
"Henry, Sophia ",15
" Cox, Maggie ",15
"Dean, Liz ",15
" Tripp, Paul David (FRW)",15
"McFedries, Paul ",15
"Cutter, Nick ",15
"Yates, Maisey ",15
"Brickell, Beth ",15
"Russell, Michael F. ",15
"Patrick, Darrin ",15
"Laybourne, Emmy ",15
" Patrick, Amie ",15
"Stevenson, Robert Louis ",15
" Marinelli, Carol ",15
" Edwards, Nick (ILT)",15
"Kloepfer, John ",15
" Fuller, Louise ",15
"Ould, Chris ",14
"Raphael, Ray ",14
"Green, S. E. ",14
"Cudmore, Libby ",14
" Raphael, Marie ",14
"Alter, Cathy ",14
" Hendrix, John (ILT)",14
"Schulz, Heidi ",14
"Vinciguerra, Thomas ",14
"Donaldson, Julia ",14
"Blakely, Ralph E. ",14
"Mcintosh, Bob ",14
"Rubio, Marco ",14
"Klavan, Andrew ",14
"Barnaby, Hannah ",14
"Caruso, Carla ",14
"Marion, Isaac ",14
" Singleton, Dave ",14
 Homer ,14
" Barone, Andrew ",13
"Hart-Davis, Guy ",13
" Smith, Robert ",13
"Lane, Christina ",13
"Beaman, Philip L. ",13
"Laurence, Andrea ",13
"O'sullivan, Kathryn ",13
"Davidson, June Davis ",13
"Booth, Coe ",13
Vibrant Publishers (COR),13
"Boyd, David R. ",13
"George, Kallie ",13
"Anderson, George ",13
" Mann, Catherine ",13
Anonymous (CON),13
"Bramson, Seth ",13
" Gates, Olivia ",13
"Pisani, Nicole ",13
" Adams, Kate ",13
"Burk, Graeme ",13
" Boiger, Alexandra (ILT)",13
Aesop ,13
"Duffy, Margaret ",12
"Goldthwaite, Carmen ",12
"Vann, David ",12
"Booth, Stephen ",12
"Thompson, Vicki Lewis ",12
" Warren, Nancy ",12
"Jiang, Jia ",12
" Lovlie, Lavrans ",12
" Hunter, Samantha ",12
"Wiggs, Susan ",12
"Blobaum, Cindy ",12
"Bywaters, Grant ",12
"Hoobler, Dorothy ",12
" Stone, Bryan ",12
"Reason, Ben ",12
" Hoobler, Thomas ",12
" Sinclair, Kira ",12
"Shapiro, Peter ",12
" Flu, Melvin Brand ",12
"Sultan, Tim ",11
" Altman, Robert (INT)",11
"Helland, Jenna ",11
"Weetman, Nova ",11
"Browning, Laura ",11
"Rudden, Dave ",11
"Bowen, James ",11
"Spillane, Mickey ",11
"Russell, Gary ",11
"Schweigart, Bill ",11
"Rubart, James L. ",11
" Collins, Max Allan ",11
"Bartel, Sybil ",11
"Michaels, Fern ",11
" Schwan, W. C. ",10
"Sayre, Justin ",10
"Butler, Dori Hillestad ",10
"Clegg, Brian ",10
" Dickey, Lisa (CON)",10
" Damant, Aurore (ILT)",10
"Stone, Sara Jane ",10
"Smalls, Irene ",10
"Gorman, Ed ",10
"Hutchinson, Robert J. ",10
"Summers, Michele ",10
" Gandhi, Arun (FRW)",10
"Locke, Charles O. ",10
"Richter, H. P. ",10
"McKay, Laurie ",10
"Novak, Annie ",10
" Hartwell, F. P. ",10
" Ferrone, John (EDT)",10
"Kaplan, Roberta ",10
"Higgs, Liz Curtis ",10
" Windsor, Edie (FRW)",10
" Bootman, Colin ",10
"Beard, James ",10
"Reiman, Joey ",10
"Baxter, Kate ",9
"Thornton, Betsy ",9
"Shepard, Geoff ",9
"Gardner, James ",9
"Morrow, Susan Brind ",9
" Fox, Addison ",9
" Templeton, Ty ",9
" Clausen, Henry C. ",9
"Raybon, Patricia ",9
" Dees, Cindy ",9
"Nobleman, Marc Tyler ",9
"Müller, Herta ",9
"Yomtov, Nel ",9
"Anderson, Ryan T. ",9
"Gaskell, Elizabeth Cleghorn ",9
" Boehm, Philip (TRN)",9
" Raybon, Alana ",9
"Nix, Garth ",9
" Cutler, Melissa ",9
"Kokoris, Jim ",9
"Ferrarella, Marie ",9
"Brown, Jeff ",9
"Mohler, R. Albert, Jr. ",8
"Finn, Perdita ",8
"Novesky, Amy ",8
" O'Rourke, Ryan ",8
"Goyal, Nikhil ",8
"Thornley, Stew ",8
"Gunn, Elizabeth ",8
"Hairr, John ",8
"Mordden, Ethan ",8
" Diaz, David (ILT)",8
"Meyer, L. A. ",8
"Modesto, Michelle ",8
"Tobar, Héctor ",8
"Gittins, Ross ",8
" Deantonis, Jason (ILT)",7
" Ferraby, H. C. ",7
" Monks, Lydia (ILT)",7
"Lubar, David ",7
"Plenderleith, Ian ",7
"Ryan, Pam Muñoz ",7
" Astrella, Mark ",7
" Day, Zuri ",7
"Rodowsky, Colby F. ",7
" Taylor, Theodora ",7
"Sheldon, Dyan ",7
"Dutton, Sandra ",7
"Hunter, Phillip ",7
"Dellamonica, A. M. ",7
"Rakoff, Joanna ",7
" Brignaud, Pierre ",7
" Marsh, Rodney (FRW)",7
" Kogge, Michael ",7
" Hodges, Cheris ",7
"Fraser, Anthea ",7
"Fletcher, Dustin ",7
"Perry, Lisa Marie ",7
"L'Heureux, Christine ",7
"Peace, J. M. ",7
"Bywater, Hector C. ",7
"Mcfarland, Caitlyn ",6
" Mentink, Dana ",6
"Langlais, Eve ",6
" Rorick, Kate ",6
"Lance, Jack ",6
" Moss, Jessica M. ",6
" Sarka, Dejan ",6
"Burgan, Michael ",6
" Nadeau, Francine (ADP)",6
"Vastine, Amy ",6
" Quinn, Tara Taylor ",6
"Anderson, Catherine ",6
"Leblanc, Patrick ",6
"Su, Bernie ",6
"Scott, Jill ",6
"Rowson, Pauline ",6
" Ryan, Dustin ",6
"Camp, Candace ",6
"Andrews, Amy ",6
"Brown, Andrew K. ",6
"Reed, Bill ",6
"Kane, Stacia ",6
"Bluttman, Ken ",6
"Willis, Dave ",6
"Creighton, Peggy ",6
" Riker, Leigh ",6
"Gallen, Janice ",6
" Edwards, Ron ",6
"Buchanan, Brenda ",6
" King, David G. ",6
" Feldhahn, Shaunti (FRW)",6
"Grey, C. R. ",6
" Clark, Gregor ",5
" Jenkins, Paul ",5
"Higginson, Sheila Sweeny ",5
 Jeff Albrecht Studios (ILT),5
" Ethridge, Kristen ",5
"Manning, Jonathon ",5
" Winn, Bonnie K. ",5
"Phillips, Bill ",5
"Teller, Matthew ",5
" Grimm, Wilhelm ",5
" Diaz, David ",5
"Harris, E. J. ",5
"Berry, Oliver ",5
"Grimm, Jacob ",5
"Duncker, Patricia ",5
"Daley, Margaret ",5
"Moberg, Julia ",5
" Butler, Stuart ",5
" Magno, Carlos (CON)",5
"Monahan, Hillary ",5
"Daley, Matthew ",5
"Boecker, Virginia ",5
"Saporta, Isabelle ",5
" Buttfield-addison, Paris ",5
"Soutphommasane, Tim ",5
"Underhill, Nancy ",5
" Carillet, Jean-Bernard ",5
" Campoy, F. Isabel ",5
"Quigley, David ",5
"Ada, Alma Flor ",5
" Deimling, Kate (TRN)",5
"Ellis, Jenna ",4
"Beckett, Tina ",4
"Mcreynolds, Linda ",4
"Haltom, E. A. ",4
" Evans, Molly ",4
"MacIntyre, Stuart ",4
"Lamb, Scott ",4
" Lang, Glenna (ILT)",4
"Gourley, Catherine ",4
"McQuinn, Anna ",4
"Bramson, Seth H. ",4
" Taylor, Val Paul (ILT)",4
"Nelson, Alice ",4
" Hatch, Scott ",4
"Lang, Glenna ",4
" Braun, Sebastien (ILT)",4
"Chen, Teguh Pranoto ",4
"Shrimpton, Jayne ",4
"Chance, Rebecca ",4
" Miller, William R. (FRW)",4
"Williams, David ",4
"Lassiter, Allison (EDT)",4
"Baker, Amy J. L. ",4
" Macomber, Debbie ",4
" Schneiderman, Mel ",4
"Hatch, Lisa Zimmer ",4
" Coverdale, Linda (TRN)",4
"London, Jack ",4
"Palin, Michael ",4
"Vamos, Samantha R. ",4
"Barrett, Lorna ",4
"Butler, Allison ",4
"Knight, Henrietta ",4
" Wiggs, Susan ",4
"Purman, Victoria ",4
"Ryan, Kay ",4
"Aldersey-Williams, Hugh ",4
"Zuckoff, Allan ",4
"Marsh, Ngaio ",4
"Grimes, Martha ",4
"Osteen, Joel ",4
" Ruttan, Amy ",4
"Green, Melody R. ",4
"Varozza, Georgia ",4
" Beardshaw, Rosalind ",4
"Catron, Jenni ",4
"Barnett, Jill ",4
" Gorscak, Bonnie (CON)",4
"Greene, Alan ",4
"Stafford, Nikki ",4
"Lynch, Maggie McVay ",4
"Skal, David J. ",4
"Martin, Rebecca ",3
" Ceulemans, Eglantine (ILT)",3
"Winkler, Henry ",3
"Lethbridge, Ann ",3
" Garrett, Scott (ILT)",3
"Orduna, Jose ",3
" Weissman, Jonathan S. ",3
"Magaziner, Lauren ",3
" Beacon, Elizabeth ",3
"Packer, Nigel ",3
" Ballantyne, Glenn ",3
"Friedman, Daniel ",3
"Bond, Tara ",3
"Baca, Mandy ",3
"Brooklyn, Isabelle ",3
Knowledge@Wharton (COR),3
"Winchell, Mike ",3
"Richmond, Marianne ",3
"Jernigan, Zachary ",3
" Allen, Louise ",3
"Peterson, Linda Lee ",3
" Oliver, Lin ",3
"Mitchell, Alanna ",3
"Shamsie, Kamila ",3
" Levesque, Haude ",3
"Hart, Bobby ",3
"Tynan, Jacinta ",3
"Guertin, Chantel ",3
"Bryon, Dennis ",3
"Hair, Samuel L. ",2
"Kurjan, Kristy ",2
"Manser, Martin ",2
" Helm, Nicole ",2
"Lewis, J. Patrick ",2
"Keeley, D. A. ",2
"Collodi, Carlo ",2
" Gripman, Stuart ",2
"Cass, Hyla ",2
"Drozdowski, Ted ",2
"Lopez, Adamari ",2
" Hardy, Kate ",2
"Treloar, Lucy ",2
"Burney, Diana ",2
"Elizabeth, Bonnie ",2
"Davey, Paul ",2
"Purdy, Alexia ",2
" Wilson, Scarlet ",2
"Dumas, Alexandre ",2
"Bacon, Shonell ",2
" Drake, Laura ",2
"Lipscomb, Suzannah ",2
" Bates, Amy June (ILT)",2
"Potash, John L. ",2
" Barnes, Kathleen ",2
"Hernandez, Treasure ",2
"March, Lucy ",2
" Trapani, Iza ",2
"Sharp, Judy ",2
" Daniels, J. ",2
" Timmins, Jeffrey Stewart (ILT)",2
"Lindo, David ",2
"Morgan, Sally ",2
"Lowe, Fiona ",2
"Macdangereuse, T. T. ",2
" Williams, Amber Leigh ",2
"Pastor, Helena ",2
"Jaffe, Rona ",2
"Murphy, Edward J. ",2
" Lewis, J. T. ",2
"Stevenson, D. E. ",2
"Trapani, Iza ",2
"Fredrickson, Jack ",2
"Flynn, Nick ",2
"Watt, Jeannie ",2
"Smith, Sherri L. ",2
" Olesh, Stephanie (ILT)",2
"Bunting, Eve ",2
"Schusterman, Michelle ",2
" Yolen, Jane ",2
"Hill, Terry E. ",2
"McGuinness, Lisa ",2
"Miller, Linda Lael ",2
" Trapani, Iza (ILT)",2
"Prosser, Susan ",2
"Morgansen, Shayla ",2
Family Handyman (EDT),2
"Cusick, Dawn ",2
"Banks, Kendall ",1
"McFetridge, John ",1
"Allen, Chris ",1
" Moore, Clement Clarke ",1
" Hobbes, Elisabeth ",1
"Leonard, Tina ",1
"Sandy, Claire ",1
Disney Book Group (COR),1
"Arps, Melissa ",1
"Anderson, Steve ",1
" Kernan, Jenna ",1
"Dreise, Gregg ",1
"Doyle, Arthur Conan, Sir ",1
"Kole, Janet S. ",1
"Crusie, Jennifer ",1
"Johanson, Paula ",1
"Beilharz, Peter ",1
" McDavid, Cathy ",1
"Lee, Rachel ",1
"Lindquist, Lynn ",1
"Pineiro, R. J. ",1
"Halpern, Sue ",1
" Thompson, Nancy Robards ",1
"Nelson, Colleen ",1
" Saltzman, Esther Bendit (EDT)",1
"Hugo, Victor ",1
"McFarlane, Brian ",1
"Mary, Kate L. ",1
"Partridge, Dale ",1
"Willingham, Michelle ",1
"Crockett, Jim (EDT)",1
"Charles, Joshua ",1
"Cassidy, Amos ",1
"Nelson, Kevin ",1
 Various ,1
" Shaver, Sheila ",1
"Barnett, Randy E. ",1
"Rose, Nancy ",1
" McClone, Melissa ",1
"Critchley, Cheryl ",1
"Spittler, Connie ",1
"Weintraub, Arlene ",1
" Greenwald, Hank (FRW)",1
"Leaf, Christina ",1
" Daille, Barbara White ",1
" Mcgrath, Helen ",1
"Peter, Paul and Mary ",1
"Thomas, William ",1
"Hosker, Griff ",1
"Loveless-Hill, Tracie ",1
" Milburn, Trish ",1
" Hogan, Trevor ",1
"Sharer, Robert ",1
"Bevilacqua, Joe ",1
"Davison, Graeme ",1
" Crockett, Dara (EDT)",1
"Whellams, David ",1
" Levinson, Bruce Scott ",1
"Henneberg, Susan ",1
"Lach, Shannon Marie ",1
" Kellogg, Lorie ",1
" Byatt, Lucinda (TRN)",1
"Sealey, C. S. ",1
"Gibb, Lindsay ",1
"Foster, Melissa ",1
Worthy Publishing (COR),1
"Ferris, Gloria ",1
"Harvey, Jonathan ",1
"Bristow, Gwen ",1
"Crowl, M. Tara ",1
"Campbell, Alex ",1
"Oates, Matthew ",1
"Modesitt, L. E. ",1
"Carp, Stephen ",1
"Barbagli, Marzio ",1
"Schuetz, Kristin ",1
"Trobits, Monika ",1
" Hutchinson, Emily (ADP)",1
"Tabachnick, Stephen E. (EDT)",1
"Chase, Emma ",1
"Madsen, Cindi ",1
" Puybaret, Eric (ILT)",1
"Coogan, Tim Pat ",1
