"Constantine, Alysia ",1
"Hillier, Jennifer ",1
"Wieringa, Tommy ",1
"Kanon, Joseph ",1
"Toor, Rachel ",1
" Prigmore, Shane (ILT)",1
"Lytton, Deborah ",1
"Koenig, Sharon M. ",1
"Matheson, Andrew ",1
" Butler, Stuart ",1
" Macdonald, Guy ",1
" Ossana, Diana ",1
Murdoch Books Test Kitchen (COR),1
"Osborne, Mary ",1
" Dorr, Christina ",1
"O'Donnell, Liam ",1
" Grand, Aurélie (ILT)",1
" Wiesel, Elie (FRW)",1
"Rivera, Jenni ",1
"Mantel, Hilary ",1
"Bently, Peter ",1
"Grescoe, Taras ",1
"Sierra, Javier ",1
" Parrott, Leslie ",1
" Dalby, Richard (INT)",1
"D., Thianna ",1
"Frame, Tom ",1
" Switzer, Janet (CON)",1
"Thompson, Victoria ",1
"Bommersbach, Jana ",1
"MacArthur, Robin ",1
" Wan, Joyce (ILT)",1
"Ashe, Ellie ",1
"Shinewald, Jeremy ",1
"Anderson, Teoti ",1
"Polak, Joseph ",1
" Wilsdorf, Anne (ILT)",1
