,0
"Krulik, Nancy E. ",5405
 John And Wendy (ILT),4673
"Horowitz, Anthony ",4562
"Greenburg, Dan ",4243
" Harrison, Nancy (ILT)",3624
 Who Hq (COR),3102
" Davis, Jack (ILT)",2986
"Green, John ",2346
"dePaola, Tomie ",2334
"Scieszka, Jon ",2177
" Smith, Lane (ILT)",2171
"Edwards, Roberta ",2135
"Choldenko, Gennifer ",2116
" O'Brien, John ",1872
"McMullan, Kate ",1583
" Basso, Bill (ILT)",1583
" dePaola, Tomie (ILT)",1385
"Forman, Gayle ",1335
" Davis, Jack ",1257
" Wolf, Elizabeth (ILT)",1239
"Bader, Bonnie ",1239
"Birney, Betty G. ",1239
"Abramson, Ann ",1090
"Stewart, Whitney ",1039
"Dessen, Sarah ",1024
"Vernon, Ursula ",943
"Eastman, P. D. ",853
" Blecha, Aaron (ILT)",732
"Flanagan, John ",616
"Pascal, Janet ",616
"Woods, Stuart ",573
"Woodson, Jacqueline ",568
" O'Brien, John (ILT)",532
" Kelley, True ",444
"Edgers, Geoff ",435
"Mead, Richelle ",426
"Raskin, Ellen ",408
"Coben, Harlan ",399
"Steel, Danielle ",354
"Frith, Margaret ",334
"Kline, Suzy ",316
"Gerritsen, Tess ",295
"Brewer, Heather ",294
"Lupica, Mike ",290
"Box, C. J. ",264
"Sandford, John ",262
"Gutman, Dan ",242
"White, Randy Wayne ",240
" Tugeau, Jeremy (ILT)",237
"Delinsky, Barbara ",236
"Cole, Steve ",234
"Mannis, Celeste ",208
"Evanovich, Janet ",197
"Law, Ingrid ",193
" Wilson, Janet (ILT)",192
"Duffey, Betsy ",192
 Golden Books Publishing Company (COR),189
"Lombard, Jenny ",168
"Ritter, John ",160
"Sobol, Donald J. ",159
" Remkiewicz, Frank (ILT)",159
"Grimes, Nikki ",154
"Breathed, Berke ",144
" Breathed, Berke (ILT)",144
"Grafton, Sue ",138
"Kava, Alex ",137
"Kudlinski, Kathleen V. ",136
" Watling, James (ILT)",136
" Kelley, True (ILT)",133
"Kelley, True ",133
"Clancy, Tom ",122
"Krull, Kathleen ",116
" Ulrich, George (ILT)",114
"Kramer, Sydelle ",114
"Cummings, Priscilla ",113
"Pollan, Michael ",112
"Roberts, Nora ",106
"Holub, Joan ",106
"Tillworth, Mary ",104
"Koontz, Dean R. ",100
"Man-Kong, Mary ",91
"Myracle, Lauren ",84
"Tarshis, Lauren ",83
"Carbone, Elisa Lynn ",83
"Doidge, Norman ",73
"Nelson, Jandy ",71
"Verdon, John ",70
"Keene, Carolyn ",67
"Townsend, Mike ",66
" Townsend, Mike (ILT)",66
"Singh, Nalini ",64
" Kulikov, Boris (ILT)",63
"Draper, Sharon M. ",59
"Potter, Ellen ",59
"Dionne, Erin ",55
"Barr, Nevada ",55
"Woods, Brenda ",54
"Volponi, Paul ",53
"Pelzer, David J. ",52
"Knudson, Mike ",50
"Dass, Ram ",49
"Hampton, Wilborn ",49
"Paulsen, Gary ",48
"Yovanoff, Brenna ",47
"Collins, Kate ",46
" Meehan, Peter ",45
"Chang, David ",45
"Banks, Maya ",45
"Anderson, Laurie Halse ",44
"Needleman, Jacob ",43
" Piazza, John ",43
"Parker, Robert B. ",42
" Jenkins, Leonard (ILT)",41
"Shepherd, Nicole Leigh ",41
"Holt, Kimberly Willis ",41
"Partridge, Elizabeth ",40
"Turtledove, Harry ",40
"Bancroft, Lundy ",39
"Bauer, Joan ",38
"Blackwood, Gary ",37
Moosewood Collective ,36
"Duncan, Glen ",36
"Collins, Paul ",36
"McKenna, Erin ",35
"Bruchac, Joseph ",35
"Adler, David A. ",34
" Marchesi, Stephen ",34
"Bardhan-Quallen, Sudipta ",34
" Cardwell, Guy (CON)",31
"Twain, Mark ",31
"Follett, Ken ",31
" Francis, Guy (ILT)",31
" Seelye, John (INT)",31
"Mills, Claudia ",31
"Ballis, Stacey ",30
"Dixon, Franklin W. ",30
"Silverman, Rachel Emma ",28
"Beevor, Antony ",28
"White, Karen ",27
"Robbins, Mel ",27
"Efaw, Amy ",27
"Carroll, Michael ",26
"Aguirre, Ann ",26
"Hills, Tad ",24
"Winkler, Henry ",23
" Oliver, Lin ",23
" Heitz, Tim (ILT)",22
"O'Connell, Carol ",22
"Merullo, Roland ",22
" Shepard, Ernest H. (ILT)",21
"Childs, Tera Lynn ",21
"Milne, A. A. ",21
"Whelan, Gloria ",20
American Heart Association (COR),19
"Martini, Steve ",19
"Dallas, Sandra ",19
"Herlong, M. H. ",18
" Allen, Joy (ILT)",18
" Swan, Angela (ILT)",18
"Bentley, Sue ",18
"Westerfeld, Scott ",17
"Lacour, Nina ",17
Dalai Lama XIV ,17
"Brisson, Pat ",17
"Griffin, W. E. B. ",17
"Horner, Emily ",16
"Hornby, Nick ",16
"Stone, Tanya Lee ",15
"Armstrong, Kelley ",15
"Colicchio, Tom ",15
"North, Sterling ",15
" Ortuzar, Sisha ",15
" Gresham, John ",15
" Cramer, Jeffrey S. ",14
"Malfi, Ronald ",14
"Willig, Lauren ",14
"Thoreau, Henry David ",14
"Larsen, Ward ",13
"Fritz, Jean ",13
"DeLillo, Don ",13
"Tracy, P. J. ",13
"Taylor, Mildred D. ",13
"Pene Du Bois, William ",13
" Ginsburg, Max (ILT)",13
"Tan, Amy ",12
"Higgins, Jack ",12
"Reisman, Michael ",12
"Stirling, S. M. ",12
"Kargman, Jill ",12
"Beck, Jessica ",12
"Clancy, Tom (CRT)",11
"Reichl, Ruth ",11
" Preisler, Jerome ",11
"Byars, Betsy Cromer ",11
"Ramsland, Katherine ",11
"Reiterman, Tim ",11
"Beddor, Frank ",11
" Greenberg, Martin Harry (CRT)",11
"Raddatz, Martha ",11
"Norris, Kathleen ",11
" Johnson, Diane (FRW)",10
"Cornish, D. M. ",10
" Natti, Susanna (ILT)",10
" Hitchens, Christopher (INT)",10
" Harris, Alison ",10
"Taylor, Laini ",10
"Downie, David ",10
"West, Rebecca ",10
"Hubbard, Mandy ",10
"Harris, Carrie ",10
"Riggs, Cynthia ",10
"Warren, Christine ",10
"Gehrman, Jody ",10
"Henderson, Tom ",10
" Farley, Andrew ",10
"Jeffries, Sabrina ",10
"Shields, Carol Diggory ",10
"Gratz, Alan ",9
"Mebus, Scott ",9
"Bentley, Jennie ",9
"Galenorn, Yasmine ",9
"Mezrich, Ben ",8
" Brand, Fiona ",8
"Corbett, Sue ",8
"Coulter, Catherine ",8
"Cornwell, Bernard ",8
"Nhat Hanh, Thich ",8
"Donohue, Keith ",8
" Farley, Andrew (ILT)",8
"Springer, Nancy ",8
"Marty, Martin E. ",8
"Young, Emma ",8
" Sutcliffe, Katherine ",8
" Wilks, Eileen ",8
"Roberts, Elizabeth ",8
"Klages, Ellen ",8
"Feehan, Christine ",8
" Amidon, Elias ",8
"Clement-Moore, Rosemary ",8
"Koss, Amy Goldman ",7
"Pasternak, Boris Leonidovich ",7
"Link, Kelly ",7
" Pevear, Richard (TRN)",7
"Kay, Guy Gavriel ",7
"Peck, Richard ",7
"Shulman, Polly ",7
"Gerber, Linda ",7
" Volokhonsky, Larissa (TRN)",7
"Konigsberg, Bill ",6
"Madison, Deborah ",6
"Madden-Lunsford, Kerry ",6
"Maldonado, Torrey ",6
"Sleator, William ",6
"Green, Jane ",6
"Muldrow, Diane ",6
 Random House (COR),6
"Jenoff, Pam ",6
"Crowe, Chris ",6
"Kostick, Conor ",6
"Pink, Daniel H. ",6
" McCauley, Adam (ILT)",6
" Pollack, Barbara (ILT)",6
"Kronzek, Allan Zola ",5
"Kizer, Amber ",5
" Baldick, Robert (TRN)",5
" Kronzek, Elizabeth ",5
"Sherman-Wolin, Judith ",5
"Simenon, Georges ",5
"B, Madame ",5
"Livingston, Lesley ",5
"Sutherland, James B. ",5
"Pressfield, Steven ",5
"Smith, Sherri L. ",5
"Van Cleve, Kathleen ",5
"Lamb, Amanda ",4
"Fforde, Katie ",4
"Nelsen, Jane ",4
