,0
"Collins, Suzanne ",7766
"Stilton, Geronimo ",3138
"Miles, Ellen ",3057
"Stine, R. L. ",2863
"Stilton, Thea ",1668
"Klein, Abby ",1306
"Riordan, Rick ",1299
" McKinley, John (ILT)",1281
"Chase, Max ",1278
" Dawson, Scott (ILT)",1159
"Tarshis, Lauren ",1159
"Lasky, Kathryn ",846
"Mass, Wendy ",793
"Korman, Gordon ",792
"Osborne, Mary Pope ",754
" Murdocca, Sal (ILT)",734
"Cabot, Meg ",729
"Stiefvater, Maggie ",719
"Grisham, John ",691
"Nielsen, Jennifer A. ",663
"Watson, Jude ",620
" Berenstain, Jan ",614
"Berenstain, Stan ",614
"D'Lacey, Chris ",566
"Lerangis, Peter ",521
"Weeks, Sarah ",513
"Berry, Steve ",484
"Nix, Garth ",418
"Meacham, Jon ",417
"Carman, Patrick ",413
"Evanovich, Janet ",383
"Sonnenblick, Jordan ",344
"Koontz, Dean R. ",335
"Watt, Melanie ",334
"Scottoline, Lisa ",283
"Vivian, Siobhan ",276
"Garten, Ina ",246
"Papademetriou, Lisa ",230
"Clancy, Tom ",227
"Blade, Adam ",226
"Smith, Roland ",219
"Angelou, Maya ",218
"Horowitz, Anthony ",218
"Stone, Phoebe ",202
" Riordan, Rick ",201
" Lerangis, Peter ",201
" Watson, Jude ",201
"Bittman, Mark ",201
"Ames, Ruth ",200
"Abbott, Hailey ",191
"Pierce, Tamora ",178
"Flynn, Gillian ",175
"Heath, Chip ",174
" Heath, Dan ",174
"Haddix, Margaret Peterson ",172
"Jordan, Robert ",161
"Kate, Lauren ",160
"Funke, Cornelia Caroline ",160
"Wrede, Patricia C. ",158
 Scholastic Multi-platform (CRT),157
"Spinelli, Jerry ",154
"Ward, Rachel ",154
" Biswell, Andrew (EDT)",146
"Burgess, Anthony ",146
"MacNeal, Susan Elia ",145
"Parker, Robert B. ",145
"Lafleur, Suzanne ",142
"Burton, Jaci ",139
"MacLean, Sarah ",138
"Weyn, Suzanne ",133
"Banks, Maya ",132
"Patterson, James ",129
"Sacks, Oliver W. ",124
"Reeve, Philip ",124
"Windham, Ryder ",120
"Ottolenghi, Yotam ",119
" Tamimi, Sami ",119
"Kennedy, Elle ",117
"Munro, Alice ",117
"Rosnay, Tatiana de ",112
" O'Brien, Tim (ILT)",109
"Jones, Darynda ",108
"Macomber, Debbie ",103
Editors Whole Living Magazine (COR),100
"Connor, Lexi ",100
"Cunning, Olivia ",99
"Gutman, Dan ",97
" Boyce, Natalie Pope ",96
"Eulberg, Elizabeth ",95
"Egan, Kate ",95
"Bergen, Lara ",91
"Park, Linda Sue ",91
"Brown, Sandra ",90
"Lynch, Chris ",89
"Christopher, Lucy ",86
"Dublin, Anne ",84
"Hautman, Pete ",82
"Shirvington, Jessica ",80
"Riley, Clifford ",80
"Kessler, Liz ",78
"Olson, Lynne ",76
"Price, Kalayna ",76
"Gordon, Roderick ",75
" Williams, Brian ",75
"Hirsch, Jeff ",74
" Tucker, Ezra (ILT)",70
" Bell, Jennifer A. ",69
"Falls, Kat ",68
"Doyle, Bill ",66
" Lee, Jared D. (ILT)",66
"Cameron, Sharon ",64
"Lawson, Nigella ",63
" Tallardy, Laura (ILT)",61
"Ames, Lee J. ",59
"Gray, Eva ",58
"Booth, Coe ",58
"Fodor's Travel Publications, Inc. (COR)",58
"Morris, Paula ",57
"James, Aaron ",57
" Lacoste, Gary (ILT)",57
"Kinard, Kami ",57
"Rippin, Sally ",57
"Krulik, Nancy E. ",57
"Applegate, Katherine ",56
"Ball, Heather ",55
"Flanagan, John ",55
"McCoy, Mimi ",55
"Schrefer, Eliot ",53
"Morpurgo, Michael ",53
"Friend, Natasha ",53
"Friedman, Aimee ",53
"Weiner, Tim ",52
"Schlosser, Eric ",51
"Kirby, Matthew J. ",51
"Hood, Ann ",50
"Tabor, James ",50
"Kaminsky, Stuart M. ",50
"Northrop, Michael ",48
"Close, Jennifer ",48
" Birmingham, Christian (ILT)",48
"Lee, Ingrid ",47
"Bobet, Leah ",47
"Schutz, Samantha ",47
"Yee, Lisa ",46
"Hornby, Nick ",46
"Keen, Sarah ",45
"Crysdale, Joy ",44
"Freitas, Donna ",43
"Curtis, Christopher Paul ",43
"Tomsky, Jacob ",42
"Mayle, Peter ",42
"Ranney, Karen ",42
"Benison, C. C. ",41
" Elliot, Mark ",40
"Norwich, Grace ",40
"Myers, Walter Dean ",40
"Gore, Albert ",39
"Paulsen, Gary ",39
"Nagler, Joanneh ",39
"Duncan, Lois ",38
Michael Morpurgo ,38
"Admirand, C. H. ",38
" Calhoun, Anne ",37
"Ryan, Garry ",37
"Mitchell, K. A. ",37
" Braemel, Leah ",37
"Force, Marie ",37
" Ledwidge, Michael ",36
"Krieger, Ellie ",36
"Collins, Kate ",36
"Splan, Claire ",36
" Santat, Dan (ILT)",36
"Danziger, Lucy ",35
"Moriarty, Jaclyn ",35
"Ricotti, Sonia ",35
"Stewart, Christopher S. ",34
"Paterson, Mary ",33
"Paratore, Coleen ",33
"Hoffmann, Tom ",32
"Hart, Christopher ",32
"Weinstein, Bruce ",31
