,0
Readworks ,5871
"Patterson, James ",4585
"Sweeney, Cynthia D'Aprix ",3848
" Ledwidge, Michael ",2404
"Michaels, Fern ",1821
"Moyes, Jojo ",1763
"Stahl, Michael ",1716
"Sittenfeld, Curtis ",1683
" Ellis, David ",1551
"Rotondaro, Vinnie ",1047
"Maxwell, Edward I. ",986
"Jiles, Paulette ",961
"Desmond, Matthew ",954
"Evans, Richard Paul ",673
"Banks, Maya ",549
"Atwood, Margaret Eleanor ",533
"Butcher, Jim ",508
"Johansen, Iris ",500
"Mao, Elaine ",469
" Grabenstein, Chris ",461
 Kerascoët (ILT),461
"Smith, Wilbur A. ",428
"Sands, Valorie ",409
"Perry, Anne ",390
"Fielding, Joy ",378
"Meadows, Daisy ",366
"Robinson, Sharon ",333
Disney Book Group (COR),314
Lonely Planet Publications (COR),303
"Kellerman, Faye ",298
"Kardashian, Khloé ",296
"Poliner, Elizabeth ",266
"Holt, K. A. ",258
"Thompson, Ben ",257
"Rule, Adi ",256
"McCullough, David ",253
"Dawson, Jennifer ",249
"Orenstein, Peggy ",241
"Richardson, Sara ",231
"Lane, Katie ",226
"Mills, Kyle ",223
"Gale, Laurel ",218
"Stine, R. L. ",209
"Bostwick, Marie ",199
"Tripp, Dawn ",194
"Harrison, Michelle ",190
"Barnes, Jennifer Lynn ",187
"Stiefvater, Maggie ",185
"Frantz, Laura ",185
"Howard, Linda ",185
"Kirkpatrick, Jane ",177
"Doerr, Anthony ",176
"Myerson, Julie ",172
" Myracle, Lauren ",165
"Mlynowski, Sarah ",165
"Magoon, Kekla ",163
"Leigh, Eva ",159
"Fisher, Suzanne Woods ",143
"Paulsen, Gary ",136
Wikibooks ,134
"Christie, Agatha ",133
" Johnston, Emily (PHT)",133
"Sage, Anne ",133
"Goebel, Jenny ",129
" Richmond, Simon ",125
" Milner, Rebecca ",125
"Westerfeld, Scott ",124
" Lanagan, Margo ",124
"Terry, Candis ",123
" Jackson, Brenda ",123
"Sawyer, Kim Vogel ",122
"Chamberlain, Mary ",121
"Jakes, T. D. ",118
"Laurenston, Shelly ",117
"Stork, Francisco X. ",114
"Nielsen, Jennifer A. ",114
"Rodkey, Geoff ",113
"Miles, Ellen ",112
"Rudnick, Paul ",111
"Raybourn, Deanna ",111
"Linden, Caroline ",111
"Reichl, Ruth ",110
"Lorret, Vivienne ",107
"Mcmeans, Ginny Kay ",104
"Breslin, Kate ",104
"Gemeinhart, Dan ",104
"Williams-Paisley, Kimberly ",101
"Shupe, Joanna ",101
" Fox, Michael J. (FRW)",101
"Roth, Veronica ",101
"Mosse, Kate ",100
"Reed, Rick ",99
" Adamson, Eve ",98
"Pomroy, Haylie ",98
"McPherson, Ben ",95
"McKevett, G. A. ",95
