,0
"Adderson, Caroline ",3126
" Flook, Helen (ILT)",3126
"Reese, Jenn ",2317
"Citra, Becky ",2269
" Milne, Jessica (ILT)",2144
" Ross, Graham (ILT)",1931
"Lewis, Wendy A. ",1909
" Denis, Stephane (ILT)",1506
"Lee, Ingrid ",1506
Saddleback Educational Publishing ,1414
"Labatt, Mary ",1241
" Liwiska, Renata (ILT)",1241
"Gaetz, Dayle ",1162
" Meissner, Amy (ILT)",1131
" Drew-Brook, Deborah (ILT)",983
"Bradford, Karleen ",983
"Kazenbroot, Nelly ",895
"Stewart, Shannon ",816
" Hodson, Ben (ILT)",816
"Grant, Vicki ",768
"Smith, Linda ",641
" Krasulja, Zorica (ILT)",641
" Wiesel, Marion (TRN)",622
"Wiesel, Elie ",622
"Castle, Richard ",606
"Walters, Eric ",599
"Mcmillian, Melody Defields ",596
" Belviso, Meg ",553
"Pollack, Pamela ",553
"Gibson, Rachel ",545
" Harrison, Nancy (ILT)",537
"Silva, Daniel ",508
" Marchesi, Stephen (ILT)",506
"Myers, Kate Kae ",404
"Jance, Judith A. ",403
"Penny, Louise ",401
"Kleon, Austin (CON)",372
"Joyce, Rachel ",354
"Chabon, Michael ",339
"Sandford, John ",320
"Bohjalian, Christopher A. ",320
"Mac, Carrie ",314
"McClintock, Norah ",314
"Freethy, Barbara ",309
"Denman, K. L. ",305
"Bloom, M. Beth ",298
"Bell, William ",295
"Hamilton, Virginia ",295
"Watson, Cristy ",290
"French, Tana ",277
"Rollins, James ",275
"Mafi, Tahereh ",269
"Peterson, Lois ",262
"Snelling, Lauraine ",254
"Graham, Winston ",249
"Baker, E. D. ",249
" Williams, Jerome ",246
"Langston, Laura ",245
" Freese, Susan M. ",240
"Jackson, Lisa ",238
"Rubin, Gretchen ",238
" Harper, Jamie (ILT)",238
"Warner, Sally ",238
"Brouwer, Sigmund ",235
"Clements, Andrew ",231
"Gaughen, A. C. ",226
"Wishinsky, Frieda ",224
"Flinn, Alex ",215
"Blumenthal, Deborah ",214
" Newland, Gillian (ILT)",209
"Lohans, Alison ",209
" Griffiths, Dean (ILT)",201
"Turnage, Sheila ",196
